NEIGHBORHOOD_DISTRICT_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Ballard,vic,2018_W46,7.60E-05,3.05E-10,7.60E-05,18.70912467,7.60E-05,3
Central,vic,2018_W46,5.38E-05,2.23E-10,5.38E-05,12.82394322,5.38E-05,2
Delridge Neighborhoods,vic,2018_W46,6.11E-06,1.89E-11,6.11E-06,1.958064771,6.12E-06,1
Downtown,vic,2018_W46,3.82E-05,1.54E-10,3.82E-05,9.375307544,3.82E-05,2
East,vic,2018_W46,1.26E-05,4.72E-11,1.26E-05,3.3276404,1.26E-05,1
Greater Duwamish,vic,2018_W46,1.05E-05,3.50E-11,1.05E-05,3.102406301,1.05E-05,1
Lake Union,vic,2018_W46,3.39E-05,1.39E-10,3.39E-05,8.198905911,3.39E-05,2
Magnolia/Queen Anne,vic,2018_W46,3.39E-05,1.31E-10,3.39E-05,8.691895283,3.39E-05,2
NA,vic,2018_W46,3.65E-08,6.78E-59,3.65E-08,1.77E+43,3.66E-08,1
North,vic,2018_W46,2.15E-05,8.98E-11,2.15E-05,5.102236941,2.15E-05,2
Northeast,vic,2018_W46,1.36E-05,5.44E-11,1.36E-05,3.349979984,1.36E-05,2
Northwest,vic,2018_W46,2.97E-05,1.16E-10,2.97E-05,7.554197134,2.97E-05,2
Southeast,vic,2018_W46,1.12E-05,4.06E-11,1.12E-05,3.067525885,1.12E-05,1
Southwest,vic,2018_W46,7.67E-06,2.37E-11,7.66E-06,2.449910453,7.67E-06,1
Ballard,vic,2018_W47,9.04E-05,3.69E-10,9.04E-05,21.88135891,9.04E-05,3
Central,vic,2018_W47,6.64E-05,2.80E-10,6.64E-05,15.60624196,6.64E-05,3
Delridge Neighborhoods,vic,2018_W47,8.29E-06,2.67E-11,8.29E-06,2.549869826,8.30E-06,1
Downtown,vic,2018_W47,4.67E-05,1.92E-10,4.67E-05,11.28650014,4.67E-05,2
East,vic,2018_W47,1.67E-05,6.42E-11,1.67E-05,4.314959082,1.67E-05,2
Greater Duwamish,vic,2018_W47,1.34E-05,4.66E-11,1.34E-05,3.840721195,1.34E-05,1
Lake Union,vic,2018_W47,4.28E-05,1.78E-10,4.28E-05,10.1957529,4.28E-05,2
Magnolia/Queen Anne,vic,2018_W47,4.24E-05,1.67E-10,4.24E-05,10.66055825,4.24E-05,2
NA,vic,2018_W47,4.82E-08,2.82E-56,4.82E-08,7.49E+40,4.83E-08,1
North,vic,2018_W47,2.81E-05,1.19E-10,2.81E-05,6.576455882,2.81E-05,2
Northeast,vic,2018_W47,1.82E-05,7.43E-11,1.82E-05,4.422155825,1.82E-05,2
Northwest,vic,2018_W47,3.81E-05,1.51E-10,3.81E-05,9.50230963,3.81E-05,2
Southeast,vic,2018_W47,1.48E-05,5.50E-11,1.48E-05,3.937655647,1.48E-05,2
Southwest,vic,2018_W47,1.03E-05,3.33E-11,1.03E-05,3.1738856,1.03E-05,1
Ballard,vic,2018_W48,0.000107376,4.45E-10,0.000107357,25.64164247,0.000107377,3
Central,vic,2018_W48,8.18E-05,3.48E-10,8.18E-05,19.02522283,8.18E-05,3
Delridge Neighborhoods,vic,2018_W48,1.12E-05,3.75E-11,1.12E-05,3.330847442,1.12E-05,1
Downtown,vic,2018_W48,5.72E-05,2.38E-10,5.72E-05,13.61393482,5.72E-05,2
East,vic,2018_W48,2.22E-05,8.68E-11,2.22E-05,5.607810373,2.22E-05,2
Greater Duwamish,vic,2018_W48,1.72E-05,6.16E-11,1.72E-05,4.768935744,1.72E-05,2
Lake Union,vic,2018_W48,5.41E-05,2.28E-10,5.40E-05,12.70212658,5.41E-05,2
Magnolia/Queen Anne,vic,2018_W48,5.31E-05,2.13E-10,5.31E-05,13.10351981,5.31E-05,2
NA,vic,2018_W48,6.36E-08,1.11E-53,6.36E-08,3.32E+38,6.38E-08,1
North,vic,2018_W48,3.67E-05,1.57E-10,3.67E-05,8.491319812,3.67E-05,2
Northeast,vic,2018_W48,2.45E-05,1.01E-10,2.44E-05,5.84869392,2.45E-05,2
Northwest,vic,2018_W48,4.88E-05,1.97E-10,4.88E-05,11.97769242,4.88E-05,2
Southeast,vic,2018_W48,1.95E-05,7.42E-11,1.95E-05,5.067004312,1.95E-05,2
Southwest,vic,2018_W48,1.39E-05,4.66E-11,1.39E-05,4.124522656,1.39E-05,2
Ballard,vic,2018_W49,0.000127365,5.34E-10,0.000127343,30.07049525,0.000127366,3
Central,vic,2018_W49,0.000100701,4.33E-10,0.000100684,23.20536074,0.000100702,3
Delridge Neighborhoods,vic,2018_W49,1.52E-05,5.25E-11,1.52E-05,4.359422434,1.52E-05,2
Downtown,vic,2018_W49,6.98E-05,2.94E-10,6.98E-05,16.4335877,6.98E-05,3
East,vic,2018_W49,2.94E-05,1.17E-10,2.94E-05,7.295691726,2.94E-05,2
Greater Duwamish,vic,2018_W49,2.20E-05,8.11E-11,2.20E-05,5.932140853,2.20E-05,2
Lake Union,vic,2018_W49,6.81E-05,2.90E-10,6.81E-05,15.83439934,6.81E-05,3
Magnolia/Queen Anne,vic,2018_W49,6.63E-05,2.70E-10,6.63E-05,16.12187101,6.63E-05,3
NA,vic,2018_W49,8.38E-08,4.13E-51,8.38E-08,1.56E+36,8.40E-08,1
North,vic,2018_W49,4.79E-05,2.07E-10,4.79E-05,10.96945835,4.79E-05,2
Northeast,vic,2018_W49,3.28E-05,1.37E-10,3.28E-05,7.740944957,3.28E-05,2
Northwest,vic,2018_W49,6.25E-05,2.56E-10,6.25E-05,15.1111492,6.25E-05,3
Southeast,vic,2018_W49,2.56E-05,9.96E-11,2.56E-05,6.528462296,2.56E-05,2
Southwest,vic,2018_W49,1.87E-05,6.47E-11,1.87E-05,5.370179639,1.87E-05,2
Ballard,vic,2018_W50,0.000150697,6.38E-10,0.000150671,35.24559486,0.000150697,3
Central,vic,2018_W50,0.000123604,5.35E-10,0.000123582,28.28268131,0.000123605,3
Delridge Neighborhoods,vic,2018_W50,2.05E-05,7.30E-11,2.05E-05,5.709573883,2.05E-05,2
Downtown,vic,2018_W50,8.51E-05,3.61E-10,8.51E-05,19.82681504,8.51E-05,3
East,vic,2018_W50,3.88E-05,1.57E-10,3.88E-05,9.489631332,3.88E-05,2
Greater Duwamish,vic,2018_W50,2.81E-05,1.06E-10,2.81E-05,7.383145678,2.81E-05,2
Lake Union,vic,2018_W50,8.55E-05,3.67E-10,8.55E-05,19.72617784,8.55E-05,3
Magnolia/Queen Anne,vic,2018_W50,8.26E-05,3.40E-10,8.26E-05,19.82954051,8.26E-05,3
NA,vic,2018_W50,1.10E-07,1.43E-48,1.10E-07,7.82E+33,1.10E-07,1
North,vic,2018_W50,6.22E-05,2.71E-10,6.22E-05,14.16025412,6.22E-05,3
Northeast,vic,2018_W50,4.38E-05,1.85E-10,4.38E-05,10.23976509,4.38E-05,2
Northwest,vic,2018_W50,7.98E-05,3.30E-10,7.98E-05,19.05692801,7.98E-05,3
Southeast,vic,2018_W50,3.36E-05,1.33E-10,3.36E-05,8.411459965,3.36E-05,2
Southwest,vic,2018_W50,2.52E-05,8.95E-11,2.52E-05,6.996798617,2.52E-05,2
Ballard,vic,2018_W51,0.000177624,7.58E-10,0.000177593,41.21907877,0.000177624,4
Central,vic,2018_W51,0.000151137,6.57E-10,0.000151111,34.38639677,0.000151138,3
Delridge Neighborhoods,vic,2018_W51,2.76E-05,1.01E-10,2.76E-05,7.470552622,2.76E-05,2
Downtown,vic,2018_W51,0.000103268,4.42E-10,0.00010325,23.86743522,0.000103268,3
East,vic,2018_W51,5.10E-05,2.09E-10,5.10E-05,12.31990342,5.10E-05,2
Greater Duwamish,vic,2018_W51,3.58E-05,1.38E-10,3.58E-05,9.178699935,3.58E-05,2
Lake Union,vic,2018_W51,0.00010701,4.62E-10,0.000106991,24.51667091,0.000107011,3
Magnolia/Queen Anne,vic,2018_W51,0.000102504,4.27E-10,0.000102486,24.34121671,0.000102505,3
NA,vic,2018_W51,1.44E-07,4.55E-46,1.44E-07,4.23E+31,1.44E-07,1
North,vic,2018_W51,8.06E-05,3.53E-10,8.06E-05,18.2345445,8.06E-05,3
Northeast,vic,2018_W51,5.83E-05,2.49E-10,5.83E-05,13.51482338,5.83E-05,2
Northwest,vic,2018_W51,0.00010143,4.25E-10,0.000101413,23.982945,0.000101432,3
Southeast,vic,2018_W51,4.40E-05,1.77E-10,4.40E-05,10.81930478,4.40E-05,2
Southwest,vic,2018_W51,3.36E-05,1.23E-10,3.36E-05,9.107073643,3.36E-05,2
Ballard,vic,2018_W52,0.000208397,8.95E-10,0.00020836,48.04308809,0.000208397,4
Central,vic,2018_W52,0.000183951,8.04E-10,0.000183918,41.65777373,0.000183951,4
Delridge Neighborhoods,vic,2018_W52,3.69E-05,1.38E-10,3.69E-05,9.754281489,3.69E-05,2
Downtown,vic,2018_W52,0.000124756,5.38E-10,0.000124734,28.63521872,0.000124756,3
East,vic,2018_W52,6.68E-05,2.77E-10,6.68E-05,15.94604141,6.68E-05,3
Greater Duwamish,vic,2018_W52,4.53E-05,1.78E-10,4.53E-05,11.385374,4.53E-05,2
Lake Union,vic,2018_W52,0.000133296,5.79E-10,0.000133273,30.3645551,0.000133297,3
Magnolia/Queen Anne,vic,2018_W52,0.000126636,5.33E-10,0.000126613,29.78626678,0.000126636,3
NA,vic,2018_W52,1.88E-07,1.31E-43,1.88E-07,2.52E+29,1.88E-07,1
North,vic,2018_W52,0.000103892,4.57E-10,0.000103874,23.39739603,0.000103893,3
Northeast,vic,2018_W52,7.72E-05,3.32E-10,7.72E-05,17.77730303,7.72E-05,3
Northwest,vic,2018_W52,0.000128373,5.42E-10,0.000128351,30.08552085,0.000128374,3
Southeast,vic,2018_W52,5.72E-05,2.33E-10,5.72E-05,13.87741144,5.72E-05,2
Southwest,vic,2018_W52,4.48E-05,1.68E-10,4.47E-05,11.82895324,4.48E-05,2
Ballard,vic,2019_W01,0.000242437,1.05E-09,0.000242394,55.58069893,0.000242437,4
Central,vic,2019_W01,0.000221998,9.74E-10,0.000221959,50.08054141,0.000221998,4
Delridge Neighborhoods,vic,2019_W01,4.90E-05,1.88E-10,4.90E-05,12.65791939,4.90E-05,2
Downtown,vic,2019_W01,0.000149442,6.48E-10,0.000149415,34.10025636,0.000149442,3
East,vic,2019_W01,8.67E-05,3.63E-10,8.67E-05,20.4932401,8.67E-05,3
Greater Duwamish,vic,2019_W01,5.68E-05,2.28E-10,5.68E-05,14.03351136,5.68E-05,2
Lake Union,vic,2019_W01,0.000164637,7.19E-10,0.000164608,37.32328122,0.000164638,3
Magnolia/Queen Anne,vic,2019_W01,0.000155128,6.58E-10,0.000155101,36.18730684,0.000155129,3
NA,vic,2019_W01,2.43E-07,3.31E-41,2.43E-07,1.67E+27,2.43E-07,1
North,vic,2019_W01,0.000132806,5.86E-10,0.000132783,29.79281616,0.000132807,3
Northeast,vic,2019_W01,0.000101448,4.39E-10,0.00010143,23.21027421,0.000101449,3
Northwest,vic,2019_W01,0.000161101,6.86E-10,0.000161072,37.46624351,0.000161102,3
Southeast,vic,2019_W01,7.38E-05,3.05E-10,7.38E-05,17.67762114,7.38E-05,3
Southwest,vic,2019_W01,5.90E-05,2.26E-10,5.90E-05,15.26976335,5.91E-05,3
Ballard,vic,2019_W02,0.000280341,1.22E-09,0.000280291,63.96797961,0.000280341,4
Central,vic,2019_W02,0.000266302,1.17E-09,0.000266255,59.88063986,0.000266302,4
Delridge Neighborhoods,vic,2019_W02,6.47E-05,2.53E-10,6.46E-05,16.36190494,6.47E-05,3
Downtown,vic,2019_W02,0.000177934,7.76E-10,0.000177903,40.39796092,0.000177934,4
East,vic,2019_W02,0.000111949,4.73E-10,0.00011193,26.20940832,0.000111951,3
Greater Duwamish,vic,2019_W02,7.09E-05,2.89E-10,7.09E-05,17.22745584,7.09E-05,3
Lake Union,vic,2019_W02,0.000202123,8.86E-10,0.000202087,45.63301631,0.000202123,4
Magnolia/Queen Anne,vic,2019_W02,0.000188887,8.07E-10,0.000188854,43.74653194,0.000188888,4
NA,vic,2019_W02,3.12E-07,7.20E-39,3.12E-07,1.27E+25,3.12E-07,1
North,vic,2019_W02,0.000168746,7.47E-10,0.000168716,37.73152266,0.000168746,3
Northeast,vic,2019_W02,0.000132485,5.76E-10,0.000132462,30.14588403,0.000132486,3
Northwest,vic,2019_W02,0.000200954,8.61E-10,0.000200919,46.42251684,0.000200956,4
Southeast,vic,2019_W02,9.46E-05,3.95E-10,9.46E-05,22.41420968,9.46E-05,3
Southwest,vic,2019_W02,7.74E-05,3.02E-10,7.74E-05,19.63437841,7.74E-05,3
Ballard,vic,2019_W03,0.000322897,1.41E-09,0.000322839,73.38515669,0.000322897,4
Central,vic,2019_W03,0.00031819,1.40E-09,0.000318134,71.35174324,0.00031819,4
Delridge Neighborhoods,vic,2019_W03,8.49E-05,3.38E-10,8.49E-05,21.10886461,8.49E-05,3
Downtown,vic,2019_W03,0.000211025,9.24E-10,0.000210988,47.70504025,0.000211026,4
East,vic,2019_W03,0.000143913,6.13E-10,0.000143888,33.42294417,0.000143915,3
Greater Duwamish,vic,2019_W03,8.81E-05,3.64E-10,8.80E-05,21.10419911,8.81E-05,3
Lake Union,vic,2019_W03,0.000247166,1.09E-09,0.000247122,55.60575242,0.000247166,4
Magnolia/Queen Anne,vic,2019_W03,0.000229089,9.85E-10,0.000229048,52.72711807,0.000229089,4
NA,vic,2019_W03,3.99E-07,1.31E-36,3.99E-07,1.15E+23,3.99E-07,1
North,vic,2019_W03,0.00021357,9.48E-10,0.000213532,47.62106421,0.00021357,4
Northeast,vic,2019_W03,0.000172336,7.53E-10,0.000172306,39.02648697,0.000172337,3
Northwest,vic,2019_W03,0.00024968,1.08E-09,0.000249636,57.34248472,0.000249681,4
Southeast,vic,2019_W03,0.000120827,5.10E-10,0.000120806,28.34394984,0.000120828,3
Southwest,vic,2019_W03,0.000101167,4.02E-10,0.00010115,25.19741741,0.000101171,3
Ballard,vic,2019_W04,0.00036964,1.62E-09,0.000369575,83.73070737,0.00036964,4
Central,vic,2019_W04,0.000377863,1.67E-09,0.000377797,84.53607718,0.000377864,4
Delridge Neighborhoods,vic,2019_W04,0.00011091,4.49E-10,0.000110891,27.11914363,0.000110913,3
Downtown,vic,2019_W04,0.000248741,1.09E-09,0.000248697,56.02641202,0.000248741,4
East,vic,2019_W04,0.000183871,7.89E-10,0.000183839,42.40235889,0.000183873,4
Greater Duwamish,vic,2019_W04,0.000108733,4.55E-10,0.000108714,25.74123133,0.000108734,3
Lake Union,vic,2019_W04,0.000300398,1.33E-09,0.000300345,67.37812175,0.000300398,4
Magnolia/Queen Anne,vic,2019_W04,0.000276149,1.19E-09,0.0002761,63.21873686,0.000276149,4
NA,vic,2019_W04,5.07E-07,1.91E-34,5.07E-07,1.28E+21,5.08E-07,1
North,vic,2019_W04,0.000268651,1.20E-09,0.000268604,59.76043635,0.000268652,4
Northeast,vic,2019_W04,0.000222803,9.78E-10,0.000222764,50.2447672,0.000222804,4
Northwest,vic,2019_W04,0.000308322,1.34E-09,0.000308268,70.45311204,0.000308323,4
Southeast,vic,2019_W04,0.000153374,6.53E-10,0.000153347,35.66580615,0.000153375,3
Southwest,vic,2019_W04,0.000131351,5.30E-10,0.000131329,32.2009958,0.000131355,3
Ballard,vic,2019_W05,0.000420949,1.84E-09,0.000420875,95.09933111,0.000420949,5
Central,vic,2019_W05,0.000446392,1.98E-09,0.000446313,99.6730505,0.000446392,5
Delridge Neighborhoods,vic,2019_W05,0.00014407,5.92E-10,0.000144045,34.72505746,0.000144072,3
Downtown,vic,2019_W05,0.000291673,1.29E-09,0.000291622,65.49767162,0.000291673,4
East,vic,2019_W05,0.000233701,1.01E-09,0.00023366,53.56327016,0.000233702,4
Greater Duwamish,vic,2019_W05,0.000133568,5.64E-10,0.000133545,31.28816357,0.000133569,3
Lake Union,vic,2019_W05,0.000363194,1.61E-09,0.00036313,81.25561627,0.000363194,4
Magnolia/Queen Anne,vic,2019_W05,0.000331143,1.44E-09,0.000331085,75.46688398,0.000331144,4
NA,vic,2019_W05,6.42E-07,2.11E-32,6.41E-07,1.85706E+19,6.42E-07,1
North,vic,2019_W05,0.000336186,1.50E-09,0.000336127,74.63167553,0.000336186,4
Northeast,vic,2019_W05,0.000286549,1.26E-09,0.000286499,64.3865856,0.00028655,4
Northwest,vic,2019_W05,0.000378756,1.65E-09,0.000378689,86.17382972,0.000378756,4
Southeast,vic,2019_W05,0.000193675,8.31E-10,0.000193641,44.69640173,0.000193676,4
Southwest,vic,2019_W05,0.000169654,6.95E-10,0.000169625,41.01406447,0.000169657,3
Ballard,vic,2019_W06,0.000473928,2.08E-09,0.000473844,106.8523174,0.000473928,5
Central,vic,2019_W06,0.000521347,2.31E-09,0.000521255,116.2260745,0.000521347,5
Delridge Neighborhoods,vic,2019_W06,0.000185014,7.69E-10,0.000184982,44.04117046,0.000185016,4
Downtown,vic,2019_W06,0.000338125,1.49E-09,0.000338065,75.74550536,0.000338125,4
East,vic,2019_W06,0.000293656,1.27E-09,0.000293604,66.95233223,0.000293656,4
Greater Duwamish,vic,2019_W06,0.00016221,6.91E-10,0.000162181,37.66277847,0.00016221,3
Lake Union,vic,2019_W06,0.000434121,1.92E-09,0.000434044,96.91993614,0.000434121,5
Magnolia/Queen Anne,vic,2019_W06,0.000392573,1.71E-09,0.000392503,89.13666871,0.000392573,4
NA,vic,2019_W06,8.02E-07,1.65E-30,8.02E-07,3.73333E+17,8.03E-07,1
North,vic,2019_W06,0.000415919,1.86E-09,0.000415845,92.17581147,0.000415919,4
Northeast,vic,2019_W06,0.00036434,1.61E-09,0.000364276,81.61373318,0.00036434,4
Northwest,vic,2019_W06,0.000459984,2.01E-09,0.000459902,104.2777744,0.000459984,5
Southeast,vic,2019_W06,0.000241783,1.04E-09,0.000241741,55.43848861,0.000241784,4
Southwest,vic,2019_W06,0.000216633,8.98E-10,0.000216595,51.74150348,0.000216635,4
Ballard,vic,2019_W07,0.000524015,2.30E-09,0.000523922,117.9852128,0.000524015,5
Central,vic,2019_W07,0.000597977,2.66E-09,0.000597871,133.1485385,0.000597977,5
Delridge Neighborhoods,vic,2019_W07,0.000233337,9.80E-10,0.000233296,54.95890195,0.000233339,4
Downtown,vic,2019_W07,0.000384953,1.70E-09,0.000384885,86.08033887,0.000384953,4
East,vic,2019_W07,0.000362379,1.58E-09,0.000362315,82.2617432,0.000362379,4
Greater Duwamish,vic,2019_W07,0.000193464,8.31E-10,0.00019343,44.60059917,0.000193465,4
Lake Union,vic,2019_W07,0.0005096,2.26E-09,0.00050951,113.5827243,0.0005096,5
Magnolia/Queen Anne,vic,2019_W07,0.000457059,2.00E-09,0.000456978,103.4810963,0.000457059,5
NA,vic,2019_W07,9.85E-07,8.31E-29,9.85E-07,1.11977E+16,9.86E-07,1
North,vic,2019_W07,0.000505352,2.26E-09,0.000505262,111.8428147,0.000505352,5
Northeast,vic,2019_W07,0.000454947,2.02E-09,0.000454867,101.6497167,0.000454947,5
Northwest,vic,2019_W07,0.000548621,2.40E-09,0.000548524,124.0115662,0.000548621,5
Southeast,vic,2019_W07,0.000296432,1.29E-09,0.000296379,67.60533489,0.000296432,4
Southwest,vic,2019_W07,0.000271664,1.14E-09,0.000271616,64.22470665,0.000271665,4
Ballard,vic,2019_W08,0.000568659,2.50E-09,0.000568559,127.9517977,0.000568659,5
Central,vic,2019_W08,0.00067316,2.99E-09,0.000673041,149.7642635,0.00067316,5
Delridge Neighborhoods,vic,2019_W08,0.00028883,1.22E-09,0.000288779,67.43796046,0.00028883,4
Downtown,vic,2019_W08,0.000430147,1.91E-09,0.000430071,96.07288368,0.000430147,5
East,vic,2019_W08,0.000438899,1.92E-09,0.000438821,99.2857186,0.000438899,5
Greater Duwamish,vic,2019_W08,0.000226467,9.78E-10,0.000226427,51.92688939,0.000226467,4
Lake Union,vic,2019_W08,0.000587118,2.61E-09,0.000587014,130.7009862,0.000587118,5
Magnolia/Queen Anne,vic,2019_W08,0.000522279,2.29E-09,0.000522186,118.0047182,0.000522279,5
NA,vic,2019_W08,1.19E-06,2.45E-27,1.19E-06,5.5232E+14,1.19E-06,1
North,vic,2019_W08,0.00060265,2.70E-09,0.000602544,133.2356912,0.00060265,5
Northeast,vic,2019_W08,0.00055756,2.47E-09,0.000557462,124.32158,0.00055756,5
Northwest,vic,2019_W08,0.000642212,2.82E-09,0.000642099,144.8481221,0.000642212,5
Southeast,vic,2019_W08,0.000356698,1.55E-09,0.000356635,81.00400714,0.000356698,4
Southwest,vic,2019_W08,0.000334362,1.41E-09,0.000334303,78.38726421,0.000334363,4
Ballard,vic,2019_W09,0.000602305,2.65E-09,0.000602199,135.5284568,0.000602306,5
Central,vic,2019_W09,0.000739618,3.29E-09,0.000739488,164.4766319,0.000739619,5
Delridge Neighborhoods,vic,2019_W09,0.000348945,1.49E-09,0.000348883,80.91637553,0.000348945,4
Downtown,vic,2019_W09,0.000469121,2.08E-09,0.000469038,104.7209131,0.000469122,5
East,vic,2019_W09,0.000518827,2.28E-09,0.000518735,117.0602673,0.000518827,5
Greater Duwamish,vic,2019_W09,0.000258743,1.12E-09,0.000258697,59.10818781,0.000258743,4
Lake Union,vic,2019_W09,0.0006602,2.94E-09,0.000660083,146.8566471,0.0006602,5
Magnolia/Queen Anne,vic,2019_W09,0.00058249,2.55E-09,0.000582387,131.4479954,0.00058249,5
NA,vic,2019_W09,1.40E-06,3.78E-26,1.40E-06,4.9734E+13,1.40E-06,1
North,vic,2019_W09,0.000701459,3.14E-09,0.000701335,154.9644675,0.000701459,5
Northeast,vic,2019_W09,0.000666928,2.97E-09,0.000666811,148.477773,0.000666928,5
Northwest,vic,2019_W09,0.000733737,3.22E-09,0.000733608,165.2432643,0.000733738,5
Southeast,vic,2019_W09,0.000418924,1.83E-09,0.00041885,94.83465696,0.000418924,5
Southwest,vic,2019_W09,0.00040166,1.71E-09,0.000401588,93.55068736,0.000401659,4
Ballard,vic,2019_W10,0.000616378,2.71E-09,0.000616269,138.8032481,0.000616378,5
Central,vic,2019_W10,0.000785169,3.49E-09,0.00078503,174.5978617,0.00078517,5
Delridge Neighborhoods,vic,2019_W10,0.000407323,1.75E-09,0.000407251,93.98128943,0.000407323,4
Downtown,vic,2019_W10,0.000494335,2.19E-09,0.000494248,110.3612671,0.000494335,5
East,vic,2019_W10,0.000592579,2.60E-09,0.000592475,133.4667315,0.00059258,5
Greater Duwamish,vic,2019_W10,0.000285627,1.24E-09,0.000285576,65.12026643,0.000285627,4
Lake Union,vic,2019_W10,0.000717281,3.19E-09,0.000717154,159.5019617,0.000717281,5
Magnolia/Queen Anne,vic,2019_W10,0.000627683,2.75E-09,0.000627572,141.5914491,0.000627684,5
