CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
North Capitol Hill,vic,2018_W50,9.05E-06,2.82E-11,9.05E-06,2.869846735,9.05E-06,3
North Delridge,vic,2018_W50,1.85E-05,6.81E-11,1.85E-05,4.98189509,1.85E-05,3
Northgate/Maple Leaf,vic,2018_W50,7.86E-06,4.21E-11,7.85E-06,1.450118132,7.86E-06,3
Olympic Hills/Victory Heights,vic,2018_W50,6.02E-08,1.52E-13,6.02E-08,0.023354681,6.03E-08,1
Pioneer Square/International District,vic,2018_W50,7.08E-06,3.50E-11,7.08E-06,1.418195293,7.08E-06,3
Queen Anne,vic,2018_W50,5.89E-06,2.90E-11,5.89E-06,1.185934013,5.89E-06,3
Rainier Beach,vic,2018_W50,2.98E-09,1.74E-51,2.98E-09,4.69E+33,2.99E-09,1
Ravenna/Bryant,vic,2018_W50,6.23E-06,3.17E-11,6.23E-06,1.211788137,6.23E-06,3
Riverview,vic,2018_W50,1.17E-05,3.64E-11,1.17E-05,3.740641546,1.17E-05,3
Roxhill/Westwood,vic,2018_W50,4.41E-08,2.44E-14,4.42E-08,0.078084542,4.44E-08,1
Seward Park,vic,2018_W50,4.14E-09,5.13E-52,4.14E-09,3.07E+34,4.15E-09,1
South Beacon Hill/NewHolly,vic,2018_W50,4.43E-09,3.97E-52,4.42E-09,4.53E+34,4.43E-09,1
South Park,vic,2018_W50,7.11E-05,3.53E-10,7.11E-05,14.17852475,7.11E-05,4
Sunset Hill/Loyal Heights,vic,2018_W50,5.81E-05,3.22E-10,5.81E-05,10.362418,5.81E-05,4
University District,vic,2018_W50,6.22E-07,2.44E-12,6.22E-07,0.156316811,6.23E-07,2
Wallingford,vic,2018_W50,3.05E-05,1.72E-10,3.05E-05,5.353953662,3.05E-05,4
Wedgwood/View Ridge,vic,2018_W50,1.84E-06,6.22E-12,1.84E-06,0.535613169,1.84E-06,2
West Seattle Junction/Genesee Hill,vic,2018_W50,5.51E-06,1.17E-11,5.51E-06,2.566681024,5.51E-06,3
Whittier Heights,vic,2018_W50,4.17E-09,5.01E-52,4.16E-09,3.18E+34,4.17E-09,1
Alki/Admiral,vic,2018_W51,3.40E-05,1.51E-10,3.40E-05,7.547040072,3.40E-05,4
Arbor Heights,vic,2018_W51,7.94E-06,1.93E-11,7.94E-06,3.231727835,7.94E-06,3
Ballard,vic,2018_W51,4.23E-05,2.21E-10,4.23E-05,8.022702106,4.23E-05,4
Beacon Hill,vic,2018_W51,6.19E-09,2.19E-49,6.19E-09,1.62E+32,6.20E-09,1
Belltown,vic,2018_W51,6.22E-05,3.52E-10,6.21E-05,10.85575836,6.22E-05,4
Broadview/Bitter Lake,vic,2018_W51,7.81E-09,9.18E-50,7.80E-09,6.11E+32,7.82E-09,1
Capitol Hill,vic,2018_W51,1.68E-06,6.79E-12,1.68E-06,0.40866637,1.68E-06,2
Cascade/Eastlake,vic,2018_W51,1.21E-05,6.18E-11,1.21E-05,2.362436293,1.21E-05,3
Cedar Park/Meadowbrook,vic,2018_W51,3.51E-05,2.04E-10,3.50E-05,5.957193614,3.51E-05,4
Central Area/Squire Park,vic,2018_W51,2.90E-05,1.67E-10,2.90E-05,5.004266475,2.90E-05,4
Columbia City,vic,2018_W51,5.90E-06,2.53E-11,5.90E-06,1.362806702,5.90E-06,3
Downtown Commercial Core,vic,2018_W51,2.37E-06,6.91E-12,2.37E-06,0.80575454,2.38E-06,2
Duwamish/SODO,vic,2018_W51,5.19E-06,1.04E-11,5.19E-06,2.559466658,5.19E-06,3
Fauntleroy/Seaview,vic,2018_W51,2.16E-10,1.51E-17,2.16E-10,0.002974294,2.18E-10,1
First Hill,vic,2018_W51,1.69E-05,8.24E-11,1.69E-05,3.450309176,1.69E-05,3
Fremont,vic,2018_W51,9.27E-06,4.43E-11,9.27E-06,1.921402446,9.27E-06,3
Georgetown,vic,2018_W51,1.06E-06,1.13E-12,1.06E-06,0.973837725,1.06E-06,2
Green Lake,vic,2018_W51,2.31E-06,8.73E-12,2.31E-06,0.606381515,2.32E-06,2
Greenwood/Phinney Ridge,vic,2018_W51,3.78E-05,2.08E-10,3.78E-05,6.807536176,3.78E-05,4
Haller Lake,vic,2018_W51,8.47E-09,6.70E-50,8.47E-09,9.87E+32,8.49E-09,1
High Point,vic,2018_W51,1.63E-07,1.28E-13,1.63E-07,0.203174215,1.64E-07,2
Highland Park,vic,2018_W51,8.55E-09,6.47E-50,8.54E-09,1.04E+33,8.56E-09,1
Interbay,vic,2018_W51,2.52E-05,1.25E-10,2.52E-05,5.037454233,2.52E-05,4
Judkins Park,vic,2018_W51,3.51E-05,1.88E-10,3.51E-05,6.495913936,3.51E-05,4
Laurelhurst/Sand Point,vic,2018_W51,1.37E-05,5.47E-11,1.37E-05,3.4090052,1.37E-05,3
Licton Springs,vic,2018_W51,5.62E-05,2.63E-10,5.62E-05,11.87766567,5.62E-05,4
Madison Park,vic,2018_W51,1.10E-08,2.36E-50,1.10E-08,4.71E+33,1.10E-08,1
Madrona/Leschi,vic,2018_W51,3.06E-05,1.53E-10,3.06E-05,6.067029837,3.06E-05,4
Magnolia,vic,2018_W51,8.45E-05,4.24E-10,8.45E-05,16.69673374,8.45E-05,5
Miller Park,vic,2018_W51,1.53E-05,6.09E-11,1.53E-05,3.816178008,1.53E-05,3
Montlake/Portage Bay,vic,2018_W51,6.73E-05,3.58E-10,6.73E-05,12.5275811,6.73E-05,4
Mt. Baker/North Rainier,vic,2018_W51,2.81E-05,1.38E-10,2.81E-05,5.666157224,2.81E-05,4
NA,vic,2018_W51,2.56E-08,5.00E-52,2.56E-08,1.20E+36,2.56E-08,1
North Beach/Blue Ridge,vic,2018_W51,5.59E-09,3.16E-49,5.59E-09,9.11E+31,5.60E-09,1
North Beacon Hill/Jefferson Park,vic,2018_W51,2.36E-06,8.37E-12,2.36E-06,0.658324627,2.36E-06,2
North Capitol Hill,vic,2018_W51,1.25E-05,4.23E-11,1.25E-05,3.633314756,1.25E-05,3
North Delridge,vic,2018_W51,2.40E-05,9.44E-11,2.40E-05,6.035183838,2.40E-05,4
Northgate/Maple Leaf,vic,2018_W51,1.09E-05,5.94E-11,1.09E-05,1.9664413,1.09E-05,3
Olympic Hills/Victory Heights,vic,2018_W51,1.07E-07,2.95E-13,1.07E-07,0.037944555,1.07E-07,2
Pioneer Square/International District,vic,2018_W51,9.61E-06,4.89E-11,9.61E-06,1.869196122,9.61E-06,3
Queen Anne,vic,2018_W51,8.52E-06,4.31E-11,8.52E-06,1.666903013,8.52E-06,3
Rainier Beach,vic,2018_W51,4.21E-09,8.47E-49,4.20E-09,1.93E+31,4.21E-09,1
Ravenna/Bryant,vic,2018_W51,9.08E-06,4.73E-11,9.08E-06,1.723890168,9.08E-06,3
Riverview,vic,2018_W51,1.62E-05,5.45E-11,1.61E-05,4.73599971,1.62E-05,3
Roxhill/Westwood,vic,2018_W51,7.93E-08,5.44E-14,7.94E-08,0.113131946,7.97E-08,1
Seward Park,vic,2018_W51,5.84E-09,2.70E-49,5.84E-09,1.16E+32,5.85E-09,1
South Beacon Hill/NewHolly,vic,2018_W51,6.24E-09,2.12E-49,6.24E-09,1.69E+32,6.25E-09,1
South Park,vic,2018_W51,6.63E-05,3.36E-10,6.63E-05,12.95196756,6.63E-05,4
Sunset Hill/Loyal Heights,vic,2018_W51,7.09E-05,3.99E-10,7.09E-05,12.47623183,7.09E-05,4
University District,vic,2018_W51,1.05E-06,4.32E-12,1.05E-06,0.251259061,1.05E-06,2
Wallingford,vic,2018_W51,3.79E-05,2.17E-10,3.79E-05,6.553910528,3.79E-05,4
Wedgwood/View Ridge,vic,2018_W51,2.72E-06,9.91E-12,2.72E-06,0.739608057,2.72E-06,2
West Seattle Junction/Genesee Hill,vic,2018_W51,7.28E-06,1.77E-11,7.28E-06,2.955366098,7.28E-06,3
Whittier Heights,vic,2018_W51,5.88E-09,2.64E-49,5.87E-09,1.20E+32,5.88E-09,1
Alki/Admiral,vic,2018_W52,4.39E-05,2.04E-10,4.39E-05,9.345849671,4.39E-05,4
Arbor Heights,vic,2018_W52,1.04E-05,2.87E-11,1.04E-05,3.729219036,1.04E-05,3
Ballard,vic,2018_W52,5.30E-05,2.83E-10,5.30E-05,9.810019829,5.30E-05,4
Beacon Hill,vic,2018_W52,8.65E-09,1.05E-46,8.65E-09,6.59E+29,8.66E-09,1
Belltown,vic,2018_W52,7.30E-05,4.19E-10,7.30E-05,12.60451556,7.30E-05,4
Broadview/Bitter Lake,vic,2018_W52,1.09E-08,4.68E-47,1.09E-08,2.35E+30,1.09E-08,1
Capitol Hill,vic,2018_W52,2.66E-06,1.13E-11,2.66E-06,0.619334914,2.67E-06,2
Cascade/Eastlake,vic,2018_W52,1.72E-05,8.98E-11,1.72E-05,3.265964034,1.72E-05,3
Cedar Park/Meadowbrook,vic,2018_W52,4.71E-05,2.77E-10,4.71E-05,7.941111834,4.71E-05,4
Central Area/Squire Park,vic,2018_W52,3.73E-05,2.16E-10,3.73E-05,6.360623829,3.73E-05,4
Columbia City,vic,2018_W52,8.41E-06,3.78E-11,8.41E-06,1.853557363,8.41E-06,3
Downtown Commercial Core,vic,2018_W52,3.46E-06,1.11E-11,3.46E-06,1.07028843,3.46E-06,3
Duwamish/SODO,vic,2018_W52,7.08E-06,1.64E-11,7.08E-06,3.018223379,7.08E-06,3
Fauntleroy/Seaview,vic,2018_W52,5.08E-10,4.83E-17,5.09E-10,0.005182397,5.13E-10,1
First Hill,vic,2018_W52,2.20E-05,1.10E-10,2.20E-05,4.328023274,2.20E-05,3
Fremont,vic,2018_W52,1.28E-05,6.30E-11,1.28E-05,2.555279767,1.28E-05,3
Georgetown,vic,2018_W52,1.65E-06,2.15E-12,1.65E-06,1.254759143,1.66E-06,2
Green Lake,vic,2018_W52,3.61E-06,1.44E-11,3.61E-06,0.894574084,3.61E-06,3
Greenwood/Phinney Ridge,vic,2018_W52,4.97E-05,2.78E-10,4.97E-05,8.81410906,4.97E-05,4
Haller Lake,vic,2018_W52,1.18E-08,3.48E-47,1.18E-08,3.72E+30,1.18E-08,1
High Point,vic,2018_W52,2.78E-07,2.69E-13,2.79E-07,0.283046277,2.79E-07,2
Highland Park,vic,2018_W52,1.19E-08,3.37E-47,1.19E-08,3.91E+30,1.19E-08,1
Interbay,vic,2018_W52,3.06E-05,1.56E-10,3.06E-05,5.930413815,3.06E-05,4
Judkins Park,vic,2018_W52,4.52E-05,2.47E-10,4.52E-05,8.206118507,4.52E-05,4
Laurelhurst/Sand Point,vic,2018_W52,1.76E-05,7.47E-11,1.76E-05,4.118315519,1.76E-05,3
Licton Springs,vic,2018_W52,5.80E-05,2.82E-10,5.80E-05,11.83204038,5.80E-05,4
Madison Park,vic,2018_W52,1.53E-08,1.31E-47,1.53E-08,1.66E+31,1.54E-08,1
Madrona/Leschi,vic,2018_W52,3.86E-05,1.98E-10,3.86E-05,7.426225737,3.86E-05,4
Magnolia,vic,2018_W52,7.01E-05,3.40E-10,7.01E-05,14.29001589,7.01E-05,4
Miller Park,vic,2018_W52,1.97E-05,8.32E-11,1.97E-05,4.610254314,1.97E-05,3
Montlake/Portage Bay,vic,2018_W52,7.91E-05,4.30E-10,7.91E-05,14.42342489,7.91E-05,5
Mt. Baker/North Rainier,vic,2018_W52,3.86E-05,1.95E-10,3.86E-05,7.564741286,3.86E-05,4
NA,vic,2018_W52,3.56E-08,3.47E-49,3.56E-08,3.38E+33,3.57E-08,1
North Beach/Blue Ridge,vic,2018_W52,7.81E-09,1.49E-46,7.81E-09,3.81E+29,7.82E-09,1
North Beacon Hill/Jefferson Park,vic,2018_W52,3.52E-06,1.34E-11,3.52E-06,0.917566308,3.52E-06,3
North Capitol Hill,vic,2018_W52,1.70E-05,6.23E-11,1.70E-05,4.589605097,1.70E-05,3
North Delridge,vic,2018_W52,3.08E-05,1.29E-10,3.08E-05,7.291306203,3.08E-05,4
Northgate/Maple Leaf,vic,2018_W52,1.49E-05,8.27E-11,1.49E-05,2.648201638,1.49E-05,3
Olympic Hills/Victory Heights,vic,2018_W52,1.87E-07,5.63E-13,1.87E-07,0.06140347,1.88E-07,2
Pioneer Square/International District,vic,2018_W52,1.29E-05,6.76E-11,1.29E-05,2.448733112,1.29E-05,3
Queen Anne,vic,2018_W52,1.22E-05,6.34E-11,1.22E-05,2.328135825,1.22E-05,3
Rainier Beach,vic,2018_W52,5.88E-09,3.72E-46,5.88E-09,8.63E+28,5.89E-09,1
Ravenna/Bryant,vic,2018_W52,1.31E-05,6.99E-11,1.31E-05,2.436175683,1.31E-05,3
Riverview,vic,2018_W52,2.20E-05,8.03E-11,2.20E-05,5.982797947,2.20E-05,3
Roxhill/Westwood,vic,2018_W52,1.41E-07,1.19E-13,1.41E-07,0.163950098,1.42E-07,2
Seward Park,vic,2018_W52,8.16E-09,1.28E-46,8.16E-09,4.82E+29,8.17E-09,1
South Beacon Hill/NewHolly,vic,2018_W52,8.72E-09,1.02E-46,8.72E-09,6.88E+29,8.73E-09,1
South Park,vic,2018_W52,6.12E-05,3.12E-10,6.12E-05,11.88187545,6.12E-05,4
Sunset Hill/Loyal Heights,vic,2018_W52,8.59E-05,4.89E-10,8.58E-05,14.91440649,8.59E-05,5
University District,vic,2018_W52,1.75E-06,7.55E-12,1.75E-06,0.401607037,1.75E-06,2
Wallingford,vic,2018_W52,4.65E-05,2.69E-10,4.65E-05,7.964220082,4.65E-05,4
Wedgwood/View Ridge,vic,2018_W52,4.00E-06,1.55E-11,4.00E-06,1.017473915,4.00E-06,3
West Seattle Junction/Genesee Hill,vic,2018_W52,9.53E-06,2.64E-11,9.53E-06,3.410244556,9.53E-06,3
Whittier Heights,vic,2018_W52,8.21E-09,1.26E-46,8.20E-09,4.97E+29,8.22E-09,1
Alki/Admiral,vic,2019_W01,5.59E-05,2.70E-10,5.59E-05,11.44973164,5.59E-05,4
Arbor Heights,vic,2019_W01,1.34E-05,4.15E-11,1.34E-05,4.286681897,1.34E-05,3
Ballard,vic,2019_W01,6.52E-05,3.56E-10,6.52E-05,11.84675179,6.52E-05,4
Beacon Hill,vic,2019_W01,1.19E-08,4.45E-44,1.19E-08,2.97E+27,1.19E-08,1
Belltown,vic,2019_W01,8.45E-05,4.89E-10,8.44E-05,14.43873033,8.45E-05,5
Broadview/Bitter Lake,vic,2019_W01,1.50E-08,2.09E-44,1.50E-08,1.00E+28,1.50E-08,1
Capitol Hill,vic,2019_W01,4.17E-06,1.86E-11,4.17E-06,0.927844965,4.17E-06,3
Cascade/Eastlake,vic,2019_W01,2.40E-05,1.28E-10,2.40E-05,4.457986535,2.40E-05,4
Cedar Park/Meadowbrook,vic,2019_W01,6.24E-05,3.69E-10,6.23E-05,10.43840679,6.24E-05,4
Central Area/Squire Park,vic,2019_W01,4.71E-05,2.76E-10,4.71E-05,7.97374707,4.71E-05,4
Columbia City,vic,2019_W01,1.18E-05,5.53E-11,1.18E-05,2.493167552,1.18E-05,3
Downtown Commercial Core,vic,2019_W01,4.97E-06,1.73E-11,4.97E-06,1.410107074,4.97E-06,3
Duwamish/SODO,vic,2019_W01,9.51E-06,2.52E-11,9.51E-06,3.546609482,9.51E-06,3
Fauntleroy/Seaview,vic,2019_W01,1.18E-09,1.51E-16,1.18E-09,0.008964568,1.19E-09,1
First Hill,vic,2019_W01,2.81E-05,1.45E-10,2.81E-05,5.366111182,2.81E-05,4
Fremont,vic,2019_W01,1.73E-05,8.81E-11,1.73E-05,3.358121232,1.73E-05,3
Georgetown,vic,2019_W01,2.54E-06,3.96E-12,2.54E-06,1.610351262,2.55E-06,2
Green Lake,vic,2019_W01,5.55E-06,2.34E-11,5.55E-06,1.305378941,5.56E-06,3
Greenwood/Phinney Ridge,vic,2019_W01,6.44E-05,3.64E-10,6.44E-05,11.26075996,6.44E-05,4
Haller Lake,vic,2019_W01,1.63E-08,1.58E-44,1.63E-08,1.56E+28,1.63E-08,1
High Point,vic,2019_W01,4.68E-07,5.48E-13,4.68E-07,0.392325233,4.69E-07,2
Highland Park,vic,2019_W01,1.64E-08,1.54E-44,1.64E-08,1.63E+28,1.64E-08,1
Interbay,vic,2019_W01,3.66E-05,1.92E-10,3.66E-05,6.903465951,3.66E-05,4
Judkins Park,vic,2019_W01,5.73E-05,3.18E-10,5.73E-05,10.23321462,5.73E-05,4
Laurelhurst/Sand Point,vic,2019_W01,2.23E-05,9.98E-11,2.23E-05,4.930687569,2.23E-05,3
Licton Springs,vic,2019_W01,5.90E-05,2.94E-10,5.90E-05,11.7257594,5.90E-05,4
Madison Park,vic,2019_W01,2.11E-08,6.33E-45,2.11E-08,6.53E+28,2.11E-08,1
Madrona/Leschi,vic,2019_W01,4.79E-05,2.53E-10,4.79E-05,8.982667659,4.79E-05,4
Magnolia,vic,2019_W01,5.73E-05,2.64E-10,5.73E-05,12.29921455,5.73E-05,4
Miller Park,vic,2019_W01,2.49E-05,1.11E-10,2.49E-05,5.519713946,2.49E-05,4
Montlake/Portage Bay,vic,2019_W01,9.15E-05,5.05E-10,9.15E-05,16.40167825,9.15E-05,5
Mt. Baker/North Rainier,vic,2019_W01,5.22E-05,2.71E-10,5.22E-05,9.975903468,5.22E-05,4
NA,vic,2019_W01,4.89E-08,2.08E-46,4.89E-08,1.07E+31,4.89E-08,1
North Beach/Blue Ridge,vic,2019_W01,1.08E-08,6.14E-44,1.07E-08,1.76E+27,1.08E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W01,5.17E-06,2.09E-11,5.17E-06,1.266183836,5.17E-06,3
North Capitol Hill,vic,2019_W01,2.28E-05,8.99E-11,2.28E-05,5.748690951,2.29E-05,4
North Delridge,vic,2019_W01,3.90E-05,1.72E-10,3.90E-05,8.729990382,3.90E-05,4
Northgate/Maple Leaf,vic,2019_W01,2.01E-05,1.13E-10,2.01E-05,3.519254012,2.01E-05,3
Olympic Hills/Victory Heights,vic,2019_W01,3.24E-07,1.05E-12,3.24E-07,0.098357376,3.24E-07,2
Pioneer Square/International District,vic,2019_W01,1.71E-05,9.18E-11,1.71E-05,3.168377254,1.71E-05,3
Queen Anne,vic,2019_W01,1.72E-05,9.16E-11,1.72E-05,3.210691597,1.72E-05,3
Rainier Beach,vic,2019_W01,8.10E-09,1.44E-43,8.10E-09,4.25E+26,8.11E-09,1
Ravenna/Bryant,vic,2019_W01,1.87E-05,1.01E-10,1.87E-05,3.398334949,1.87E-05,3
Riverview,vic,2019_W01,2.96E-05,1.16E-10,2.96E-05,7.494065306,2.96E-05,4
Roxhill/Westwood,vic,2019_W01,2.47E-07,2.54E-13,2.48E-07,0.23626321,2.48E-07,2
Seward Park,vic,2019_W01,1.12E-08,5.35E-44,1.12E-08,2.20E+27,1.12E-08,1
South Beacon Hill/NewHolly,vic,2019_W01,1.20E-08,4.34E-44,1.20E-08,3.09E+27,1.20E-08,1
South Park,vic,2019_W01,5.57E-05,2.82E-10,5.57E-05,10.87959914,5.57E-05,4
Sunset Hill/Loyal Heights,vic,2019_W01,0.00010231,5.89E-10,0.000102293,17.58978718,0.00010231,5
University District,vic,2019_W01,2.88E-06,1.29E-11,2.88E-06,0.634325082,2.88E-06,3
Wallingford,vic,2019_W01,5.63E-05,3.28E-10,5.63E-05,9.546254471,5.63E-05,4
Wedgwood/View Ridge,vic,2019_W01,5.78E-06,2.39E-11,5.78E-06,1.385781456,5.78E-06,3
West Seattle Junction/Genesee Hill,vic,2019_W01,1.23E-05,3.82E-11,1.23E-05,3.919951663,1.23E-05,3
Whittier Heights,vic,2019_W01,1.13E-08,5.25E-44,1.13E-08,2.27E+27,1.13E-08,1
Alki/Admiral,vic,2019_W02,7.03E-05,3.52E-10,7.03E-05,13.92697921,7.03E-05,4
Arbor Heights,vic,2019_W02,1.71E-05,5.87E-11,1.71E-05,4.927410055,1.71E-05,3
Ballard,vic,2019_W02,7.95E-05,4.41E-10,7.94E-05,14.17908673,7.95E-05,5
Beacon Hill,vic,2019_W02,1.62E-08,1.62E-41,1.62E-08,1.52E+25,1.62E-08,1
Belltown,vic,2019_W02,9.66E-05,5.64E-10,9.66E-05,16.37619557,9.66E-05,5
Broadview/Bitter Lake,vic,2019_W02,2.04E-08,7.97E-42,2.04E-08,4.88E+25,2.04E-08,1
Capitol Hill,vic,2019_W02,6.46E-06,2.99E-11,6.46E-06,1.378931624,6.46E-06,3
Cascade/Eastlake,vic,2019_W02,3.31E-05,1.80E-10,3.31E-05,6.029356391,3.31E-05,4
Cedar Park/Meadowbrook,vic,2019_W02,8.16E-05,4.85E-10,8.16E-05,13.57774556,8.16E-05,5
Central Area/Squire Park,vic,2019_W02,5.89E-05,3.48E-10,5.89E-05,9.893736415,5.89E-05,4
Columbia City,vic,2019_W02,1.64E-05,7.97E-11,1.64E-05,3.328235028,1.64E-05,3
Downtown Commercial Core,vic,2019_W02,7.05E-06,2.66E-11,7.05E-06,1.849471207,7.05E-06,3
Duwamish/SODO,vic,2019_W02,1.26E-05,3.79E-11,1.26E-05,4.16902609,1.26E-05,3
Fauntleroy/Seaview,vic,2019_W02,2.70E-09,4.61E-16,2.71E-09,0.015454975,2.72E-09,1
First Hill,vic,2019_W02,3.54E-05,1.88E-10,3.54E-05,6.599495977,3.54E-05,4
Fremont,vic,2019_W02,2.32E-05,1.21E-10,2.32E-05,4.37652976,2.32E-05,4
Georgetown,vic,2019_W02,3.86E-06,7.12E-12,3.86E-06,2.066809628,3.87E-06,3
Green Lake,vic,2019_W02,8.44E-06,3.73E-11,8.44E-06,1.890786943,8.44E-06,3
Greenwood/Phinney Ridge,vic,2019_W02,8.24E-05,4.72E-10,8.24E-05,14.24587172,8.24E-05,5
Haller Lake,vic,2019_W02,2.21E-08,6.16E-42,2.21E-08,7.43E+25,2.21E-08,1
High Point,vic,2019_W02,7.77E-07,1.09E-12,7.78E-07,0.543178226,7.79E-07,2
Highland Park,vic,2019_W02,2.23E-08,5.99E-42,2.23E-08,7.78E+25,2.23E-08,1
Interbay,vic,2019_W02,4.33E-05,2.33E-10,4.33E-05,7.974567043,4.33E-05,4
Judkins Park,vic,2019_W02,7.19E-05,4.05E-10,7.19E-05,12.6414935,7.19E-05,4
Laurelhurst/Sand Point,vic,2019_W02,2.79E-05,1.31E-10,2.79E-05,5.871671805,2.79E-05,4
Licton Springs,vic,2019_W02,5.93E-05,3.00E-10,5.93E-05,11.60359127,5.93E-05,4
Madison Park,vic,2019_W02,2.87E-08,2.61E-42,2.86E-08,2.94E+26,2.87E-08,1
Madrona/Leschi,vic,2019_W02,5.87E-05,3.17E-10,5.87E-05,10.77532077,5.87E-05,4
Magnolia,vic,2019_W02,4.62E-05,1.98E-10,4.62E-05,10.68503839,4.62E-05,4
Miller Park,vic,2019_W02,3.11E-05,1.46E-10,3.11E-05,6.573159879,3.11E-05,4
Montlake/Portage Bay,vic,2019_W02,0.00010465,5.86E-10,0.000104632,18.48735575,0.00010465,5
Mt. Baker/North Rainier,vic,2019_W02,6.99E-05,3.71E-10,6.99E-05,13.04060172,6.99E-05,4
NA,vic,2019_W02,6.63E-08,1.05E-43,6.63E-08,3.91E+28,6.64E-08,1
North Beach/Blue Ridge,vic,2019_W02,1.46E-08,2.18E-41,1.46E-08,9.20E+24,1.46E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W02,7.50E-06,3.21E-11,7.50E-06,1.736096857,7.50E-06,3
North Capitol Hill,vic,2019_W02,3.03E-05,1.27E-10,3.03E-05,7.165820339,3.04E-05,4
North Delridge,vic,2019_W02,4.87E-05,2.26E-10,4.87E-05,10.39647948,4.87E-05,4
Northgate/Maple Leaf,vic,2019_W02,2.67E-05,1.53E-10,2.67E-05,4.631366274,2.67E-05,4
Olympic Hills/Victory Heights,vic,2019_W02,5.53E-07,1.93E-12,5.54E-07,0.156502988,5.54E-07,2
Pioneer Square/International District,vic,2019_W02,2.24E-05,1.23E-10,2.24E-05,4.063279777,2.25E-05,4
Queen Anne,vic,2019_W02,2.40E-05,1.30E-10,2.40E-05,4.387417795,2.40E-05,4
Rainier Beach,vic,2019_W02,1.10E-08,4.82E-41,1.10E-08,2.37E+24,1.10E-08,1
Ravenna/Bryant,vic,2019_W02,2.62E-05,1.45E-10,2.62E-05,4.695771838,2.62E-05,4
Riverview,vic,2019_W02,3.93E-05,1.64E-10,3.93E-05,9.341853269,3.93E-05,4
Roxhill/Westwood,vic,2019_W02,4.29E-07,5.31E-13,4.29E-07,0.339882666,4.30E-07,2
Seward Park,vic,2019_W02,1.53E-08,1.92E-41,1.53E-08,1.14E+25,1.53E-08,1
South Beacon Hill/NewHolly,vic,2019_W02,1.63E-08,1.58E-41,1.63E-08,1.58E+25,1.63E-08,1
South Park,vic,2019_W02,5.01E-05,2.49E-10,5.01E-05,9.980833252,5.01E-05,4
Sunset Hill/Loyal Heights,vic,2019_W02,0.000120524,7.00E-10,0.000120503,20.53936503,0.000120524,5
University District,vic,2019_W02,4.69E-06,2.19E-11,4.69E-06,0.993489155,4.69E-06,3
Wallingford,vic,2019_W02,6.73E-05,3.96E-10,6.73E-05,11.32677498,6.73E-05,4
Wedgwood/View Ridge,vic,2019_W02,8.27E-06,3.61E-11,8.27E-06,1.875307638,8.27E-06,3
West Seattle Junction/Genesee Hill,vic,2019_W02,1.57E-05,5.40E-11,1.57E-05,4.505787798,1.57E-05,3
Whittier Heights,vic,2019_W02,1.54E-08,1.88E-41,1.54E-08,1.18E+25,1.54E-08,1
Alki/Admiral,vic,2019_W03,8.78E-05,4.52E-10,8.78E-05,16.877723,8.78E-05,5
Arbor Heights,vic,2019_W03,2.16E-05,8.14E-11,2.16E-05,5.685016319,2.16E-05,3
Ballard,vic,2019_W03,9.60E-05,5.40E-10,9.60E-05,16.87791327,9.60E-05,5
Beacon Hill,vic,2019_W03,2.19E-08,4.89E-39,2.18E-08,9.19E+22,2.19E-08,1
Belltown,vic,2019_W03,0.000109571,6.44E-10,0.000109553,18.45397667,0.000109572,5
Broadview/Bitter Lake,vic,2019_W03,2.75E-08,2.53E-39,2.75E-08,2.81E+23,2.75E-08,1
Capitol Hill,vic,2019_W03,9.92E-06,4.77E-11,9.92E-06,2.039940746,9.92E-06,3
Cascade/Eastlake,vic,2019_W03,4.54E-05,2.51E-10,4.54E-05,8.107741114,4.54E-05,4
Cedar Park/Meadowbrook,vic,2019_W03,0.000105895,6.33E-10,0.000105877,17.53688877,0.000105895,5
Central Area/Squire Park,vic,2019_W03,7.31E-05,4.34E-10,7.31E-05,12.19236741,7.31E-05,4
Columbia City,vic,2019_W03,2.25E-05,1.14E-10,2.25E-05,4.424843453,2.25E-05,4
Downtown Commercial Core,vic,2019_W03,9.92E-06,4.02E-11,9.92E-06,2.423454314,9.92E-06,3
Duwamish/SODO,vic,2019_W03,1.66E-05,5.57E-11,1.66E-05,4.921094065,1.66E-05,3
Fauntleroy/Seaview,vic,2019_W03,6.16E-09,1.39E-15,6.17E-09,0.026656304,6.19E-09,1
First Hill,vic,2019_W03,4.44E-05,2.41E-10,4.44E-05,8.078785465,4.44E-05,4
Fremont,vic,2019_W03,3.08E-05,1.65E-10,3.08E-05,5.675941857,3.08E-05,4
Georgetown,vic,2019_W03,5.82E-06,1.26E-11,5.82E-06,2.66309379,5.83E-06,3
Green Lake,vic,2019_W03,1.27E-05,5.87E-11,1.27E-05,2.727934924,1.27E-05,3
Greenwood/Phinney Ridge,vic,2019_W03,0.000104642,6.05E-10,0.000104624,17.90754396,0.000104642,5
Haller Lake,vic,2019_W03,2.98E-08,1.99E-39,2.98E-08,4.21E+23,2.99E-08,1
High Point,vic,2019_W03,1.28E-06,2.14E-12,1.28E-06,0.754068753,1.28E-06,2
