CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Columbia City,vic,2019_W08,9.14E-05,5.18E-10,9.14E-05,15.95607509,9.14E-05,5
Downtown Commercial Core,vic,2019_W08,4.50E-05,2.34E-10,4.50E-05,8.547169727,4.50E-05,4
Duwamish/SODO,vic,2019_W08,5.43E-05,2.61E-10,5.43E-05,11.18281768,5.43E-05,4
Fauntleroy/Seaview,vic,2019_W08,3.09E-07,2.44E-13,3.09E-07,0.384194358,3.09E-07,2
First Hill,vic,2019_W08,0.000112211,6.52E-10,0.000112191,19.11876456,0.000112211,5
Fremont,vic,2019_W08,0.000104821,6.09E-10,0.000104803,17.85514039,0.000104821,5
Georgetown,vic,2019_W08,3.72E-05,1.46E-10,3.72E-05,9.391071458,3.72E-05,4
Green Lake,vic,2019_W08,8.14E-05,4.42E-10,8.14E-05,14.8464532,8.14E-05,5
Greenwood/Phinney Ridge,vic,2019_W08,0.000283648,1.69E-09,0.000283599,47.10733784,0.000283648,5
Haller Lake,vic,2019_W08,1.09E-07,4.99E-29,1.09E-07,2.29816E+14,1.09E-07,2
High Point,vic,2019_W08,1.28E-05,4.27E-11,1.28E-05,3.789253723,1.28E-05,3
Highland Park,vic,2019_W08,1.10E-07,4.89E-29,1.10E-07,2.38424E+14,1.10E-07,2
Interbay,vic,2019_W08,9.31E-05,5.36E-10,9.31E-05,16.02126659,9.31E-05,5
Judkins Park,vic,2019_W08,0.000218397,1.29E-09,0.000218359,36.57335371,0.000218397,5
Laurelhurst/Sand Point,vic,2019_W08,8.33E-05,4.61E-10,8.33E-05,14.88602178,8.33E-05,5
Licton Springs,vic,2019_W08,4.79E-05,2.15E-10,4.79E-05,10.58221605,4.79E-05,4
Madison Park,vic,2019_W08,1.41E-07,2.70E-29,1.41E-07,7.06794E+14,1.41E-07,2
Madrona/Leschi,vic,2019_W08,0.000156736,9.09E-10,0.000156709,26.76524071,0.000156736,5
Magnolia,vic,2019_W08,1.00E-05,1.81E-11,1.00E-05,5.496061609,1.00E-05,3
Miller Park,vic,2019_W08,9.30E-05,5.14E-10,9.30E-05,16.66481918,9.30E-05,5
Montlake/Portage Bay,vic,2019_W08,0.000183171,1.06E-09,0.000183139,31.32444204,0.000183171,5
Mt. Baker/North Rainier,vic,2019_W08,0.000313469,1.81E-09,0.000313415,53.668562,0.000313469,5
NA,vic,2019_W08,3.23E-07,2.42E-30,3.23E-07,4.1178E+16,3.23E-07,2
North Beach/Blue Ridge,vic,2019_W08,7.26E-08,1.20E-28,7.26E-08,4.22435E+13,7.26E-08,1
North Beacon Hill/Jefferson Park,vic,2019_W08,5.49E-05,2.98E-10,5.49E-05,10.02876492,5.49E-05,4
North Capitol Hill,vic,2019_W08,0.000130458,6.96E-10,0.000130436,24.19968082,0.000130459,5
North Delridge,vic,2019_W08,0.000145617,7.96E-10,0.000145592,26.36101066,0.000145617,5
Northgate/Maple Leaf,vic,2019_W08,0.000117643,7.05E-10,0.000117623,19.42877187,0.000117643,5
Olympic Hills/Victory Heights,vic,2019_W08,1.08E-05,5.26E-11,1.08E-05,2.194917897,1.08E-05,3
Pioneer Square/International District,vic,2019_W08,8.88E-05,5.24E-10,8.87E-05,14.87959804,8.88E-05,5
Queen Anne,vic,2019_W08,0.000138802,8.16E-10,0.000138778,23.36606557,0.000138802,5
Rainier Beach,vic,2019_W08,5.49E-08,2.05E-28,5.49E-08,1.41611E+13,5.49E-08,1
Ravenna/Bryant,vic,2019_W08,0.000158748,9.40E-10,0.000158721,26.55317786,0.000158748,5
Riverview,vic,2019_W08,0.000169102,8.97E-10,0.000169073,31.55427933,0.000169102,5
Roxhill/Westwood,vic,2019_W08,9.08E-06,2.77E-11,9.08E-06,2.942704597,9.08E-06,3
Seward Park,vic,2019_W08,7.58E-08,1.10E-28,7.58E-08,5.02417E+13,7.58E-08,1
South Beacon Hill/NewHolly,vic,2019_W08,8.10E-08,9.62E-29,8.09E-08,6.5451E+13,8.10E-08,2
South Park,vic,2019_W08,2.07E-05,6.86E-11,2.07E-05,6.192013643,2.07E-05,3
Sunset Hill/Loyal Heights,vic,2019_W08,0.000252197,1.50E-09,0.000252153,41.94650128,0.000252197,5
University District,vic,2019_W08,6.78E-05,3.74E-10,6.78E-05,12.18319057,6.78E-05,4
Wallingford,vic,2019_W08,0.000154013,9.27E-10,0.000153986,25.34185529,0.000154013,5
Wedgwood/View Ridge,vic,2019_W08,5.52E-05,3.02E-10,5.52E-05,10.00565454,5.52E-05,4
West Seattle Junction/Genesee Hill,vic,2019_W08,5.27E-05,2.63E-10,5.27E-05,10.44888234,5.27E-05,4
Whittier Heights,vic,2019_W08,7.63E-08,1.09E-28,7.62E-08,5.14592E+13,7.63E-08,1
Alki/Admiral,vic,2019_W09,0.000245427,1.38E-09,0.000245385,43.07775503,0.000245427,5
Arbor Heights,vic,2019_W09,6.54E-05,3.32E-10,6.54E-05,12.76290228,6.54E-05,4
Ballard,vic,2019_W09,0.000220446,1.29E-09,0.000220408,37.24955847,0.000220446,5
Beacon Hill,vic,2019_W09,9.75E-08,2.17E-27,9.75E-08,4.21934E+12,9.75E-08,2
Belltown,vic,2019_W09,0.000172569,1.02E-09,0.000172539,28.77194872,0.000172569,5
Broadview/Bitter Lake,vic,2019_W09,1.22E-07,1.35E-27,1.22E-07,1.07092E+13,1.22E-07,2
Capitol Hill,vic,2019_W09,9.61E-05,5.40E-10,9.60E-05,16.91080257,9.61E-05,5
Cascade/Eastlake,vic,2019_W09,0.000220453,1.30E-09,0.000220415,36.92739497,0.000220454,5
Cedar Park/Meadowbrook,vic,2019_W09,0.000374234,2.27E-09,0.000374169,61.00940532,0.000374234,5
Central Area/Squire Park,vic,2019_W09,0.000196541,1.19E-09,0.000196507,32.16977519,0.000196541,5
Columbia City,vic,2019_W09,0.000113194,6.50E-10,0.000113174,19.51704872,0.000113194,5
Downtown Commercial Core,vic,2019_W09,5.70E-05,3.06E-10,5.70E-05,10.51861997,5.70E-05,4
Duwamish/SODO,vic,2019_W09,6.44E-05,3.20E-10,6.44E-05,12.8263265,6.44E-05,4
Fauntleroy/Seaview,vic,2019_W09,6.32E-07,6.22E-13,6.32E-07,0.63266706,6.33E-07,2
First Hill,vic,2019_W09,0.000126457,7.38E-10,0.000126435,21.46058072,0.000126457,5
Fremont,vic,2019_W09,0.000125365,7.34E-10,0.000125344,21.19705535,0.000125365,5
Georgetown,vic,2019_W09,5.05E-05,2.14E-10,5.05E-05,11.77615081,5.05E-05,4
Green Lake,vic,2019_W09,0.000110458,6.12E-10,0.00011044,19.73194165,0.00011046,5
Greenwood/Phinney Ridge,vic,2019_W09,0.000324114,1.94E-09,0.000324058,53.7149618,0.000324114,5
Haller Lake,vic,2019_W09,1.33E-07,1.13E-27,1.33E-07,1.50059E+13,1.33E-07,2
High Point,vic,2019_W09,1.90E-05,7.00E-11,1.90E-05,5.082148494,1.90E-05,3
Highland Park,vic,2019_W09,1.34E-07,1.11E-27,1.34E-07,1.55575E+13,1.34E-07,2
Interbay,vic,2019_W09,9.84E-05,5.65E-10,9.84E-05,16.95230218,9.84E-05,5
Judkins Park,vic,2019_W09,0.00024442,1.45E-09,0.000244378,40.85050002,0.00024442,5
Laurelhurst/Sand Point,vic,2019_W09,9.30E-05,5.18E-10,9.30E-05,16.51140266,9.30E-05,5
Licton Springs,vic,2019_W09,4.30E-05,1.82E-10,4.30E-05,10.04989805,4.30E-05,4
Madison Park,vic,2019_W09,1.71E-07,6.21E-28,1.71E-07,4.54145E+13,1.71E-07,2
Madrona/Leschi,vic,2019_W09,0.000171651,9.97E-10,0.000171622,29.26498597,0.000171651,5
Magnolia,vic,2019_W09,7.23E-06,1.06E-11,7.22E-06,4.885459704,7.23E-06,3
Miller Park,vic,2019_W09,0.000103808,5.77E-10,0.00010379,18.48441467,0.000103808,5
Montlake/Portage Bay,vic,2019_W09,0.000186992,1.08E-09,0.00018696,32.0979824,0.000186992,5
Mt. Baker/North Rainier,vic,2019_W09,0.00037436,2.18E-09,0.000374296,63.70503341,0.00037436,5
NA,vic,2019_W09,3.91E-07,5.82E-29,3.91E-07,2.5204E+15,3.91E-07,2
North Beach/Blue Ridge,vic,2019_W09,8.82E-08,2.65E-27,8.82E-08,2.8325E+12,8.82E-08,2
North Beacon Hill/Jefferson Park,vic,2019_W09,7.12E-05,3.95E-10,7.12E-05,12.71237611,7.12E-05,4
North Capitol Hill,vic,2019_W09,0.000154698,8.40E-10,0.000154672,28.21783203,0.000154699,5
North Delridge,vic,2019_W09,0.000162522,8.94E-10,0.000162494,29.23929935,0.000162523,5
Northgate/Maple Leaf,vic,2019_W09,0.000140042,8.42E-10,0.000140018,23.0535633,0.000140042,5
Olympic Hills/Victory Heights,vic,2019_W09,1.65E-05,8.35E-11,1.65E-05,3.223160983,1.65E-05,3
Pioneer Square/International District,vic,2019_W09,0.000103782,6.16E-10,0.000103764,17.31620623,0.000103782,5
Queen Anne,vic,2019_W09,0.000172876,1.02E-09,0.000172847,28.91208609,0.000172877,5
Rainier Beach,vic,2019_W09,6.67E-08,4.44E-27,6.67E-08,9.67233E+11,6.67E-08,1
Ravenna/Bryant,vic,2019_W09,0.00019928,1.19E-09,0.000199245,33.14764571,0.00019928,5
Riverview,vic,2019_W09,0.000200524,1.08E-09,0.000200489,36.79403806,0.000200524,5
Roxhill/Westwood,vic,2019_W09,1.40E-05,4.78E-11,1.40E-05,4.081624692,1.40E-05,3
Seward Park,vic,2019_W09,9.21E-08,2.43E-27,9.20E-08,3.359E+12,9.21E-08,2
South Beacon Hill/NewHolly,vic,2019_W09,9.83E-08,2.14E-27,9.82E-08,4.35726E+12,9.83E-08,2
South Park,vic,2019_W09,1.66E-05,4.91E-11,1.66E-05,5.571776885,1.66E-05,3
Sunset Hill/Loyal Heights,vic,2019_W09,0.000265247,1.58E-09,0.000265201,44.14631819,0.000265247,5
University District,vic,2019_W09,9.84E-05,5.52E-10,9.84E-05,17.3727741,9.84E-05,5
Wallingford,vic,2019_W09,0.000164422,9.89E-10,0.000164394,27.05600605,0.000164423,5
Wedgwood/View Ridge,vic,2019_W09,7.05E-05,3.93E-10,7.05E-05,12.51427441,7.05E-05,4
West Seattle Junction/Genesee Hill,vic,2019_W09,6.00E-05,3.05E-10,6.00E-05,11.67010555,6.00E-05,4
Whittier Heights,vic,2019_W09,9.26E-08,2.40E-27,9.26E-08,3.43889E+12,9.26E-08,2
Alki/Admiral,vic,2019_W10,0.000264975,1.50E-09,0.000264929,46.4727802,0.000264975,5
Arbor Heights,vic,2019_W10,7.16E-05,3.65E-10,7.15E-05,13.87339265,7.16E-05,4
Ballard,vic,2019_W10,0.000230331,1.35E-09,0.000230291,38.97831414,0.000230331,5
Beacon Hill,vic,2019_W10,1.14E-07,2.04E-26,1.14E-07,6.12525E+11,1.14E-07,2
Belltown,vic,2019_W10,0.000169323,1.00E-09,0.000169293,28.33364563,0.000169323,5
Broadview/Bitter Lake,vic,2019_W10,1.43E-07,1.28E-26,1.43E-07,1.54272E+12,1.43E-07,2
Capitol Hill,vic,2019_W10,0.000127585,7.28E-10,0.000127563,22.13240059,0.000127585,5
Cascade/Eastlake,vic,2019_W10,0.000260986,1.55E-09,0.000260941,43.53461149,0.000260986,5
Cedar Park/Meadowbrook,vic,2019_W10,0.000420156,2.55E-09,0.000420083,68.45350642,0.000420156,5
Central Area/Squire Park,vic,2019_W10,0.000210832,1.28E-09,0.000210795,34.50554341,0.000210832,5
Columbia City,vic,2019_W10,0.000134747,7.81E-10,0.000134724,23.02851757,0.000134747,5
Downtown Commercial Core,vic,2019_W10,6.94E-05,3.80E-10,6.94E-05,12.53242399,6.94E-05,4
Duwamish/SODO,vic,2019_W10,7.34E-05,3.72E-10,7.34E-05,14.32903516,7.34E-05,4
Fauntleroy/Seaview,vic,2019_W10,1.24E-06,1.51E-12,1.24E-06,1.013102103,1.25E-06,2
First Hill,vic,2019_W10,0.000136974,8.00E-10,0.00013695,23.22537257,0.000136974,5
Fremont,vic,2019_W10,0.000144109,8.48E-10,0.000144084,24.2535682,0.000144109,5
Georgetown,vic,2019_W10,6.58E-05,2.98E-10,6.58E-05,14.39476631,6.58E-05,4
Green Lake,vic,2019_W10,0.000144043,8.12E-10,0.000144018,25.30480057,0.000144044,5
Greenwood/Phinney Ridge,vic,2019_W10,0.000355961,2.13E-09,0.0003559,58.94458031,0.000355962,5
Haller Lake,vic,2019_W10,1.55E-07,1.07E-26,1.55E-07,2.15641E+12,1.55E-07,2
High Point,vic,2019_W10,2.70E-05,1.09E-10,2.70E-05,6.637287908,2.70E-05,4
Highland Park,vic,2019_W10,1.56E-07,1.05E-26,1.56E-07,2.23474E+12,1.56E-07,2
Interbay,vic,2019_W10,9.99E-05,5.71E-10,9.99E-05,17.30518531,9.99E-05,5
Judkins Park,vic,2019_W10,0.000262915,1.56E-09,0.00026287,43.93210012,0.000262916,5
Laurelhurst/Sand Point,vic,2019_W10,9.97E-05,5.56E-10,9.97E-05,17.71054388,9.97E-05,5
Licton Springs,vic,2019_W10,3.71E-05,1.47E-10,3.71E-05,9.268508153,3.71E-05,4
Madison Park,vic,2019_W10,2.00E-07,5.93E-27,1.99E-07,6.47448E+12,2.00E-07,2
Madrona/Leschi,vic,2019_W10,0.000180681,1.05E-09,0.00018065,30.8462645,0.000180681,5
Magnolia,vic,2019_W10,5.01E-06,5.84E-12,5.00E-06,4.244460644,5.01E-06,3
Miller Park,vic,2019_W10,0.000111358,6.19E-10,0.000111339,19.82681164,0.000111358,5
Montlake/Portage Bay,vic,2019_W10,0.000183475,1.05E-09,0.000183444,31.69908484,0.000183475,5
Mt. Baker/North Rainier,vic,2019_W10,0.00042971,2.51E-09,0.000429636,72.84829366,0.000429711,5
NA,vic,2019_W10,4.55E-07,5.66E-28,4.55E-07,3.51359E+14,4.55E-07,2
North Beach/Blue Ridge,vic,2019_W10,1.03E-07,2.48E-26,1.03E-07,4.12646E+11,1.03E-07,2
North Beacon Hill/Jefferson Park,vic,2019_W10,8.87E-05,5.00E-10,8.86E-05,15.56556822,8.87E-05,5
North Capitol Hill,vic,2019_W10,0.000176316,9.67E-10,0.000176285,31.83837776,0.000176316,5
North Delridge,vic,2019_W10,0.000174342,9.59E-10,0.000174312,31.36251129,0.000174342,5
Northgate/Maple Leaf,vic,2019_W10,0.000160232,9.66E-10,0.000160204,26.3254706,0.000160232,5
Olympic Hills/Victory Heights,vic,2019_W10,2.42E-05,1.27E-10,2.42E-05,4.571684088,2.42E-05,4
Pioneer Square/International District,vic,2019_W10,0.000116645,6.94E-10,0.000116625,19.41193381,0.000116645,5
Queen Anne,vic,2019_W10,0.00020695,1.23E-09,0.000206914,34.4491587,0.00020695,5
Rainier Beach,vic,2019_W10,7.79E-08,4.12E-26,7.79E-08,1.42293E+11,7.79E-08,1
Ravenna/Bryant,vic,2019_W10,0.00024044,1.44E-09,0.000240399,39.83374209,0.000240441,5
Riverview,vic,2019_W10,0.000228545,1.25E-09,0.000228505,41.51520713,0.000228545,5
Roxhill/Westwood,vic,2019_W10,2.09E-05,7.83E-11,2.09E-05,5.509085043,2.09E-05,3
Seward Park,vic,2019_W10,1.08E-07,2.28E-26,1.07E-07,4.88586E+11,1.08E-07,2
South Beacon Hill/NewHolly,vic,2019_W10,1.15E-07,2.01E-26,1.15E-07,6.32389E+11,1.15E-07,2
South Park,vic,2019_W10,1.28E-05,3.34E-11,1.28E-05,4.880255597,1.28E-05,3
Sunset Hill/Loyal Heights,vic,2019_W10,0.000268136,1.59E-09,0.000268089,44.72019005,0.000268136,5
University District,vic,2019_W10,0.000137361,7.82E-10,0.000137337,23.87720128,0.000137362,5
Wallingford,vic,2019_W10,0.000168717,1.01E-09,0.000168688,27.79608043,0.000168717,5
Wedgwood/View Ridge,vic,2019_W10,8.65E-05,4.90E-10,8.65E-05,15.1181995,8.65E-05,5
West Seattle Junction/Genesee Hill,vic,2019_W10,6.56E-05,3.36E-10,6.56E-05,12.68552031,6.56E-05,4
Whittier Heights,vic,2019_W10,1.08E-07,2.26E-26,1.08E-07,5.00066E+11,1.08E-07,2
Alki/Admiral,vic,2019_W11,0.000271498,1.53E-09,0.000271451,47.77668579,0.000271498,5
Arbor Heights,vic,2019_W11,7.43E-05,3.77E-10,7.43E-05,14.49252171,7.43E-05,4
Ballard,vic,2019_W11,0.000228392,1.33E-09,0.000228352,38.80003604,0.000228392,5
Beacon Hill,vic,2019_W11,1.26E-07,7.10E-26,1.26E-07,2.16215E+11,1.26E-07,2
Belltown,vic,2019_W11,0.00015767,9.28E-10,0.000157642,26.52316953,0.00015767,5
Broadview/Bitter Lake,vic,2019_W11,1.58E-07,4.44E-26,1.58E-07,5.43981E+11,1.58E-07,2
Capitol Hill,vic,2019_W11,0.000160813,9.28E-10,0.000160785,27.57789062,0.000160813,5
Cascade/Eastlake,vic,2019_W11,0.000293221,1.74E-09,0.000293171,48.79590135,0.000293222,5
Cedar Park/Meadowbrook,vic,2019_W11,0.000447672,2.72E-09,0.000447595,72.92961868,0.000447673,5
Central Area/Squire Park,vic,2019_W11,0.000214637,1.30E-09,0.0002146,35.15578997,0.000214637,5
Columbia City,vic,2019_W11,0.000152229,8.86E-10,0.000152203,25.87980725,0.00015223,5
Downtown Commercial Core,vic,2019_W11,8.02E-05,4.46E-10,8.01E-05,14.27388233,8.02E-05,5
Duwamish/SODO,vic,2019_W11,7.94E-05,4.05E-10,7.94E-05,15.3959781,7.94E-05,5
Fauntleroy/Seaview,vic,2019_W11,2.32E-06,3.42E-12,2.32E-06,1.558573443,2.33E-06,2
First Hill,vic,2019_W11,0.000140803,8.20E-10,0.000140779,23.92863294,0.000140803,5
Fremont,vic,2019_W11,0.000157212,9.27E-10,0.000157185,26.40865434,0.000157212,5
Georgetown,vic,2019_W11,8.15E-05,3.88E-10,8.14E-05,16.93912848,8.15E-05,5
Green Lake,vic,2019_W11,0.000178266,1.02E-09,0.000178235,30.9173574,0.000178266,5
Greenwood/Phinney Ridge,vic,2019_W11,0.000371012,2.22E-09,0.000370948,61.46461911,0.000371013,5
Haller Lake,vic,2019_W11,1.71E-07,3.72E-26,1.71E-07,7.60309E+11,1.71E-07,2
High Point,vic,2019_W11,3.66E-05,1.59E-10,3.66E-05,8.336655876,3.66E-05,4
Highland Park,vic,2019_W11,1.73E-07,3.66E-26,1.73E-07,7.8779E+11,1.73E-07,2
Interbay,vic,2019_W11,9.63E-05,5.45E-10,9.62E-05,16.82845735,9.63E-05,5
Judkins Park,vic,2019_W11,0.000268396,1.59E-09,0.00026835,44.91733035,0.000268397,5
Laurelhurst/Sand Point,vic,2019_W11,0.000101535,5.63E-10,0.000101518,18.13922636,0.000101535,5
Licton Springs,vic,2019_W11,3.03E-05,1.11E-10,3.03E-05,8.195097249,3.03E-05,4
Madison Park,vic,2019_W11,2.21E-07,2.06E-26,2.21E-07,2.28138E+12,2.21E-07,2
Madrona/Leschi,vic,2019_W11,0.000180493,1.04E-09,0.000180462,30.94810594,0.000180493,5
Magnolia,vic,2019_W11,3.29E-06,3.01E-12,3.29E-06,3.555752662,3.29E-06,3
Miller Park,vic,2019_W11,0.000113369,6.27E-10,0.00011335,20.30665831,0.00011337,5
Montlake/Portage Bay,vic,2019_W11,0.000170849,9.70E-10,0.00017082,29.79192931,0.00017085,5
Mt. Baker/North Rainier,vic,2019_W11,0.000468109,2.74E-09,0.000468028,79.23913162,0.00046811,5
NA,vic,2019_W11,5.03E-07,1.96E-27,5.02E-07,1.2384E+14,5.03E-07,2
North Beach/Blue Ridge,vic,2019_W11,1.14E-07,8.63E-26,1.14E-07,1.45745E+11,1.14E-07,2
North Beacon Hill/Jefferson Park,vic,2019_W11,0.000104799,5.98E-10,0.000104781,18.17788301,0.000104799,5
North Capitol Hill,vic,2019_W11,0.000190713,1.05E-09,0.00019068,34.32275634,0.000190714,5
North Delridge,vic,2019_W11,0.000177489,9.71E-10,0.000177458,32.12106849,0.000177489,5
Northgate/Maple Leaf,vic,2019_W11,0.00017399,1.05E-09,0.000173961,28.56546622,0.000173991,5
Olympic Hills/Victory Heights,vic,2019_W11,3.37E-05,1.81E-10,3.37E-05,6.18458433,3.37E-05,4
Pioneer Square/International District,vic,2019_W11,0.00012442,7.40E-10,0.000124399,20.69786477,0.000124421,5
Queen Anne,vic,2019_W11,0.000235112,1.40E-09,0.000235071,39.02635936,0.000235112,5
Rainier Beach,vic,2019_W11,8.64E-08,1.43E-25,8.63E-08,50334598281,8.64E-08,2
Ravenna/Bryant,vic,2019_W11,0.000275317,1.65E-09,0.00027527,45.49731535,0.000275318,5
Riverview,vic,2019_W11,0.000247207,1.35E-09,0.000247164,44.75465215,0.000247207,5
Roxhill/Westwood,vic,2019_W11,2.95E-05,1.20E-10,2.95E-05,7.146708417,2.95E-05,4
Seward Park,vic,2019_W11,1.19E-07,7.94E-26,1.19E-07,1.72516E+11,1.19E-07,2
South Beacon Hill/NewHolly,vic,2019_W11,1.27E-07,6.99E-26,1.27E-07,2.23224E+11,1.27E-07,2
South Park,vic,2019_W11,9.39E-06,2.12E-11,9.39E-06,4.10684663,9.39E-06,3
Sunset Hill/Loyal Heights,vic,2019_W11,0.000257243,1.52E-09,0.000257199,43.05557126,0.000257244,5
University District,vic,2019_W11,0.00018189,1.05E-09,0.000181859,31.23135061,0.000181891,5
Wallingford,vic,2019_W11,0.000164301,9.85E-10,0.000164273,27.133274,0.000164301,5
Wedgwood/View Ridge,vic,2019_W11,0.000100699,5.76E-10,0.000100681,17.41844272,0.000100699,5
West Seattle Junction/Genesee Hill,vic,2019_W11,6.81E-05,3.47E-10,6.81E-05,13.25167915,6.81E-05,4
Whittier Heights,vic,2019_W11,1.20E-07,7.85E-26,1.20E-07,1.76546E+11,1.20E-07,2
Alki/Admiral,vic,2019_W12,0.00026194,1.46E-09,0.000261895,46.44097196,0.00026194,5
Arbor Heights,vic,2019_W12,7.26E-05,3.62E-10,7.26E-05,14.43510923,7.26E-05,4
Ballard,vic,2019_W12,0.000213246,1.23E-09,0.000213209,36.45456205,0.000213246,5
Beacon Hill,vic,2019_W12,1.32E-07,8.40E-26,1.31E-07,1.98902E+11,1.32E-07,2
Belltown,vic,2019_W12,0.000138247,8.08E-10,0.000138223,23.41780553,0.000138247,5
Broadview/Bitter Lake,vic,2019_W12,1.65E-07,5.22E-26,1.65E-07,5.02878E+11,1.65E-07,2
Capitol Hill,vic,2019_W12,0.000190861,1.11E-09,0.000190828,32.45831221,0.000190861,5
Cascade/Eastlake,vic,2019_W12,0.000310202,1.85E-09,0.000310149,51.59054047,0.000310203,5
Cedar Park/Meadowbrook,vic,2019_W12,0.000449144,2.73E-09,0.000449067,73.19970897,0.000449145,5
Central Area/Squire Park,vic,2019_W12,0.000205755,1.24E-09,0.00020572,33.75749794,0.000205755,5
Columbia City,vic,2019_W12,0.00016194,9.45E-10,0.000161912,27.48372225,0.000161941,5
Downtown Commercial Core,vic,2019_W12,8.72E-05,4.88E-10,8.72E-05,15.41917551,8.72E-05,5
Duwamish/SODO,vic,2019_W12,8.09E-05,4.10E-10,8.08E-05,15.78584802,8.09E-05,5
Fauntleroy/Seaview,vic,2019_W12,4.09E-06,7.22E-12,4.09E-06,2.286719381,4.09E-06,3
First Hill,vic,2019_W12,0.000136289,7.90E-10,0.000136265,23.28643212,0.000136289,5
Fremont,vic,2019_W12,0.000161492,9.51E-10,0.000161465,27.15002251,0.000161493,5
Georgetown,vic,2019_W12,9.49E-05,4.68E-10,9.49E-05,19.04161039,9.49E-05,5
Green Lake,vic,2019_W12,0.000207739,1.20E-09,0.000207703,35.7054364,0.000207739,5
Greenwood/Phinney Ridge,vic,2019_W12,0.000364123,2.17E-09,0.00036406,60.42722942,0.000364123,5
Haller Lake,vic,2019_W12,1.79E-07,4.37E-26,1.78E-07,7.04256E+11,1.79E-07,2
High Point,vic,2019_W12,4.66E-05,2.15E-10,4.66E-05,9.99366836,4.66E-05,4
Highland Park,vic,2019_W12,1.80E-07,4.29E-26,1.80E-07,7.29746E+11,1.80E-07,2
Interbay,vic,2019_W12,8.73E-05,4.88E-10,8.73E-05,15.46808562,8.73E-05,5
Judkins Park,vic,2019_W12,0.000257996,1.52E-09,0.000257951,43.32028072,0.000257996,5
Laurelhurst/Sand Point,vic,2019_W12,9.73E-05,5.33E-10,9.73E-05,17.60107885,9.73E-05,5
Licton Springs,vic,2019_W12,2.34E-05,7.85E-11,2.34E-05,6.89150053,2.34E-05,4
Madison Park,vic,2019_W12,2.30E-07,2.40E-26,2.30E-07,2.12557E+12,2.30E-07,2
Madrona/Leschi,vic,2019_W12,0.000169778,9.73E-10,0.000169749,29.32540273,0.000169778,5
Magnolia,vic,2019_W12,2.04E-06,1.44E-12,2.04E-06,2.847527418,2.04E-06,2
Miller Park,vic,2019_W12,0.000108679,5.93E-10,0.00010866,19.70412611,0.000108679,5
Montlake/Portage Bay,vic,2019_W12,0.000149804,8.40E-10,0.000149778,26.43867324,0.000149804,5
Mt. Baker/North Rainier,vic,2019_W12,0.000480172,2.81E-09,0.000480089,81.34257931,0.000480173,5
NA,vic,2019_W12,5.23E-07,2.23E-27,5.22E-07,1.17633E+14,5.23E-07,2
North Beach/Blue Ridge,vic,2019_W12,1.19E-07,1.02E-25,1.19E-07,1.33798E+11,1.19E-07,2
North Beacon Hill/Jefferson Park,vic,2019_W12,0.000116643,6.71E-10,0.000116623,20.08787404,0.000116643,5
North Capitol Hill,vic,2019_W12,0.000194244,1.06E-09,0.000194211,35.07555905,0.000194245,5
North Delridge,vic,2019_W12,0.000170143,9.19E-10,0.000170113,31.16729853,0.000170143,5
Northgate/Maple Leaf,vic,2019_W12,0.000177903,1.07E-09,0.000177873,29.22241115,0.000177904,5
Olympic Hills/Victory Heights,vic,2019_W12,4.41E-05,2.43E-10,4.41E-05,7.917155065,4.41E-05,4
Pioneer Square/International District,vic,2019_W12,0.000124966,7.42E-10,0.000124945,20.82622637,0.000124966,5
Queen Anne,vic,2019_W12,0.000251511,1.50E-09,0.000251468,41.70524933,0.000251512,5
Rainier Beach,vic,2019_W12,9.02E-08,1.71E-25,9.01E-08,45934209663,9.02E-08,2
Ravenna/Bryant,vic,2019_W12,0.000296848,1.78E-09,0.000296797,49.00348295,0.000296849,5
Riverview,vic,2019_W12,0.000251782,1.37E-09,0.000251739,45.73594591,0.000251783,5
Roxhill/Westwood,vic,2019_W12,3.91E-05,1.71E-10,3.91E-05,8.842987737,3.91E-05,4
Seward Park,vic,2019_W12,1.24E-07,9.41E-26,1.24E-07,1.58513E+11,1.24E-07,2
South Beacon Hill/NewHolly,vic,2019_W12,1.33E-07,8.26E-26,1.32E-07,2.05394E+11,1.33E-07,2
South Park,vic,2019_W12,6.48E-06,1.26E-11,6.47E-06,3.293162642,6.48E-06,3
Sunset Hill/Loyal Heights,vic,2019_W12,0.000232387,1.37E-09,0.000232347,39.09108439,0.000232387,5
University District,vic,2019_W12,0.000226794,1.32E-09,0.000226754,38.57068297,0.000226793,5
Wallingford,vic,2019_W12,0.000150661,9.00E-10,0.000150635,24.97037028,0.000150661,5
Wedgwood/View Ridge,vic,2019_W12,0.000110387,6.35E-10,0.000110368,18.98919326,0.000110387,5
West Seattle Junction/Genesee Hill,vic,2019_W12,6.66E-05,3.33E-10,6.66E-05,13.19925585,6.66E-05,4
Whittier Heights,vic,2019_W12,1.25E-07,9.30E-26,1.25E-07,1.62215E+11,1.25E-07,2
Alki/Admiral,vic,2019_W13,0.000236705,1.31E-09,0.000236664,42.45790151,0.000236705,5
Arbor Heights,vic,2019_W13,6.65E-05,3.21E-10,6.65E-05,13.63610184,6.65E-05,4
