GEOID,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
53033024601,h3n2,2019_W02,0.003398965,0.00010529,0.003398796,0.109407305,0.003398965,5
53033024602,h3n2,2019_W02,0.002930793,0.000178058,0.002930675,0.048127494,0.002930793,5
53033024701,h3n2,2019_W02,1.77E-06,7.38E-59,1.77E-06,3.84E+46,1.77E-06,1
53033024702,h3n2,2019_W02,0.000503066,1.83E-06,0.000503025,0.137384966,0.000503066,3
53033024800,h3n2,2019_W02,1.84E-06,5.33E-59,1.83E-06,5.73E+46,1.84E-06,1
53033024901,h3n2,2019_W02,1.81E-06,7.52E-59,1.80E-06,3.92E+46,1.81E-06,1
53033024902,h3n2,2019_W02,1.85E-06,5.71E-59,1.85E-06,5.43E+46,1.85E-06,1
53033024903,h3n2,2019_W02,1.84E-06,6.49E-59,1.84E-06,4.73E+46,1.84E-06,1
53033025001,h3n2,2019_W02,1.70E-06,1.74E-58,1.69E-06,1.50E+46,1.70E-06,1
53033025003,h3n2,2019_W02,1.93E-06,3.42E-59,1.93E-06,9.87E+46,1.93E-06,1
53033025005,h3n2,2019_W02,1.57E-06,5.91E-58,1.57E-06,3.78E+45,1.57E-06,1
53033025006,h3n2,2019_W02,1.81E-06,1.03E-58,1.81E-06,2.88E+46,1.81E-06,1
53033025101,h3n2,2019_W02,0.008669566,0.000347616,0.008669166,0.215639784,0.008669566,5
53033025102,h3n2,2019_W02,1.37E-06,3.94E-57,1.37E-06,4.33E+44,1.37E-06,1
53033025200,h3n2,2019_W02,1.84E-06,6.01E-59,1.83E-06,5.06E+46,1.84E-06,1
53033025301,h3n2,2019_W02,1.48E-06,1.08E-57,1.48E-06,1.83E+45,1.48E-06,1
53033025302,h3n2,2019_W02,0.001388673,2.27E-05,0.001388591,0.084530043,0.001388673,4
53033025400,h3n2,2019_W02,2.17E-06,5.58E-60,2.17E-06,7.64E+47,2.17E-06,1
53033025500,h3n2,2019_W02,0.010910028,0.00053941,0.010909557,0.220111431,0.010910028,5
53033025601,h3n2,2019_W02,1.71E-06,1.94E-58,1.71E-06,1.37E+46,1.71E-06,1
53033025602,h3n2,2019_W02,1.72E-06,2.36E-58,1.71E-06,1.13E+46,1.72E-06,1
53033025701,h3n2,2019_W02,0.00515303,0.000163958,0.005152775,0.161489078,0.00515303,5
53033025702,h3n2,2019_W02,0.001974137,2.64E-05,0.001974014,0.147167761,0.001974137,4
53033025803,h3n2,2019_W02,0.010391179,0.000419383,0.010390701,0.256776498,0.010391179,5
53033025804,h3n2,2019_W02,1.82E-06,1.21E-58,1.81E-06,2.47E+46,1.82E-06,1
53033025805,h3n2,2019_W02,0.006659365,0.000239885,0.006659047,0.184356155,0.006659365,5
53033025806,h3n2,2019_W02,1.87E-06,6.67E-59,1.87E-06,4.74E+46,1.87E-06,1
53033026001,h3n2,2019_W02,0.00213185,0.000170446,0.002131773,0.026607976,0.00213185,4
53033026002,h3n2,2019_W02,0.001884101,3.74E-05,0.001883995,0.094605629,0.001884101,4
53033026100,h3n2,2019_W02,1.44E-06,1.22E-57,1.44E-06,1.55E+45,1.44E-06,1
53033026200,h3n2,2019_W02,1.49E-06,1.17E-57,1.49E-06,1.72E+45,1.49E-06,1
53033026300,h3n2,2019_W02,1.23E-06,6.81E-57,1.23E-06,2.03E+44,1.23E-06,1
53033026400,h3n2,2019_W02,0.003223489,0.000142509,0.003223345,0.072724153,0.003223489,5
53033026500,h3n2,2019_W02,0.003483772,0.000440947,0.003483669,0.027476636,0.003483772,5
53033026600,h3n2,2019_W02,1.10E-06,2.18E-56,1.10E-06,5.06E+43,1.10E-06,1
53033026700,h3n2,2019_W02,0.001733638,5.99E-05,0.001733554,0.050048342,0.001733638,4
53033026801,h3n2,2019_W02,1.57E-06,3.08E-58,1.57E-06,7.27E+45,1.57E-06,1
53033026802,h3n2,2019_W02,0.003715376,0.000101178,0.003715184,0.136023057,0.003715376,5
53033027000,h3n2,2019_W02,1.48E-06,7.81E-58,1.48E-06,2.55E+45,1.48E-06,1
53033027100,h3n2,2019_W02,1.67E-06,1.95E-58,1.66E-06,1.29E+46,1.67E-06,1
53033027200,h3n2,2019_W02,1.89E-06,3.53E-59,1.89E-06,9.17E+46,1.89E-06,1
53033027300,h3n2,2019_W02,2.08E-06,1.03E-59,2.08E-06,3.81E+47,2.08E-06,1
53033027400,h3n2,2019_W02,1.79E-06,8.15E-59,1.79E-06,3.55E+46,1.79E-06,1
53033027500,h3n2,2019_W02,1.60E-06,3.57E-58,1.60E-06,6.53E+45,1.60E-06,1
53033027600,h3n2,2019_W02,0.001609636,1.65E-05,0.001609531,0.156153673,0.001609636,4
53033027701,h3n2,2019_W02,8.58E-05,6.15E-11,8.58E-05,118.1600561,8.58E-05,3
53033027702,h3n2,2019_W02,7.40E-05,5.32E-11,7.40E-05,101.8987121,7.40E-05,3
53033027800,h3n2,2019_W02,1.96E-06,2.65E-59,1.96E-06,1.32E+47,1.96E-06,1
53033027900,h3n2,2019_W02,1.95E-06,2.87E-59,1.95E-06,1.20E+47,1.95E-06,1
53033028000,h3n2,2019_W02,1.86E-06,5.77E-59,1.86E-06,5.44E+46,1.86E-06,1
53033028100,h3n2,2019_W02,2.47E-06,8.91E-61,2.46E-06,6.16E+48,2.47E-06,2
53033028200,h3n2,2019_W02,0.020522945,0.001112234,0.020522087,0.377769441,0.020522945,5
53033028300,h3n2,2019_W02,1.85E-06,9.20E-59,1.84E-06,3.35E+46,1.85E-06,1
53033028402,h3n2,2019_W02,1.97E-06,3.19E-59,1.97E-06,1.10E+47,1.97E-06,1
53033028403,h3n2,2019_W02,0.004025846,8.10E-05,0.00402562,0.199384094,0.004025846,5
53033028500,h3n2,2019_W02,1.62E-06,4.74E-58,1.62E-06,5.02E+45,1.62E-06,1
53033028600,h3n2,2019_W02,1.93E-06,4.08E-59,1.93E-06,8.24E+46,1.93E-06,1
53033028700,h3n2,2019_W02,2.00E-06,2.76E-59,2.00E-06,1.31E+47,2.00E-06,1
53033028801,h3n2,2019_W02,1.87E-06,7.91E-59,1.87E-06,3.99E+46,1.87E-06,1
53033028802,h3n2,2019_W02,1.97E-06,3.88E-59,1.97E-06,9.05E+46,1.97E-06,1
53033028901,h3n2,2019_W02,2.33E-06,3.18E-60,2.33E-06,1.54E+48,2.33E-06,1
53033028902,h3n2,2019_W02,0.007493749,0.000270964,0.007493392,0.206672759,0.007493749,5
53033029001,h3n2,2019_W02,0.006353306,0.000203344,0.006352992,0.197933904,0.006353306,5
53033029003,h3n2,2019_W02,1.85E-06,1.26E-58,1.85E-06,2.47E+46,1.85E-06,1
53033029004,h3n2,2019_W02,0.026122942,0.00156589,0.026121887,0.434773225,0.026122942,5
53033029101,h3n2,2019_W02,1.96E-06,4.97E-59,1.96E-06,7.00E+46,1.96E-06,1
53033029102,h3n2,2019_W02,2.06E-06,2.78E-59,2.05E-06,1.37E+47,2.06E-06,1
53033029203,h3n2,2019_W02,1.93E-06,7.02E-59,1.93E-06,4.82E+46,1.93E-06,1
53033029204,h3n2,2019_W02,0.004991862,0.000139421,0.004991606,0.178196591,0.004991862,5
