GEOID,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
53033031800,h1n1pdm,2018_W52,0.000548916,3.31E-06,0.000548876,0.090620577,0.000548916,4
53033031903,h1n1pdm,2018_W52,0.00017592,4.20E-07,0.000175905,0.073401176,0.00017592,3
53033031904,h1n1pdm,2018_W52,1.77E-07,1.96E-56,1.76E-07,1.45E+42,1.77E-07,1
53033031906,h1n1pdm,2018_W52,1.68E-07,2.66E-56,1.68E-07,9.70E+41,1.68E-07,1
53033031907,h1n1pdm,2018_W52,7.98E-07,7.71E-11,7.98E-07,0.008191354,7.98E-07,2
53033031908,h1n1pdm,2018_W52,0.001022317,4.01E-05,0.00102227,0.02600186,0.001022317,4
53033031909,h1n1pdm,2018_W52,1.47E-07,6.72E-56,1.47E-07,2.94E+41,1.47E-07,1
53033032002,h1n1pdm,2018_W52,0.008035757,0.000806449,0.008035493,0.079917711,0.008035759,5
53033032003,h1n1pdm,2018_W52,0.002750615,0.000129149,0.002750495,0.058433142,0.002750616,4
53033032005,h1n1pdm,2018_W52,2.09E-07,5.25E-57,2.09E-07,7.57E+42,2.09E-07,1
53033032006,h1n1pdm,2018_W52,0.000824505,7.54E-06,0.000824449,0.089864721,0.000824505,4
53033032007,h1n1pdm,2018_W52,1.97E-07,9.23E-57,1.97E-07,3.83E+42,1.97E-07,1
53033032008,h1n1pdm,2018_W52,2.13E-07,4.27E-57,2.13E-07,9.67E+42,2.13E-07,1
53033032010,h1n1pdm,2018_W52,1.92E-07,1.01E-56,1.91E-07,3.29E+42,1.92E-07,1
53033032011,h1n1pdm,2018_W52,0.000429434,7.01E-06,0.000429409,0.026215231,0.000429434,4
53033032102,h1n1pdm,2018_W52,2.01E-07,2.00E-56,2.00E-07,1.83E+42,2.01E-07,1
53033032103,h1n1pdm,2018_W52,2.41E-05,8.42E-08,2.41E-05,0.006892552,2.41E-05,3
53033032104,h1n1pdm,2018_W52,0.002920528,8.26E-05,0.002920379,0.102912,0.002920529,4
53033032203,h1n1pdm,2018_W52,0.000788121,7.21E-06,0.000788068,0.085842678,0.000788121,4
53033032207,h1n1pdm,2018_W52,0.00663977,0.000362406,0.006639493,0.121354805,0.006639771,5
53033032208,h1n1pdm,2018_W52,0.001973195,3.91E-05,0.001973084,0.099317194,0.001973195,4
53033032210,h1n1pdm,2018_W52,2.02E-07,7.46E-57,2.01E-07,4.96E+42,2.02E-07,1
53033032211,h1n1pdm,2018_W52,1.70E-07,2.47E-56,1.70E-07,1.06E+42,1.70E-07,1
53033032212,h1n1pdm,2018_W52,1.97E-07,7.88E-57,1.96E-07,4.47E+42,1.97E-07,1
53033032213,h1n1pdm,2018_W52,0.000353215,1.37E-06,0.000353187,0.090903025,0.000353216,4
53033032214,h1n1pdm,2018_W52,0.00809342,0.000938839,0.008093171,0.069645315,0.008093423,5
53033032215,h1n1pdm,2018_W52,1.72E-07,2.31E-56,1.71E-07,1.16E+42,1.72E-07,1
53033032307,h1n1pdm,2018_W52,2.16E-07,4.53E-57,2.15E-07,9.33E+42,2.16E-07,1
53033032309,h1n1pdm,2018_W52,2.04E-05,9.38E-09,2.04E-05,0.043922379,2.04E-05,3
53033032311,h1n1pdm,2018_W52,2.02E-07,6.50E-57,2.02E-07,5.72E+42,2.02E-07,1
53033032313,h1n1pdm,2018_W52,0.000394831,6.44E-06,0.000394807,0.024141019,0.000394831,4
53033032315,h1n1pdm,2018_W52,1.80E-07,1.52E-56,1.80E-07,1.95E+42,1.80E-07,1
53033032316,h1n1pdm,2018_W52,1.60E-07,3.91E-56,1.60E-07,5.95E+41,1.60E-07,1
53033032317,h1n1pdm,2018_W52,2.11E-07,4.54E-57,2.11E-07,8.95E+42,2.11E-07,1
53033032318,h1n1pdm,2018_W52,0.002201063,4.35E-05,0.00220094,0.111071147,0.002201064,4
53033032319,h1n1pdm,2018_W52,1.78E-07,1.65E-56,1.78E-07,1.75E+42,1.78E-07,1
53033032320,h1n1pdm,2018_W52,1.80E-07,1.52E-56,1.80E-07,1.95E+42,1.80E-07,1
53033032321,h1n1pdm,2018_W52,1.70E-07,2.55E-56,1.69E-07,1.03E+42,1.70E-07,1
53033032322,h1n1pdm,2018_W52,0.000189129,4.51E-07,0.000189112,0.07894742,0.000189129,3
53033032323,h1n1pdm,2018_W52,1.96E-07,8.80E-57,1.96E-07,3.97E+42,1.96E-07,1
53033032324,h1n1pdm,2018_W52,2.82E-07,4.33E-58,2.82E-07,1.67E+44,2.82E-07,1
53033032325,h1n1pdm,2018_W52,0.003498678,0.000163925,0.003498525,0.074482413,0.003498679,4
53033032326,h1n1pdm,2018_W52,2.02E-07,7.37E-57,2.02E-07,5.04E+42,2.02E-07,1
53033032327,h1n1pdm,2018_W52,1.89E-07,1.12E-56,1.89E-07,2.90E+42,1.89E-07,1
53033032328,h1n1pdm,2018_W52,1.98E-07,8.18E-57,1.97E-07,4.34E+42,1.98E-07,1
53033032329,h1n1pdm,2018_W52,1.98E-07,7.59E-57,1.98E-07,4.70E+42,1.98E-07,1
53033032401,h1n1pdm,2018_W52,4.22E-05,3.44E-08,4.22E-05,0.05135998,4.22E-05,3
53033032402,h1n1pdm,2018_W52,2.97E-07,1.86E-11,2.97E-07,0.004715536,2.97E-07,1
53033032500,h1n1pdm,2018_W52,0.001214139,3.21E-05,0.001214076,0.045842052,0.00121414,4
53033032601,h1n1pdm,2018_W52,2.08E-07,5.18E-57,2.07E-07,7.57E+42,2.08E-07,1
53033032602,h1n1pdm,2018_W52,0.002785793,0.000114032,0.002785666,0.067875602,0.002785794,4
53033032702,h1n1pdm,2018_W52,1.72E-07,8.50E-56,1.72E-07,3.19E+41,1.72E-07,1
53033032703,h1n1pdm,2018_W52,0.000178979,4.28E-07,0.000178964,0.074488651,0.000178979,3
53033032704,h1n1pdm,2018_W52,1.77E-07,1.75E-56,1.77E-07,1.63E+42,1.77E-07,1
53033032800,h1n1pdm,2018_W52,0.000127183,9.97E-07,0.000127174,0.016154921,0.000127183,3
53033000100,h1n1pdm,2019_W01,0.00024165,3.87E-05,0.000241643,0.001505715,0.00024165,3
53033000200,h1n1pdm,2019_W01,0.000613401,0.000141628,0.000613388,0.002653427,0.000613401,4
53033000300,h1n1pdm,2019_W01,0.000759765,3.07E-05,0.00075973,0.018743768,0.000759765,4
53033000401,h1n1pdm,2019_W01,0.002714654,0.000250484,0.002714562,0.029362027,0.002714654,4
53033000402,h1n1pdm,2019_W01,6.81E-06,2.24E-08,6.81E-06,0.002063047,6.81E-06,2
53033000500,h1n1pdm,2019_W01,5.94E-06,2.48E-09,5.94E-06,0.014173179,5.94E-06,2
53033000600,h1n1pdm,2019_W01,4.28E-05,9.32E-08,4.28E-05,0.019574775,4.28E-05,3
53033000700,h1n1pdm,2019_W01,0.001135946,0.000272882,0.001135923,0.004723064,0.001135946,4
53033000800,h1n1pdm,2019_W01,0.001230589,0.000290196,0.001230564,0.005212083,0.00123059,4
53033000900,h1n1pdm,2019_W01,0.000420335,7.51E-05,0.000420324,0.002349363,0.000420335,4
53033001000,h1n1pdm,2019_W01,2.51E-05,1.71E-06,2.51E-05,0.000366761,2.51E-05,3
53033001100,h1n1pdm,2019_W01,0.000715734,0.000171294,0.00071572,0.002987047,0.000715735,4
53033001200,h1n1pdm,2019_W01,0.001180753,0.000229334,0.001180726,0.006070946,0.001180754,4
53033001300,h1n1pdm,2019_W01,1.17E-07,1.01E-50,1.17E-07,1.25E+36,1.17E-07,1
53033001400,h1n1pdm,2019_W01,3.96E-05,8.61E-08,3.96E-05,0.018088884,3.96E-05,3
53033001500,h1n1pdm,2019_W01,1.19E-07,9.37E-51,1.18E-07,1.38E+36,1.19E-07,1
53033001600,h1n1pdm,2019_W01,0.000838476,8.99E-05,0.000838449,0.007809863,0.000838476,4
53033001701,h1n1pdm,2019_W01,0.000755653,4.44E-05,0.000755622,0.012840577,0.000755653,4
53033001702,h1n1pdm,2019_W01,0.000417279,1.25E-05,0.000417258,0.013856371,0.000417279,4
53033001800,h1n1pdm,2019_W01,0.000758632,2.14E-05,0.000758593,0.026810847,0.000758632,4
53033001900,h1n1pdm,2019_W01,0.000438434,8.03E-05,0.000438423,0.00239169,0.000438434,4
53033002000,h1n1pdm,2019_W01,0.001145565,0.000394745,0.001145547,0.003321518,0.001145565,4
53033002100,h1n1pdm,2019_W01,0.000964873,0.000155536,0.000964848,0.005976527,0.000964873,4
53033002200,h1n1pdm,2019_W01,3.63E-07,3.10E-09,3.63E-07,4.25E-05,3.63E-07,1
53033002400,h1n1pdm,2019_W01,0.002695965,0.000446987,0.002695895,0.016236102,0.002695965,4
53033002500,h1n1pdm,2019_W01,0.000185901,1.25E-05,0.000185894,0.002758,0.000185901,3
53033002600,h1n1pdm,2019_W01,0.000730218,0.000118797,0.000730199,0.004481682,0.000730218,4
53033002700,h1n1pdm,2019_W01,1.29E-06,3.20E-10,1.29E-06,0.005169237,1.29E-06,2
53033002800,h1n1pdm,2019_W01,0.000238513,9.00E-06,0.000238502,0.00630231,0.000238513,3
53033002900,h1n1pdm,2019_W01,0.002052475,0.000350457,0.002052423,0.012002749,0.002052476,4
53033003000,h1n1pdm,2019_W01,0.000209816,5.38E-06,0.000209805,0.008161068,0.000209816,3
53033003100,h1n1pdm,2019_W01,0.000108495,6.33E-06,0.00010849,0.001855014,0.000108495,3
53033003200,h1n1pdm,2019_W01,0.000773796,0.000204366,0.000773781,0.002926584,0.000773796,4
53033003300,h1n1pdm,2019_W01,0.000448282,6.17E-05,0.000448269,0.003251138,0.000448282,4
53033003400,h1n1pdm,2019_W01,6.15E-05,6.54E-07,6.15E-05,0.005764013,6.15E-05,3
53033003500,h1n1pdm,2019_W01,0.000710288,8.19E-05,0.000710266,0.006149091,0.000710288,4
53033003600,h1n1pdm,2019_W01,0.001219294,0.000122969,0.001219254,0.01206674,0.001219294,4
53033003800,h1n1pdm,2019_W01,0.000408709,2.20E-05,0.000408692,0.007566729,0.000408709,4
53033003900,h1n1pdm,2019_W01,0.001219489,0.000122162,0.001219449,0.012150227,0.00121949,4
53033004000,h1n1pdm,2019_W01,0.00021522,1.24E-05,0.000215211,0.003723131,0.00021522,3
53033004100,h1n1pdm,2019_W01,0.000484425,4.78E-05,0.000484409,0.004898959,0.000484425,4
53033004200,h1n1pdm,2019_W01,1.62E-05,2.05E-08,1.62E-05,0.012742863,1.62E-05,3
53033004301,h1n1pdm,2019_W01,0.000395025,2.31E-05,0.000395009,0.006744498,0.000395025,4
53033004302,h1n1pdm,2019_W01,6.61E-05,2.39E-07,6.61E-05,0.018221759,6.61E-05,3
53033004400,h1n1pdm,2019_W01,0.000255172,2.43E-05,0.000255164,0.002672613,0.000255172,4
53033004500,h1n1pdm,2019_W01,0.000203077,8.40E-06,0.000203067,0.004898436,0.000203077,3
53033004600,h1n1pdm,2019_W01,0.001150479,0.000177028,0.001150448,0.007465108,0.001150479,4
53033004700,h1n1pdm,2019_W01,0.001346581,0.000400412,0.001346558,0.004523949,0.001346581,4
53033004800,h1n1pdm,2019_W01,9.12E-05,8.03E-06,9.12E-05,0.001034424,9.12E-05,3
53033004900,h1n1pdm,2019_W01,0.000361372,3.90E-05,0.000361361,0.003338111,0.000361373,4
53033005000,h1n1pdm,2019_W01,0.000127965,2.61E-05,0.000127963,0.000627604,0.000127966,3
53033005100,h1n1pdm,2019_W01,0.000224902,1.21E-05,0.000224892,0.004183954,0.000224902,3
53033005200,h1n1pdm,2019_W01,0.002680104,0.000534086,0.002680042,0.013430965,0.002680104,4
53033005301,h1n1pdm,2019_W01,0.001572278,0.000210991,0.001572233,0.011696805,0.001572278,4
53033005302,h1n1pdm,2019_W01,0.000411346,2.61E-05,0.00041133,0.006479158,0.000411346,4
53033005400,h1n1pdm,2019_W01,0.000204113,1.93E-05,0.000204106,0.002151375,0.000204113,3
53033005600,h1n1pdm,2019_W01,0.001054279,2.97E-05,0.001054225,0.037251942,0.001054279,4
53033005700,h1n1pdm,2019_W01,1.19E-06,6.46E-09,1.19E-06,0.000218434,1.19E-06,2
53033005801,h1n1pdm,2019_W01,0.000366766,5.68E-05,0.000366756,0.002366171,0.000366766,4
53033005802,h1n1pdm,2019_W01,0.000753564,5.19E-05,0.000753535,0.010913627,0.000753564,4
53033005900,h1n1pdm,2019_W01,0.000168296,1.39E-05,0.00016829,0.002034473,0.000168296,3
53033006000,h1n1pdm,2019_W01,0.000152565,6.40E-06,0.000152558,0.003630056,0.000152565,3
53033006100,h1n1pdm,2019_W01,4.71E-05,3.67E-06,4.71E-05,0.000603808,4.71E-05,3
53033006200,h1n1pdm,2019_W01,0.000272007,2.18E-05,0.000271997,0.003384564,0.000272007,4
53033006300,h1n1pdm,2019_W01,1.09E-07,1.55E-50,1.08E-07,6.99E+35,1.09E-07,1
53033006400,h1n1pdm,2019_W01,0.000253223,1.05E-05,0.000253211,0.006102759,0.000253223,4
53033006500,h1n1pdm,2019_W01,0.000250024,2.45E-05,0.000250016,0.002548226,0.000250025,4
53033006600,h1n1pdm,2019_W01,7.66E-05,2.99E-06,7.66E-05,0.00195441,7.66E-05,3
53033006700,h1n1pdm,2019_W01,7.65E-06,3.03E-08,7.65E-06,0.001918396,7.65E-06,2
53033006800,h1n1pdm,2019_W01,0.000362844,5.42E-05,0.000362834,0.002424002,0.000362844,4
53033006900,h1n1pdm,2019_W01,1.18E-05,2.14E-07,1.18E-05,0.000649496,1.18E-05,3
53033007000,h1n1pdm,2019_W01,2.30E-05,2.91E-08,2.30E-05,0.018065396,2.30E-05,3
53033007100,h1n1pdm,2019_W01,0.000110123,1.41E-06,0.000110116,0.008541258,0.000110123,3
53033007200,h1n1pdm,2019_W01,0.000722374,0.000101908,0.000722354,0.005112202,0.000722375,4
53033007300,h1n1pdm,2019_W01,0.002486431,0.000472356,0.002486372,0.013070161,0.002486432,4
53033007401,h1n1pdm,2019_W01,1.27E-07,6.58E-51,1.27E-07,2.26E+36,1.27E-07,1
53033007402,h1n1pdm,2019_W01,7.97E-05,2.88E-07,7.97E-05,0.021952877,7.97E-05,3
53033007500,h1n1pdm,2019_W01,5.67E-05,2.72E-06,5.67E-05,0.001178521,5.67E-05,3
53033007600,h1n1pdm,2019_W01,0.000494275,5.86E-05,0.00049426,0.004158618,0.000494275,4
53033007700,h1n1pdm,2019_W01,0.000791894,0.00014735,0.000791875,0.004249863,0.000791894,4
53033007800,h1n1pdm,2019_W01,0.000818677,7.08E-05,0.000818648,0.009446126,0.000818677,4
53033007900,h1n1pdm,2019_W01,0.000150347,3.91E-05,0.000150344,0.000577607,0.000150347,3
53033008001,h1n1pdm,2019_W01,7.06E-05,9.99E-06,7.06E-05,0.000498724,7.06E-05,3
53033008002,h1n1pdm,2019_W01,3.84E-05,2.97E-06,3.84E-05,0.00049585,3.84E-05,3
53033008100,h1n1pdm,2019_W01,0.000107253,1.44E-05,0.00010725,0.000795211,0.000107253,3
53033008200,h1n1pdm,2019_W01,0.000720399,2.03E-05,0.000720362,0.025474564,0.000720399,4
53033008300,h1n1pdm,2019_W01,1.07E-07,1.62E-50,1.07E-07,6.51E+35,1.07E-07,1
53033008400,h1n1pdm,2019_W01,0.000331883,3.89E-05,0.000331872,0.002824316,0.000331883,4
53033008500,h1n1pdm,2019_W01,0.000751468,9.76E-05,0.000751446,0.005775999,0.000751468,4
53033008600,h1n1pdm,2019_W01,1.09E-05,4.41E-07,1.09E-05,0.000270907,1.09E-05,3
53033008700,h1n1pdm,2019_W01,2.43E-05,7.18E-07,2.43E-05,0.00082213,2.43E-05,3
53033008800,h1n1pdm,2019_W01,0.000402619,5.24E-05,0.000402607,0.003088433,0.000402619,4
53033008900,h1n1pdm,2019_W01,0.000709451,0.000120137,0.000709433,0.004183352,0.000709451,4
53033009000,h1n1pdm,2019_W01,0.000542403,0.000122404,0.000542392,0.002400535,0.000542404,4
53033009100,h1n1pdm,2019_W01,0.000307903,8.27E-05,0.000307897,0.001144692,0.000307903,4
53033009200,h1n1pdm,2019_W01,0.001230047,0.000283014,0.001230022,0.005339523,0.001230048,4
53033009300,h1n1pdm,2019_W01,2.31E-05,8.20E-07,2.31E-05,0.000651675,2.31E-05,3
53033009400,h1n1pdm,2019_W01,0.00044929,8.33E-05,0.000449279,0.002419849,0.00044929,4
53033009500,h1n1pdm,2019_W01,0.000572819,9.07E-05,0.000572803,0.003613465,0.000572819,4
53033009600,h1n1pdm,2019_W01,0.000245789,1.25E-05,0.000245778,0.004809237,0.000245789,3
53033009701,h1n1pdm,2019_W01,0.001598471,0.000110972,0.00159841,0.022973576,0.001598472,4
53033009702,h1n1pdm,2019_W01,0.000215346,1.03E-05,0.000215337,0.004491331,0.000215347,3
53033009800,h1n1pdm,2019_W01,0.000280208,6.11E-06,0.000280192,0.01280691,0.000280208,4
53033009900,h1n1pdm,2019_W01,0.000146052,1.32E-05,0.000146047,0.001611862,0.000146052,3
53033010001,h1n1pdm,2019_W01,1.04E-06,2.28E-08,1.04E-06,4.74E-05,1.04E-06,2
53033010002,h1n1pdm,2019_W01,3.11E-07,4.38E-10,3.11E-07,0.000219232,3.11E-07,1
53033010100,h1n1pdm,2019_W01,6.23E-06,6.68E-08,6.23E-06,0.000579419,6.23E-06,2
53033010200,h1n1pdm,2019_W01,0.002524799,0.000390067,0.002524731,0.016316884,0.002524799,4
53033010300,h1n1pdm,2019_W01,0.000883582,4.80E-05,0.000883545,0.016214157,0.000883582,4
53033010401,h1n1pdm,2019_W01,0.000872165,8.77E-05,0.000872136,0.008661612,0.000872165,4
53033010402,h1n1pdm,2019_W01,9.67E-06,1.04E-07,9.67E-06,0.000897793,9.67E-06,3
53033010500,h1n1pdm,2019_W01,0.000140178,8.10E-07,0.000140168,0.024144452,0.000140179,3
53033010600,h1n1pdm,2019_W01,0.001227899,0.000169621,0.001227864,0.008874153,0.001227899,4
53033010701,h1n1pdm,2019_W01,0.0002242,8.45E-06,0.000224189,0.005934607,0.0002242,3
53033010702,h1n1pdm,2019_W01,0.000248961,3.33E-06,0.000248945,0.018573997,0.000248961,4
53033010800,h1n1pdm,2019_W01,0.001620097,0.000189138,0.001620048,0.013852396,0.001620098,4
53033010900,h1n1pdm,2019_W01,0.000154442,1.07E-05,0.000154436,0.002220454,0.000154442,3
53033011001,h1n1pdm,2019_W01,9.23E-06,6.68E-09,9.23E-06,0.012668229,9.23E-06,3
53033011002,h1n1pdm,2019_W01,0.001048353,5.59E-05,0.001048309,0.01961007,0.001048353,4
53033011101,h1n1pdm,2019_W01,0.000815243,9.41E-05,0.000815218,0.007051872,0.000815243,4
53033011102,h1n1pdm,2019_W01,0.001215628,0.000148628,0.001215591,0.00992521,0.001215628,4
53033011200,h1n1pdm,2019_W01,0.001392574,7.59E-05,0.001392516,0.02548279,0.001392574,4
53033011300,h1n1pdm,2019_W01,1.45E-07,3.15E-51,1.45E-07,6.15E+36,1.45E-07,1
53033011401,h1n1pdm,2019_W01,0.000486792,1.70E-05,0.000486769,0.013924142,0.000486792,4
53033011402,h1n1pdm,2019_W01,0.000128073,1.98E-06,0.000128066,0.008275911,0.000128073,3
53033011500,h1n1pdm,2019_W01,4.62E-06,1.93E-09,4.62E-06,0.011029754,4.62E-06,2
53033011600,h1n1pdm,2019_W01,0.000541333,2.92E-05,0.000541311,0.010000427,0.000541333,4
53033011700,h1n1pdm,2019_W01,0.000261931,6.72E-06,0.000261917,0.010181758,0.000261931,4
53033011800,h1n1pdm,2019_W01,0.000398094,3.07E-05,0.000398079,0.005157059,0.000398094,4
53033011900,h1n1pdm,2019_W01,0.000255147,2.67E-05,0.000255139,0.002431544,0.000255147,4
53033012000,h1n1pdm,2019_W01,0.001479994,0.000187879,0.00147995,0.011638387,0.001479994,4
53033012100,h1n1pdm,2019_W01,0.000131161,5.50E-06,0.000131155,0.003121467,0.000131161,3
53033020100,h1n1pdm,2019_W01,2.43E-07,1.33E-52,2.43E-07,4.07E+38,2.43E-07,1
53033020200,h1n1pdm,2019_W01,3.20E-05,2.31E-08,3.20E-05,0.044053269,3.20E-05,3
53033020300,h1n1pdm,2019_W01,0.000838668,7.48E-06,0.000838611,0.093624496,0.000838668,4
53033020401,h1n1pdm,2019_W01,2.92E-07,3.93E-53,2.92E-07,1.99E+39,2.92E-07,1
53033020402,h1n1pdm,2019_W01,3.47E-07,1.14E-53,3.46E-07,9.63E+39,3.47E-07,1
53033020500,h1n1pdm,2019_W01,6.90E-05,8.73E-08,6.90E-05,0.05424728,6.90E-05,3
53033020600,h1n1pdm,2019_W01,3.34E-05,2.42E-08,3.34E-05,0.045982091,3.34E-05,3
53033020700,h1n1pdm,2019_W01,3.08E-07,2.80E-53,3.07E-07,3.10E+39,3.08E-07,1
53033020800,h1n1pdm,2019_W01,3.08E-07,2.60E-53,3.08E-07,3.35E+39,3.08E-07,1
53033020900,h1n1pdm,2019_W01,0.006019608,0.00067177,0.006019418,0.053841941,0.006019608,5
53033021000,h1n1pdm,2019_W01,2.62E-07,8.18E-53,2.62E-07,7.68E+38,2.62E-07,1
53033021100,h1n1pdm,2019_W01,2.23E-07,2.37E-52,2.23E-07,1.93E+38,2.23E-07,1
53033021300,h1n1pdm,2019_W01,2.37E-07,1.61E-52,2.37E-07,3.20E+38,2.37E-07,1
53033021400,h1n1pdm,2019_W01,2.79E-07,5.48E-53,2.78E-07,1.30E+39,2.79E-07,1
53033021500,h1n1pdm,2019_W01,3.11E-07,3.03E-53,3.11E-07,2.92E+39,3.11E-07,1
53033021600,h1n1pdm,2019_W01,1.93E-07,5.70E-52,1.93E-07,6.00E+37,1.93E-07,1
53033021700,h1n1pdm,2019_W01,8.77E-06,3.66E-09,8.77E-06,0.020866918,8.77E-06,3
53033021802,h1n1pdm,2019_W01,0.002908105,0.000155499,0.002907984,0.054254039,0.002908106,4
53033021803,h1n1pdm,2019_W01,2.40E-07,1.44E-52,2.40E-07,3.66E+38,2.40E-07,1
53033021804,h1n1pdm,2019_W01,2.36E-07,1.62E-52,2.35E-07,3.13E+38,2.36E-07,1
53033021903,h1n1pdm,2019_W01,2.83E-07,4.70E-53,2.83E-07,1.56E+39,2.83E-07,1
53033021904,h1n1pdm,2019_W01,2.68E-07,7.21E-53,2.68E-07,9.15E+38,2.68E-07,1
53033021905,h1n1pdm,2019_W01,0.000334162,8.52E-06,0.000334144,0.013069758,0.000334162,4
53033021906,h1n1pdm,2019_W01,0.000150531,3.28E-07,0.000150518,0.068831108,0.000150531,3
53033022001,h1n1pdm,2019_W01,4.42E-07,4.41E-11,4.42E-07,0.004387019,4.42E-07,1
53033022003,h1n1pdm,2019_W01,0.002098948,5.97E-05,0.002098841,0.073572601,0.002098948,4
53033022005,h1n1pdm,2019_W01,2.55E-07,1.02E-52,2.54E-07,5.83E+38,2.55E-07,1
53033022006,h1n1pdm,2019_W01,0.001546723,8.34E-05,0.001546658,0.028625389,0.001546723,4
53033022101,h1n1pdm,2019_W01,9.50E-05,2.07E-07,9.50E-05,0.043352096,9.50E-05,3
53033022102,h1n1pdm,2019_W01,1.83E-07,8.00E-52,1.83E-07,3.86E+37,1.83E-07,1
53033022201,h1n1pdm,2019_W01,0.000334147,1.16E-05,0.000334131,0.009626745,0.000334147,4
53033022202,h1n1pdm,2019_W01,7.68E-05,1.68E-07,7.68E-05,0.034983418,7.68E-05,3
53033022203,h1n1pdm,2019_W01,1.49E-07,2.72E-51,1.48E-07,7.48E+36,1.49E-07,1
53033022300,h1n1pdm,2019_W01,0.00017201,2.66E-06,0.000172,0.011074925,0.00017201,3
53033022400,h1n1pdm,2019_W01,1.84E-07,7.99E-52,1.83E-07,3.88E+37,1.84E-07,1
53033022500,h1n1pdm,2019_W01,0.001104558,2.18E-05,0.001104496,0.055772553,0.001104558,4
53033022603,h1n1pdm,2019_W01,0.00149872,2.95E-05,0.001498635,0.075775798,0.00149872,4
53033022604,h1n1pdm,2019_W01,2.89E-07,4.24E-53,2.88E-07,1.80E+39,2.89E-07,1
53033022605,h1n1pdm,2019_W01,7.39E-07,7.37E-11,7.39E-07,0.007358558,7.39E-07,2
53033022606,h1n1pdm,2019_W01,3.42E-07,1.32E-53,3.42E-07,8.14E+39,3.42E-07,1
53033022701,h1n1pdm,2019_W01,0.001125117,2.22E-05,0.001125054,0.056874205,0.001125117,4
53033022702,h1n1pdm,2019_W01,2.65E-07,7.85E-53,2.65E-07,8.21E+38,2.65E-07,1
53033022703,h1n1pdm,2019_W01,2.82E-07,5.16E-53,2.82E-07,1.41E+39,2.82E-07,1
53033022801,h1n1pdm,2019_W01,2.84E-07,4.85E-53,2.84E-07,1.52E+39,2.84E-07,1
53033022802,h1n1pdm,2019_W01,2.80E-07,5.55E-53,2.79E-07,1.29E+39,2.80E-07,1
53033022803,h1n1pdm,2019_W01,0.000378411,5.84E-06,0.000378388,0.024414371,0.000378411,4
53033022901,h1n1pdm,2019_W01,2.75E-07,5.77E-53,2.75E-07,1.20E+39,2.75E-07,1
53033022902,h1n1pdm,2019_W01,3.12E-07,2.53E-53,3.11E-07,3.52E+39,3.12E-07,1
53033023000,h1n1pdm,2019_W01,3.09E-05,1.49E-07,3.09E-05,0.006362652,3.09E-05,3
53033023100,h1n1pdm,2019_W01,2.88E-07,4.51E-53,2.88E-07,1.69E+39,2.88E-07,1
53033023201,h1n1pdm,2019_W01,2.43E-07,1.36E-52,2.43E-07,3.99E+38,2.43E-07,1
53033023202,h1n1pdm,2019_W01,2.92E-07,3.79E-53,2.92E-07,2.07E+39,2.92E-07,1
53033023300,h1n1pdm,2019_W01,5.12E-06,1.27E-09,5.12E-06,0.020554677,5.12E-06,2
53033023401,h1n1pdm,2019_W01,3.48E-07,1.17E-53,3.47E-07,9.46E+39,3.48E-07,1
53033023403,h1n1pdm,2019_W01,3.27E-07,1.81E-53,3.26E-07,5.40E+39,3.27E-07,1
53033023404,h1n1pdm,2019_W01,3.38E-07,1.45E-53,3.37E-07,7.21E+39,3.38E-07,1
53033023500,h1n1pdm,2019_W01,3.40E-07,1.37E-53,3.40E-07,7.70E+39,3.40E-07,1
53033023601,h1n1pdm,2019_W01,2.99E-07,3.46E-53,2.98E-07,2.36E+39,2.99E-07,1
53033023603,h1n1pdm,2019_W01,2.67E-07,7.10E-53,2.67E-07,9.21E+38,2.67E-07,1
53033023604,h1n1pdm,2019_W01,3.16E-07,2.31E-53,3.15E-07,3.95E+39,3.16E-07,1
53033023700,h1n1pdm,2019_W01,0.000123871,2.70E-07,0.00012386,0.056633582,0.000123871,3
53033023801,h1n1pdm,2019_W01,3.75E-07,6.70E-54,3.74E-07,1.91E+40,3.75E-07,1
53033023803,h1n1pdm,2019_W01,0.00109742,1.47E-05,0.001097352,0.081604048,0.00109742,4
53033023804,h1n1pdm,2019_W01,3.13E-07,2.44E-53,3.13E-07,3.68E+39,3.13E-07,1
53033023900,h1n1pdm,2019_W01,0.000126816,2.76E-07,0.000126805,0.057987735,0.000126816,3
53033024000,h1n1pdm,2019_W01,2.82E-07,5.01E-53,2.82E-07,1.45E+39,2.82E-07,1
53033024100,h1n1pdm,2019_W01,3.08E-07,2.65E-53,3.08E-07,3.28E+39,3.08E-07,1
53033024200,h1n1pdm,2019_W01,0.000129563,1.38E-06,0.000129554,0.012110373,0.000129563,3
53033024300,h1n1pdm,2019_W01,1.69E-05,1.22E-08,1.69E-05,0.023138786,1.69E-05,3
53033024400,h1n1pdm,2019_W01,2.96E-07,3.45E-53,2.96E-07,2.33E+39,2.96E-07,1
53033024500,h1n1pdm,2019_W01,2.52E-07,1.07E-52,2.52E-07,5.43E+38,2.52E-07,1
53033024601,h1n1pdm,2019_W01,0.001196938,4.19E-05,0.00119688,0.034137431,0.001196938,4
