PUMA5CE,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
11614,rsva,2019_W14,0.0399266,0.010245716,0.039932297,0.155267252,0.03994568,4
11615,rsva,2019_W14,0.040727209,0.012969249,0.040754586,0.127280322,0.040811186,4
11616,rsva,2019_W14,0.077327735,0.026106995,0.077309025,0.22911516,0.077275044,4
11601,rsva,2019_W15,0.087524246,0.054320913,0.087526063,0.140944913,0.087532282,5
11602,rsva,2019_W15,0.213030435,0.140417934,0.212979378,0.323497284,0.212880321,5
11603,rsva,2019_W15,0.155483223,0.101442367,0.155463622,0.238385328,0.155427199,5
11604,rsva,2019_W15,0.304913725,0.206312617,0.30488064,0.450746725,0.304819288,5
11605,rsva,2019_W15,0.340172673,0.22871612,0.340090349,0.506435727,0.339930966,5
11606,rsva,2019_W15,0.372750211,0.209409563,0.372952153,0.661144341,0.373364919,5
11607,rsva,2019_W15,0.647821671,0.41309676,0.648568856,1.00905437,0.650088761,5
11608,rsva,2019_W15,0.179043756,0.087573667,0.179054763,0.365680985,0.179082186,5
11609,rsva,2019_W15,0.148510207,0.074385921,0.148531683,0.296064674,0.148578163,5
11610,rsva,2019_W15,0.077264227,0.030005684,0.077350539,0.197549429,0.077526388,4
11611,rsva,2019_W15,0.058181019,0.021795196,0.058169056,0.155344865,0.058147398,4
11612,rsva,2019_W15,0.108844449,0.046821536,0.109428475,0.245510308,0.110616973,5
11613,rsva,2019_W15,0.067184402,0.026512671,0.067201598,0.169858104,0.06723902,4
11614,rsva,2019_W15,0.042268584,0.011189186,0.042277862,0.159281225,0.04229846,4
11615,rsva,2019_W15,0.039966991,0.012288805,0.039961697,0.129936827,0.039953098,4
11616,rsva,2019_W15,0.087556176,0.030851979,0.087534588,0.248577687,0.087494902,5
11601,rsva,2019_W16,0.058945128,0.035202735,0.058958037,0.098533843,0.058985759,4
11602,rsva,2019_W16,0.129859142,0.082925564,0.129822322,0.203591267,0.129750837,5
11603,rsva,2019_W16,0.116609619,0.074598895,0.116595189,0.182328153,0.116568344,5
11604,rsva,2019_W16,0.204732291,0.135123581,0.204746748,0.309958533,0.204779214,5
11605,rsva,2019_W16,0.24843852,0.162854327,0.248407238,0.379114159,0.248348935,5
11606,rsva,2019_W16,0.255011557,0.132116707,0.254973524,0.492324047,0.254905322,5
11607,rsva,2019_W16,0.38409703,0.227727483,0.384737257,0.64161055,0.386041688,5
11608,rsva,2019_W16,0.146709754,0.068536021,0.146701208,0.313924236,0.146688368,5
11609,rsva,2019_W16,0.110606482,0.051661819,0.11063462,0.236298331,0.110693504,5
11610,rsva,2019_W16,0.047875749,0.015278194,0.047921543,0.149069993,0.048016326,4
11611,rsva,2019_W16,0.042213042,0.01384582,0.042202368,0.128744459,0.042182991,4
11612,rsva,2019_W16,0.076535143,0.030174087,0.076828415,0.189901949,0.077419319,4
11613,rsva,2019_W16,0.061581506,0.023773788,0.061577689,0.159426828,0.061572662,4
11614,rsva,2019_W16,0.039258013,0.010167323,0.039253182,0.151495457,0.039245603,4
11615,rsva,2019_W16,0.03435459,0.00975763,0.034334145,0.121214098,0.034295052,4
11616,rsva,2019_W16,0.083149546,0.028872392,0.083115454,0.239772429,0.083050618,5
11601,rsva,2019_W17,0.039046969,0.02226022,0.039069951,0.06823397,0.039117176,4
11602,rsva,2019_W17,0.056461437,0.033352285,0.056486791,0.095297839,0.056538758,4
11603,rsva,2019_W17,0.08119751,0.050396463,0.081178969,0.130930783,0.081143372,5
11604,rsva,2019_W17,0.119704721,0.075649998,0.119741702,0.189009528,0.119818097,5
11605,rsva,2019_W17,0.155875618,0.097582548,0.155895412,0.248705696,0.155937929,5
11606,rsva,2019_W17,0.158059752,0.072262673,0.157982294,0.346409894,0.157832967,5
11607,rsva,2019_W17,0.225563381,0.122991434,0.225963688,0.409420876,0.226778803,5
11608,rsva,2019_W17,0.109160815,0.047340643,0.109132217,0.251875252,0.109078642,5
11609,rsva,2019_W17,0.075055382,0.031511019,0.075068948,0.178445173,0.075098628,4
11610,rsva,2019_W17,0.026914505,0.006522872,0.026953105,0.110027268,0.027032746,4
11611,rsva,2019_W17,0.027108939,0.007290989,0.027114162,0.100561766,0.027126238,4
11612,rsva,2019_W17,0.055554873,0.019954229,0.055623344,0.153465797,0.055762333,4
11613,rsva,2019_W17,0.051279794,0.018852569,0.051260246,0.139646247,0.051223374,4
11614,rsva,2019_W17,0.032975541,0.007937236,0.032959101,0.137196387,0.032928129,4
11615,rsva,2019_W17,0.025668679,0.00637959,0.02565768,0.103391925,0.025637176,4
11616,rsva,2019_W17,0.068243297,0.022099116,0.06819947,0.211270465,0.068114781,4
11601,rsva,2019_W18,0.027074694,0.014706581,0.02710535,0.049504105,0.027167371,4
11602,rsva,2019_W18,0.021833954,0.010957892,0.02188734,0.042895945,0.021995947,4
11603,rsva,2019_W18,0.053868956,0.032036921,0.053851844,0.090694203,0.053818758,4
11604,rsva,2019_W18,0.067595153,0.040165276,0.067622706,0.113445663,0.067679618,4
11605,rsva,2019_W18,0.092543766,0.054199508,0.092583716,0.157557418,0.092665796,5
11606,rsva,2019_W18,0.091104574,0.03469368,0.091063821,0.239614312,0.090986128,5
11607,rsva,2019_W18,0.136238076,0.06767238,0.136483438,0.271381645,0.136981593,5
11608,rsva,2019_W18,0.076450236,0.029806004,0.076425812,0.196261272,0.076379972,4
11609,rsva,2019_W18,0.048545258,0.017484478,0.048552576,0.134540693,0.048569597,4
11610,rsva,2019_W18,0.014419695,0.002435633,0.014454924,0.084078033,0.014527039,3
11611,rsva,2019_W18,0.016315795,0.003339724,0.016335684,0.079051101,0.01637675,3
11612,rsva,2019_W18,0.041219201,0.013114369,0.041204765,0.129667049,0.041178485,4
11613,rsva,2019_W18,0.039526172,0.013497358,0.039513041,0.115844638,0.039488452,4
11614,rsva,2019_W18,0.025780779,0.005475466,0.025766095,0.121595596,0.025738375,4
11615,rsva,2019_W18,0.017684439,0.003620529,0.017687201,0.086178046,0.017694197,3
11616,rsva,2019_W18,0.049194908,0.014044669,0.049166649,0.172664013,0.049112611,4
11601,rsva,2019_W19,0.021326013,0.011167186,0.021347815,0.040471087,0.021391871,4
11602,rsva,2019_W19,0.007970396,0.003050625,0.008020223,0.020108758,0.008122425,3
11603,rsva,2019_W19,0.034044413,0.019160361,0.034040645,0.060494792,0.034034003,4
11604,rsva,2019_W19,0.037707322,0.020644773,0.037724969,0.068654579,0.037761541,4
11605,rsva,2019_W19,0.053804085,0.028935406,0.0538511,0.099504478,0.053946705,4
11606,rsva,2019_W19,0.048885944,0.014478782,0.048877963,0.165015891,0.048864752,4
11607,rsva,2019_W19,0.088479523,0.040020736,0.088608898,0.193889237,0.088871172,5
11608,rsva,2019_W19,0.051433017,0.017403137,0.05142188,0.152030057,0.051402024,4
11609,rsva,2019_W19,0.0298661,0.008719806,0.029879145,0.101925434,0.029907187,4
11610,rsva,2019_W19,0.007554832,0.000816429,0.007582183,0.068371543,0.007637872,3
11611,rsva,2019_W19,0.009499302,0.001368054,0.009525222,0.064846892,0.009577938,3
11612,rsva,2019_W19,0.031074434,0.008456837,0.03106472,0.114243003,0.03104726,4
11613,rsva,2019_W19,0.029745281,0.00925165,0.029740874,0.095606166,0.029733323,4
11614,rsva,2019_W19,0.018861867,0.003354732,0.018856574,0.106043164,0.018847391,3
11615,rsva,2019_W19,0.011635263,0.001839096,0.011646565,0.073092261,0.0116707,3
11616,rsva,2019_W19,0.032868459,0.007768839,0.032871784,0.138785666,0.032879803,4
11601,rsva,2019_W20,0.018734776,0.009578368,0.018745572,0.036503431,0.018767544,3
11602,rsva,2019_W20,0.002836352,0.000735627,0.0028706,0.010232754,0.002941473,2
11603,rsva,2019_W20,0.021801748,0.011484685,0.021810573,0.041268902,0.021828916,4
11604,rsva,2019_W20,0.021538202,0.010641808,0.021547092,0.043463085,0.021565728,4
11605,rsva,2019_W20,0.032375225,0.015782656,0.032412517,0.065944309,0.032488204,4
11606,rsva,2019_W20,0.025505661,0.005425756,0.025514365,0.11948935,0.025533368,4
11607,rsva,2019_W20,0.063475084,0.026277768,0.063518648,0.152612046,0.063607923,4
11608,rsva,2019_W20,0.03419499,0.009640865,0.034192153,0.121194011,0.034188426,4
11609,rsva,2019_W20,0.017658274,0.00391246,0.017679656,0.079048451,0.017723977,3
11610,rsva,2019_W20,0.003946506,0.000251365,0.003965052,0.060200492,0.004002622,3
11611,rsva,2019_W20,0.005476685,0.000512536,0.005501886,0.056912381,0.005552722,3
11612,rsva,2019_W20,0.023317486,0.005247357,0.023338234,0.102965905,0.023381849,4
11613,rsva,2019_W20,0.022629146,0.006314869,0.022629257,0.080988785,0.02263052,4
11614,rsva,2019_W20,0.013331621,0.001878385,0.013336125,0.094264562,0.013346203,3
11615,rsva,2019_W20,0.007508771,0.000856093,0.007523212,0.065029831,0.007553444,3
11616,rsva,2019_W20,0.02115404,0.00385957,0.021192705,0.114569132,0.02126957,4
11601,rsva,2019_W21,0.017702465,0.008929995,0.017705035,0.035041056,0.017710539,3
11602,rsva,2019_W21,0.001006023,0.000158077,0.001025534,0.005760715,0.001066264,2
11603,rsva,2019_W21,0.014421265,0.007061475,0.014441526,0.029203653,0.014482504,3
11604,rsva,2019_W21,0.012867746,0.005605028,0.012868939,0.029502699,0.012871937,3
11605,rsva,2019_W21,0.020696567,0.009064634,0.02071658,0.046965132,0.020757435,4
11606,rsva,2019_W21,0.0131828,0.001846787,0.013201014,0.093193602,0.013237951,3
11607,rsva,2019_W21,0.049451624,0.018819782,0.049443757,0.129932955,0.049429804,4
11608,rsva,2019_W21,0.02247458,0.005022299,0.022477705,0.100349066,0.022485547,4
11609,rsva,2019_W21,0.010255215,0.001600238,0.010281386,0.064680552,0.010335013,3
11610,rsva,2019_W21,0.002068531,7.18E-05,0.00208023,0.057575756,0.002103816,2
11611,rsva,2019_W21,0.003154679,0.00017717,0.003176224,0.053926387,0.003219431,2
11612,rsva,2019_W21,0.016709599,0.003013132,0.016745587,0.091425408,0.016819721,3
11613,rsva,2019_W21,0.017603191,0.004345583,0.017603534,0.07120364,0.017605175,3
11614,rsva,2019_W21,0.009248411,0.0009709,0.009261504,0.087210747,0.009288252,3
11615,rsva,2019_W21,0.00480883,0.000368132,0.004823746,0.061594672,0.004854496,3
11616,rsva,2019_W21,0.01336579,0.001743992,0.013431776,0.099443954,0.013561641,3
11601,rsva,2019_W22,0.017980472,0.00901433,0.017973847,0.035914519,0.01796105,3
11602,rsva,2019_W22,0.000358725,3.09E-05,0.000368697,0.003589744,0.000389705,2
11603,rsva,2019_W22,0.010211934,0.004654672,0.010238397,0.022069084,0.010291661,3
11604,rsva,2019_W22,0.0077024,0.002865598,0.007702645,0.020680164,0.007703533,3
11605,rsva,2019_W22,0.014146787,0.005504359,0.014151627,0.036257088,0.014162022,3
11606,rsva,2019_W22,0.006816865,0.000575525,0.006838796,0.079102189,0.006882474,3
11607,rsva,2019_W22,0.041533137,0.01453637,0.041497768,0.119110465,0.041428644,4
11608,rsva,2019_W22,0.014418259,0.002401923,0.014430174,0.086002026,0.014455291,3
11609,rsva,2019_W22,0.005924586,0.000600754,0.005952016,0.056822683,0.006007989,3
11610,rsva,2019_W22,0.001091766,1.91E-05,0.001098938,0.059793868,0.001113347,2
11611,rsva,2019_W22,0.001825049,5.69E-05,0.001842295,0.05538286,0.001876758,2
11612,rsva,2019_W22,0.011665753,0.00161829,0.011696245,0.0827372,0.011758727,3
11613,rsva,2019_W22,0.014003876,0.003005446,0.014002657,0.065186278,0.014001133,3
11614,rsva,2019_W22,0.006363684,0.000465413,0.006383729,0.085270786,0.006423816,3
11615,rsva,2019_W22,0.003078718,0.000146934,0.003093025,0.062676825,0.003122072,2
11616,rsva,2019_W22,0.008388351,0.000722434,0.008468436,0.092136003,0.00862599,3
11601,rsva,2019_W23,0.019022354,0.009465248,0.019007944,0.038365141,0.01897958,3
11602,rsva,2019_W23,0.000129051,5.55E-06,0.000133832,0.00246227,0.000144012,1
11603,rsva,2019_W23,0.008119757,0.003495053,0.008144725,0.018531389,0.008194918,3
11604,rsva,2019_W23,0.004733436,0.001444658,0.004733434,0.015491864,0.00473371,3
11605,rsva,2019_W23,0.010046195,0.003401207,0.010044107,0.029677405,0.010040511,3
11606,rsva,2019_W23,0.0035453,0.00016538,0.003566387,0.073283998,0.003608132,2
11607,rsva,2019_W23,0.036597028,0.011694933,0.036556926,0.115098395,0.036478043,4
11608,rsva,2019_W23,0.009157123,0.001059097,0.00917716,0.078051326,0.009218296,3
11609,rsva,2019_W23,0.003429745,0.000208062,0.003455645,0.05408107,0.003508453,2
11610,rsva,2019_W23,0.00058145,4.79E-06,0.000585834,0.06728917,0.000594629,2
11611,rsva,2019_W23,0.0010637,1.70E-05,0.001076993,0.061696959,0.001103527,2
11612,rsva,2019_W23,0.008041343,0.00081404,0.008058749,0.078321304,0.008094488,3
11613,rsva,2019_W23,0.011297575,0.002056782,0.011295207,0.062026991,0.011291329,3
11614,rsva,2019_W23,0.004373626,0.000207408,0.004398519,0.089065433,0.004447874,3
11615,rsva,2019_W23,0.001979532,5.46E-05,0.001992745,0.068865607,0.002019222,2
11616,rsva,2019_W23,0.00526729,0.000275982,0.005349396,0.091962149,0.005511686,3
11601,rsva,2019_W24,0.018798338,0.009230501,0.018784783,0.038411569,0.018758081,3
11602,rsva,2019_W24,4.64E-05,9.21E-07,4.86E-05,0.00182785,5.33E-05,1
11603,rsva,2019_W24,0.007224503,0.002996463,0.007242155,0.017169939,0.007277631,3
11604,rsva,2019_W24,0.002960563,0.000703975,0.002960288,0.012440302,0.002959946,2
11605,rsva,2019_W24,0.007210208,0.002056953,0.007206286,0.025320477,0.00719888,3
11606,rsva,2019_W24,0.001841116,4.37E-05,0.0018584,0.073326059,0.001892595,2
11607,rsva,2019_W24,0.032057995,0.009209052,0.03202944,0.112021322,0.031973572,4
11608,rsva,2019_W24,0.005749944,0.000427483,0.00577451,0.075336282,0.005824579,3
11609,rsva,2019_W24,0.001978022,6.62E-05,0.002000101,0.055420015,0.002045192,2
11610,rsva,2019_W24,0.000309724,1.12E-06,0.000312381,0.081080505,0.000317716,2
11611,rsva,2019_W24,0.000619481,4.74E-06,0.000629338,0.073766525,0.000649038,2
11612,rsva,2019_W24,0.005466371,0.000378583,0.005473379,0.078176603,0.005488113,3
11613,rsva,2019_W24,0.009013412,0.001344496,0.009011191,0.060398425,0.009007527,3
11614,rsva,2019_W24,0.002986167,8.53E-05,0.003013135,0.099097814,0.003066489,2
11615,rsva,2019_W24,0.001269164,1.88E-05,0.001280903,0.081093279,0.001304229,2
11616,rsva,2019_W24,0.003290865,9.69E-05,0.003365428,0.098394708,0.003513996,2
11601,rsva,2019_W25,0.017300078,0.008285542,0.017287844,0.036239357,0.01726379,3
11602,rsva,2019_W25,1.66E-05,1.41E-07,1.75E-05,0.001446223,1.95E-05,1
11603,rsva,2019_W25,0.006945417,0.002816346,0.0069532,0.017007191,0.006968981,3
11604,rsva,2019_W25,0.00184385,0.000320886,0.001843394,0.010592156,0.001842633,2
11605,rsva,2019_W25,0.005006149,0.001150968,0.005003131,0.021817366,0.004997416,3
11606,rsva,2019_W25,0.000947581,1.06E-05,0.000960079,0.078323237,0.000984863,2
11607,rsva,2019_W25,0.02609245,0.00658736,0.026078315,0.103531712,0.026051417,4
11608,rsva,2019_W25,0.003556567,0.000157172,0.003581132,0.077223868,0.003631134,2
11609,rsva,2019_W25,0.00112903,1.93E-05,0.001146124,0.060622215,0.001181148,2
11610,rsva,2019_W25,0.000163646,2.44E-07,0.000165215,0.103427678,0.00016837,1
11611,rsva,2019_W25,0.00035765,1.22E-06,0.00036463,0.09364286,0.000378624,2
11612,rsva,2019_W25,0.003652769,0.000161079,0.003654448,0.082385309,0.003658435,2
11613,rsva,2019_W25,0.006905338,0.000806204,0.006904911,0.059045326,0.006904738,3
11614,rsva,2019_W25,0.002013396,3.21E-05,0.002039515,0.116861235,0.00209128,2
11615,rsva,2019_W25,0.000805579,5.94E-06,0.000815468,0.101458416,0.000835046,2
11616,rsva,2019_W25,0.002032926,3.12E-05,0.002094356,0.11206085,0.002217957,2
11601,rsva,2019_W26,0.014297215,0.006575946,0.014288601,0.031165922,0.014271796,3
11602,rsva,2019_W26,5.84E-06,2.01E-08,6.22E-06,0.001205139,7.05E-06,1
11603,rsva,2019_W26,0.006782411,0.002697228,0.006782287,0.017041599,0.00678231,3
11604,rsva,2019_W26,0.001111331,0.00013184,0.00111087,0.009370532,0.001110056,2
11605,rsva,2019_W26,0.003300695,0.000577883,0.003298779,0.018882725,0.003295189,2
11606,rsva,2019_W26,0.000480468,2.36E-06,0.000488625,0.088415104,0.000504862,2
11607,rsva,2019_W26,0.019580993,0.00418698,0.01957208,0.091675086,0.019555558,4
11608,rsva,2019_W26,0.0021593,5.25E-05,0.002180416,0.083780271,0.002223462,2
11609,rsva,2019_W26,0.000634361,5.14E-06,0.000646488,0.070206899,0.00067144,2
11610,rsva,2019_W26,8.52E-05,4.91E-08,8.61E-05,0.138382349,8.79E-05,1
11611,rsva,2019_W26,0.00020344,2.89E-07,0.000208135,0.125071967,0.000217589,1
11612,rsva,2019_W26,0.00239204,6.23E-05,0.002391922,0.091528448,0.002392182,2
11613,rsva,2019_W26,0.005100074,0.000440756,0.005101334,0.058795489,0.005104456,3
11614,rsva,2019_W26,0.001334117,1.11E-05,0.001357083,0.145334593,0.001402782,2
11615,rsva,2019_W26,0.000503353,1.73E-06,0.000511179,0.133835086,0.000526671,2
11616,rsva,2019_W26,0.001235366,9.18E-06,0.001281987,0.134939457,0.001376766,2
11601,rsva,2019_W27,0.010767849,0.004657719,0.010766528,0.024890371,0.010764176,3
11602,rsva,2019_W27,2.03E-06,2.66E-09,2.18E-06,0.001056986,2.51E-06,1
11603,rsva,2019_W27,0.006668397,0.002588265,0.006663168,0.017239902,0.006652958,3
11604,rsva,2019_W27,0.000655772,4.91E-05,0.000655339,0.008762207,0.000654547,2
11605,rsva,2019_W27,0.002105105,0.000262279,0.002103836,0.016919588,0.00210148,2
11606,rsva,2019_W27,0.000240965,4.88E-07,0.000245936,0.10546585,0.000255873,1
11607,rsva,2019_W27,0.013925168,0.002388021,0.013917258,0.081326131,0.01390259,3
11608,rsva,2019_W27,0.001293851,1.61E-05,0.001310313,0.096615503,0.001343958,2
11609,rsva,2019_W27,0.000352373,1.26E-06,0.000360461,0.086172898,0.000377183,2
11610,rsva,2019_W27,4.39E-05,9.24E-09,4.44E-05,0.194259314,4.54E-05,1
11611,rsva,2019_W27,0.000114463,6.39E-08,0.000117494,0.175872336,0.000123627,1
11612,rsva,2019_W27,0.001544215,2.21E-05,0.001543829,0.107825557,0.001543385,2
11613,rsva,2019_W27,0.003671788,0.000220244,0.003674307,0.060816849,0.003679882,2
11614,rsva,2019_W27,0.000872967,3.52E-06,0.000891784,0.191351108,0.000929423,2
11615,rsva,2019_W27,0.000310919,4.64E-07,0.000316793,0.186463569,0.000328442,2
11616,rsva,2019_W27,0.000741833,2.49E-06,0.00077524,0.172199425,0.000843858,2
11601,rsva,2019_W28,0.007905935,0.003142249,0.007909543,0.019823328,0.007916942,3
11602,rsva,2019_W28,7.03E-07,3.31E-10,7.60E-07,0.00097592,8.89E-07,1
11603,rsva,2019_W28,0.006366689,0.002383161,0.006360222,0.017089109,0.006347459,3
11604,rsva,2019_W28,0.000382073,1.67E-05,0.000381689,0.008753168,0.000380973,2
11605,rsva,2019_W28,0.001315805,0.000108174,0.001314976,0.016023254,0.00131345,2
11606,rsva,2019_W28,0.000120018,9.41E-08,0.000122913,0.132967169,0.000128726,1
11607,rsva,2019_W28,0.009572719,0.001228251,0.009567778,0.074678938,0.009558765,3
11608,rsva,2019_W28,0.000768954,4.54E-06,0.000780991,0.118766808,0.000805669,2
11609,rsva,2019_W28,0.000194336,2.89E-07,0.000199509,0.112191229,0.000210255,1
11610,rsva,2019_W28,2.25E-05,1.64E-09,2.27E-05,0.286329551,2.32E-05,1
11611,rsva,2019_W28,6.40E-05,1.32E-08,6.59E-05,0.260600374,6.97E-05,1
11612,rsva,2019_W28,0.000987987,7.19E-06,0.000987792,0.135271211,0.000987573,2
11613,rsva,2019_W28,0.002600252,0.000100846,0.002603585,0.066361283,0.002610729,2
11614,rsva,2019_W28,0.0005667,1.03E-06,0.000581367,0.267521642,0.000610872,2
11615,rsva,2019_W28,0.000190668,1.16E-07,0.000194901,0.274825154,0.000203322,1
11616,rsva,2019_W28,0.000442154,6.30E-07,0.000465166,0.233273663,0.000512911,2
11601,rsva,2019_W29,0.005799401,0.002064248,0.005803866,0.016207539,0.005813002,3
11602,rsva,2019_W29,2.42E-07,3.88E-11,2.63E-07,0.000946489,3.12E-07,1
11603,rsva,2019_W29,0.005721881,0.002028242,0.005716596,0.016209198,0.005706188,3
11604,rsva,2019_W29,0.000220593,5.21E-06,0.000220268,0.009372197,0.000219652,1
11605,rsva,2019_W29,0.000811357,4.06E-05,0.000810863,0.016204895,0.000809965,2
11606,rsva,2019_W29,5.94E-05,1.70E-08,6.11E-05,0.176767366,6.43E-05,1
11607,rsva,2019_W29,0.006434346,0.000570313,0.006434526,0.072411375,0.006435277,3
11608,rsva,2019_W29,0.000453995,1.19E-06,0.000462386,0.155448748,0.000479648,2
11609,rsva,2019_W29,0.000106535,6.19E-08,0.000109738,0.154594722,0.000116422,1
11610,rsva,2019_W29,1.14E-05,2.74E-10,1.16E-05,0.442405331,1.18E-05,1
11611,rsva,2019_W29,3.55E-05,2.57E-09,3.67E-05,0.406186067,3.91E-05,1
11612,rsva,2019_W29,0.000627631,2.17E-06,0.000627658,0.180738978,0.00062777,2
11613,rsva,2019_W29,0.001819427,4.23E-05,0.001823126,0.077041525,0.00183094,2
11614,rsva,2019_W29,0.000365495,2.83E-07,0.000376494,0.39688495,0.000398753,2
11615,rsva,2019_W29,0.000116217,2.72E-08,0.00011917,0.427882227,0.000125065,1
11616,rsva,2019_W29,0.000261908,1.49E-07,0.000277287,0.334903086,0.000309505,2
11601,rsva,2019_W30,0.004223061,0.001294674,0.004226581,0.013696208,0.004233881,3
11602,rsva,2019_W30,8.26E-08,4.31E-12,9.06E-08,0.00096083,1.09E-07,1
11603,rsva,2019_W30,0.004725554,0.00153787,0.004721887,0.014568146,0.004714752,3
11604,rsva,2019_W30,0.000126289,1.50E-06,0.000126022,0.010742218,0.000125509,1
11605,rsva,2019_W30,0.000494789,1.39E-05,0.000494524,0.017562028,0.000494051,2
11606,rsva,2019_W30,2.92E-05,2.90E-09,3.01E-05,0.246858501,3.19E-05,1
11607,rsva,2019_W30,0.004253551,0.000239136,0.004258633,0.074935244,0.00426867,3
11608,rsva,2019_W30,0.000266141,2.90E-07,0.00027176,0.215879318,0.000283361,1
11609,rsva,2019_W30,5.80E-05,1.24E-08,5.99E-05,0.224597226,6.40E-05,1
11610,rsva,2019_W30,5.78E-06,4.33E-11,5.84E-06,0.714387694,5.97E-06,1
11611,rsva,2019_W30,1.96E-05,4.71E-10,2.03E-05,0.663773184,2.17E-05,1
11612,rsva,2019_W30,0.000395755,6.05E-07,0.00039591,0.256542535,0.000396212,2
11613,rsva,2019_W30,0.001259742,1.63E-05,0.001263389,0.095492183,0.001271039,2
11614,rsva,2019_W30,0.000234061,7.23E-08,0.000242043,0.623000022,0.000258291,1
11615,rsva,2019_W30,7.04E-05,5.97E-09,7.24E-05,0.701423964,7.64E-05,1
11616,rsva,2019_W30,0.000154075,3.28E-08,0.000164085,0.507733546,0.000185251,1
11601,rsva,2019_W32,0.002966256,0.000736289,0.00296938,0.011865005,0.002975914,2
11602,rsva,2019_W32,2.80E-08,4.52E-13,3.09E-08,0.001016828,3.76E-08,1
11603,rsva,2019_W32,0.0035381,0.000999855,0.003536089,0.012544834,0.00353227,2
11604,rsva,2019_W32,7.16E-05,3.95E-07,7.14E-05,0.013130793,7.10E-05,1
11605,rsva,2019_W32,0.000298451,4.36E-06,0.000298313,0.020378569,0.000298071,2
11606,rsva,2019_W32,1.43E-05,4.65E-10,1.47E-05,0.360576538,1.57E-05,1
11607,rsva,2019_W32,0.002772121,9.06E-05,0.00278022,0.083121084,0.00279593,2
11608,rsva,2019_W32,0.000154654,6.59E-08,0.000158279,0.31664015,0.000165792,1
11609,rsva,2019_W32,3.13E-05,2.33E-09,3.24E-05,0.342459156,3.48E-05,1
11610,rsva,2019_W32,2.89E-06,6.48E-12,2.92E-06,1.201237953,2.98E-06,1
11611,rsva,2019_W32,1.07E-05,8.15E-11,1.11E-05,1.132761609,1.20E-05,1
11612,rsva,2019_W32,0.000247317,1.57E-07,0.000247504,0.385303909,0.00024784,1
11613,rsva,2019_W32,0.00086283,5.74E-06,0.000866097,0.126373212,0.000872928,2
11614,rsva,2019_W32,0.000148582,1.73E-08,0.000154199,1.030551077,0.000165701,1
11615,rsva,2019_W32,4.22E-05,1.23E-09,4.35E-05,1.205698274,4.62E-05,1
11616,rsva,2019_W32,8.99E-05,6.80E-09,9.62E-05,0.809241517,0.000109765,1
11601,rsva,2019_W33,0.002000502,0.000369328,0.002003932,0.010716686,0.002011091,2
11602,rsva,2019_W33,9.43E-09,4.50E-14,1.05E-08,0.001122245,1.29E-08,1
11603,rsva,2019_W33,0.002504069,0.000562433,0.002504376,0.01112514,0.00250511,2
11604,rsva,2019_W33,4.04E-05,9.67E-08,4.02E-05,0.017108307,3.99E-05,1
11605,rsva,2019_W33,0.000178715,1.26E-06,0.000178641,0.02534932,0.000178509,1
11606,rsva,2019_W33,6.91E-06,7.04E-11,7.16E-06,0.550870297,7.66E-06,1
11607,rsva,2019_W33,0.001790232,3.12E-05,0.00179936,0.099300003,0.001816979,2
11608,rsva,2019_W33,8.93E-05,1.40E-08,9.16E-05,0.490267953,9.63E-05,1
11609,rsva,2019_W33,1.68E-05,4.14E-10,1.74E-05,0.547894669,1.88E-05,1
11610,rsva,2019_W33,1.44E-06,9.21E-13,1.45E-06,2.104148934,1.48E-06,1
11611,rsva,2019_W33,5.83E-06,1.34E-11,6.06E-06,2.019225181,6.55E-06,1
11612,rsva,2019_W33,0.000153589,3.79E-08,0.000153756,0.612287872,0.000154045,1
11613,rsva,2019_W33,0.000586663,1.86E-06,0.000589402,0.178983895,0.000595123,2
11614,rsva,2019_W33,9.37E-05,3.87E-09,9.76E-05,1.796409123,0.000105566,1
11615,rsva,2019_W33,2.52E-05,2.39E-10,2.60E-05,2.17338898,2.78E-05,1
11616,rsva,2019_W33,5.21E-05,1.33E-09,5.60E-05,1.355627791,6.46E-05,1
11601,rsva,2019_W34,0.001322035,0.000164097,0.001325796,0.010464325,0.00133362,2
11602,rsva,2019_W34,3.17E-09,4.27E-15,3.53E-09,0.001293009,4.39E-09,1
11603,rsva,2019_W34,0.001722402,0.000274763,0.001725765,0.010660737,0.001732442,2
11604,rsva,2019_W34,2.27E-05,2.21E-08,2.25E-05,0.023746208,2.23E-05,1
11605,rsva,2019_W34,0.000106627,3.35E-07,0.000106584,0.03381061,0.000106505,1
11606,rsva,2019_W34,3.34E-06,1.01E-11,3.47E-06,0.880797552,3.72E-06,1
11607,rsva,2019_W34,0.001150846,9.86E-06,0.001159627,0.12806741,0.00117656,2
11608,rsva,2019_W34,5.14E-05,2.81E-09,5.28E-05,0.801296439,5.58E-05,1
11609,rsva,2019_W34,8.99E-06,6.96E-11,9.35E-06,0.920069212,1.01E-05,1
11610,rsva,2019_W34,7.16E-07,1.25E-13,7.21E-07,3.84311478,7.34E-07,1
11611,rsva,2019_W34,3.16E-06,2.08E-12,3.29E-06,3.762749825,3.57E-06,1
11612,rsva,2019_W34,9.51E-05,8.61E-09,9.52E-05,1.029675849,9.54E-05,1
