PUMA5CE,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
11603,yam,2019_W18,0.009806033,0.002141284,0.009806117,0.044842265,0.00980693,5
11604,yam,2019_W18,0.007637306,0.001640018,0.007637616,0.035507762,0.007638746,4
11605,yam,2019_W18,0.002911593,0.000516996,0.002912274,0.016350258,0.002913864,3
11606,yam,2019_W18,0.005760223,0.000826075,0.005759863,0.04010871,0.005759623,4
11607,yam,2019_W18,0.001731468,0.000147219,0.00173137,0.020324665,0.001731358,3
11608,yam,2019_W18,0.005761183,0.000746613,0.005761517,0.044358344,0.005762699,4
11609,yam,2019_W18,0.003037289,0.00028055,0.003037878,0.032775319,0.003039377,3
11610,yam,2019_W18,0.008945644,0.001452069,0.008945092,0.055037946,0.008944687,5
11611,yam,2019_W18,0.001931506,0.000134867,0.001931579,0.02758896,0.001931948,3
11612,yam,2019_W18,7.80E-05,1.22E-07,7.80E-05,0.049376089,7.82E-05,1
11613,yam,2019_W18,3.64E-06,8.31E-28,3.64E-06,1.53039E+16,3.64E-06,1
11614,yam,2019_W18,0.006845318,0.000816079,0.006844994,0.057322276,0.006844971,4
11615,yam,2019_W18,0.003536487,0.000345143,0.003536176,0.036176979,0.003535907,3
11616,yam,2019_W18,0.005251987,0.000618927,0.005251728,0.044491548,0.005251693,4
11601,yam,2019_W19,0.004620227,0.000934527,0.004620694,0.022795924,0.004621951,4
11602,yam,2019_W19,0.007189804,0.001515611,0.007190183,0.034048751,0.00719143,4
11603,yam,2019_W19,0.00753708,0.001614003,0.007537492,0.0351365,0.007538821,4
11604,yam,2019_W19,0.005723951,0.001199367,0.00572457,0.027262058,0.005726202,4
11605,yam,2019_W19,0.002056883,0.00034462,0.002057694,0.012229854,0.002059489,3
11606,yam,2019_W19,0.005206287,0.0007099,0.005205918,0.038127496,0.005205625,4
11607,yam,2019_W19,0.001614097,0.00012772,0.001613977,0.020359737,0.001613914,2
11608,yam,2019_W19,0.004413528,0.000525178,0.00441427,0.036983998,0.004416171,4
11609,yam,2019_W19,0.002243925,0.000182264,0.002244743,0.027506727,0.002246637,3
11610,yam,2019_W19,0.007934812,0.001237257,0.007934309,0.050819193,0.007933935,4
11611,yam,2019_W19,0.001506155,8.84E-05,0.00150641,0.025574174,0.001507111,2
11612,yam,2019_W19,4.64E-05,4.72E-08,4.65E-05,0.045037697,4.66E-05,1
11613,yam,2019_W19,3.04E-06,1.04E-29,3.03E-06,8.45897E+17,3.04E-06,1
11614,yam,2019_W19,0.005571896,0.000609374,0.005571918,0.050843103,0.005572497,4
11615,yam,2019_W19,0.002999879,0.000260319,0.002999683,0.034505399,0.002999606,3
11616,yam,2019_W19,0.005050754,0.000586403,0.005050475,0.043430521,0.005050382,4
11601,yam,2019_W20,0.003446352,0.000672775,0.003447059,0.017607846,0.003448727,3
11602,yam,2019_W20,0.005401587,0.001114192,0.005402261,0.026131004,0.005403984,4
11603,yam,2019_W20,0.005686041,0.001188825,0.005686777,0.027137466,0.005688641,4
11604,yam,2019_W20,0.004210642,0.000856668,0.004211536,0.020641499,0.004213626,4
11605,yam,2019_W20,0.001426233,0.00022403,0.001427095,0.009034168,0.00142895,2
11606,yam,2019_W20,0.004618677,0.000588367,0.004618363,0.036201895,0.004618145,4
11607,yam,2019_W20,0.001476873,0.000104221,0.001476745,0.020887507,0.001476657,2
11608,yam,2019_W20,0.003318632,0.000359351,0.003319698,0.030530999,0.003322167,3
11609,yam,2019_W20,0.001627163,0.000115144,0.001628107,0.022865029,0.0016302,2
11610,yam,2019_W20,0.006908076,0.001023031,0.006907712,0.046579334,0.006907551,4
11611,yam,2019_W20,0.00115277,5.61E-05,0.00115317,0.023582814,0.00115413,2
11612,yam,2019_W20,2.71E-05,1.79E-08,2.72E-05,0.040509096,2.72E-05,1
11613,yam,2019_W20,2.48E-06,8.16E-32,2.48E-06,7.19797E+19,2.49E-06,1
11614,yam,2019_W20,0.004451546,0.000441395,0.004451949,0.044777206,0.004453205,4
11615,yam,2019_W20,0.002497665,0.000189048,0.002497641,0.032922399,0.002497872,3
11616,yam,2019_W20,0.004767483,0.000531162,0.004767183,0.042720085,0.00476703,4
11601,yam,2019_W21,0.002532949,0.000474337,0.002533855,0.013478455,0.002535865,3
11602,yam,2019_W21,0.00399842,0.000802943,0.003999371,0.019855609,0.004001561,3
11603,yam,2019_W21,0.004226522,0.000858233,0.00422756,0.020755675,0.004229942,4
11604,yam,2019_W21,0.003051869,0.000599446,0.003052988,0.015482962,0.003055459,3
11605,yam,2019_W21,0.000974407,0.000142541,0.000975256,0.006617393,0.000977054,2
11606,yam,2019_W21,0.004037152,0.000472726,0.004036959,0.034419405,0.004036945,4
11607,yam,2019_W21,0.001331446,8.07E-05,0.001331334,0.021918958,0.001331272,2
11608,yam,2019_W21,0.002458664,0.000240191,0.002459944,0.025041679,0.002462776,3
11609,yam,2019_W21,0.001162576,7.11E-05,0.001163553,0.018883534,0.001165668,2
11610,yam,2019_W21,0.005925728,0.000824367,0.005925578,0.042524572,0.005925782,4
11611,yam,2019_W21,0.000869327,3.47E-05,0.000869821,0.021676188,0.00087094,2
11612,yam,2019_W21,1.56E-05,6.65E-09,1.56E-05,0.036046898,1.57E-05,1
11613,yam,2019_W21,2.00E-06,4.43E-34,2.00E-06,8.58E+21,2.01E-06,1
11614,yam,2019_W21,0.003504171,0.00031158,0.003504926,0.039275276,0.003506814,3
11615,yam,2019_W21,0.00204895,0.000133015,0.002049119,0.031468327,0.002049702,3
11616,yam,2019_W21,0.00443394,0.000462404,0.004433646,0.042444425,0.004433486,4
11601,yam,2019_W23,0.001838025,0.000327891,0.001839087,0.010254138,0.001841368,3
11602,yam,2019_W23,0.002922185,0.000567731,0.002923394,0.014983999,0.002926038,3
11603,yam,2019_W23,0.003101785,0.000607799,0.003103104,0.015768636,0.003105982,3
11604,yam,2019_W23,0.002183923,0.000411335,0.00218522,0.011539563,0.002187995,3
11605,yam,2019_W23,0.000657275,8.89E-05,0.00065807,0.004818167,0.000659738,2
11606,yam,2019_W23,0.003484086,0.000369384,0.00348407,0.03279587,0.003484375,3
11607,yam,2019_W23,0.001185111,5.97E-05,0.001185044,0.023449264,0.001185062,2
11608,yam,2019_W23,0.001798436,0.000157169,0.001799829,0.020445159,0.001802834,3
11609,yam,2019_W23,0.000820101,4.29E-05,0.000821044,0.015518267,0.000823057,2
11610,yam,2019_W23,0.00501857,0.000648833,0.005018694,0.0387395,0.005019388,4
11611,yam,2019_W23,0.000647261,2.09E-05,0.000647801,0.019872099,0.000648991,2
11612,yam,2019_W23,8.87E-06,2.43E-09,8.89E-06,0.03178693,8.93E-06,1
11613,yam,2019_W23,1.60E-06,1.80E-36,1.59E-06,1.33E+24,1.60E-06,1
11614,yam,2019_W23,0.002723424,0.000214902,0.002724474,0.03435984,0.002726892,3
11615,yam,2019_W23,0.001659527,9.10E-05,0.001659884,0.030133777,0.001660812,2
11616,yam,2019_W23,0.004071425,0.000388364,0.004071183,0.042605292,0.004071109,4
11601,yam,2019_W24,0.001320285,0.00022257,0.001321462,0.007780741,0.001323941,2
11602,yam,2019_W24,0.002114043,0.000394341,0.002115489,0.011273178,0.00211856,3
11603,yam,2019_W24,0.002253354,0.0004228,0.002254926,0.011944913,0.002258264,3
11604,yam,2019_W24,0.001547023,0.000277177,0.001548451,0.008577046,0.001551453,2
11605,yam,2019_W24,0.000438877,5.45E-05,0.000439596,0.003498029,0.000441096,2
11606,yam,2019_W24,0.002976404,0.000281703,0.002976603,0.031368516,0.002977306,3
11607,yam,2019_W24,0.0010442,4.26E-05,0.001044199,0.025515445,0.001044342,2
11608,yam,2019_W24,0.001302207,0.000100943,0.001303628,0.016658825,0.001306645,2
11609,yam,2019_W24,0.000572668,2.55E-05,0.000573535,0.012719025,0.000575368,2
11610,yam,2019_W24,0.004207324,0.000500091,0.004207762,0.035307317,0.004209031,4
11611,yam,2019_W24,0.000477051,1.24E-05,0.000477599,0.018199901,0.000478783,2
11612,yam,2019_W24,4.99E-06,8.77E-10,5.00E-06,0.027843297,5.03E-06,1
11613,yam,2019_W24,1.26E-06,5.85E-39,1.26E-06,2.53E+26,1.26E-06,1
11614,yam,2019_W24,0.002095242,0.000145253,0.002096514,0.030048316,0.002099324,3
11615,yam,2019_W24,0.001330535,6.09E-05,0.001331055,0.028938883,0.001332281,2
11616,yam,2019_W24,0.00370077,0.000316087,0.003700631,0.0432404,0.003700746,3
11601,yam,2019_W26,0.000940097,0.000148369,0.000941351,0.00590294,0.000943963,2
11602,yam,2019_W26,0.001516024,0.000269013,0.001517678,0.008478763,0.001521137,2
11603,yam,2019_W26,0.001622685,0.000288835,0.00162448,0.00904647,0.001628229,2
11604,yam,2019_W26,0.001086283,0.000183406,0.001087799,0.006374099,0.001090956,2
11605,yam,2019_W26,0.000290487,3.28E-05,0.000291122,0.002537431,0.00029244,1
11606,yam,2019_W26,0.002520471,0.000210104,0.002520911,0.030138321,0.002522067,3
11607,yam,2019_W26,0.000912001,2.94E-05,0.000912082,0.028159161,0.000912379,2
11608,yam,2019_W26,0.000934657,6.37E-05,0.000936044,0.013567018,0.00093896,2
11609,yam,2019_W26,0.000396393,1.49E-05,0.000397162,0.010410467,0.000398779,2
11610,yam,2019_W26,0.003496378,0.000377886,0.003497161,0.032244173,0.003499076,3
11611,yam,2019_W26,0.000348529,7.20E-06,0.000349056,0.01666305,0.000350183,1
11612,yam,2019_W26,2.78E-06,3.12E-10,2.79E-06,0.024256548,2.81E-06,1
11613,yam,2019_W26,9.82E-07,1.58E-41,9.82E-07,5.68E+28,9.85E-07,1
11614,yam,2019_W26,0.001597866,9.64E-05,0.001599289,0.02629931,0.001602357,2
11615,yam,2019_W26,0.00105744,3.99E-05,0.00105809,0.027876827,0.001059554,2
11616,yam,2019_W26,0.003334449,0.000250064,0.003334469,0.044356011,0.003334881,3
11601,yam,2019_W31,0.000664923,9.72E-05,0.000666217,0.004491665,0.000668895,2
11602,yam,2019_W31,0.001079917,0.000180317,0.001081741,0.006397139,0.001085518,2
11603,yam,2019_W31,0.001160731,0.000193872,0.001162703,0.006873263,0.001166786,2
11604,yam,2019_W31,0.000757673,0.000119246,0.000759234,0.004751723,0.000762464,2
11605,yam,2019_W31,0.000190987,1.94E-05,0.000191537,0.001844101,0.000192676,1
11606,yam,2019_W31,0.002120138,0.00015364,0.002120831,0.02913346,0.002122467,3
11607,yam,2019_W31,0.000791225,1.98E-05,0.000791393,0.031479076,0.000791857,2
11608,yam,2019_W31,0.000666374,3.96E-05,0.000667684,0.011069124,0.00067042,2
11609,yam,2019_W31,0.000272548,8.57E-06,0.000273213,0.008527172,0.000274603,1
11610,yam,2019_W31,0.002886179,0.000280416,0.002887328,0.029577218,0.002889934,3
11611,yam,2019_W31,0.000252933,4.13E-06,0.000253422,0.015275851,0.000254457,1
11612,yam,2019_W31,1.54E-06,1.10E-10,1.55E-06,0.021059791,1.56E-06,1
11613,yam,2019_W31,7.62E-07,3.70E-44,7.62E-07,1.45E+31,7.65E-07,1
11614,yam,2019_W31,0.001210431,6.29E-05,0.001211937,0.023083842,0.001215137,2
11615,yam,2019_W31,0.000834792,2.56E-05,0.000835536,0.026969359,0.000837166,2
11616,yam,2019_W31,0.002984343,0.000192978,0.00298457,0.04601693,0.002985381,3
11601,yam,2019_W32,0.00046807,6.26E-05,0.000469366,0.003438081,0.000472039,2
11602,yam,2019_W32,0.000765624,0.000118802,0.00076756,0.004857491,0.000771551,2
11603,yam,2019_W32,0.00082636,0.000127915,0.000828449,0.005255584,0.000832755,2
11604,yam,2019_W32,0.000525971,7.62E-05,0.00052753,0.003564179,0.000530745,2
11605,yam,2019_W32,0.000124974,1.13E-05,0.000125443,0.001346224,0.000126414,1
11606,yam,2019_W32,0.001774955,0.000110399,0.001775901,0.028380458,0.001778018,3
11607,yam,2019_W32,0.000683197,1.30E-05,0.00068345,0.035621534,0.000684078,2
11608,yam,2019_W32,0.000472852,2.42E-05,0.000474058,0.00906766,0.000476566,2
11609,yam,2019_W32,0.000186509,4.87E-06,0.000187072,0.007004023,0.000188245,1
11610,yam,2019_W32,0.002371203,0.000204657,0.002372726,0.027314218,0.002376043,3
11611,yam,2019_W32,0.000182689,2.34E-06,0.000183129,0.014045669,0.000184056,1
11612,yam,2019_W32,8.50E-07,3.85E-11,8.53E-07,0.018257473,8.59E-07,1
11613,yam,2019_W32,5.89E-07,7.70E-47,5.89E-07,4.14E+33,5.91E-07,1
11614,yam,2019_W32,0.0009126,4.04E-05,0.000914132,0.020359841,0.000917355,2
11615,yam,2019_W32,0.000655906,1.62E-05,0.000656708,0.026238671,0.000658435,2
11616,yam,2019_W32,0.002658361,0.000145728,0.002658839,0.04831651,0.002660134,3
11601,yam,2019_W33,0.000328657,3.98E-05,0.000329918,0.002655225,0.000332514,1
11602,yam,2019_W33,0.000541418,7.70E-05,0.000543398,0.003724155,0.00054747,2
11603,yam,2019_W33,0.000586813,8.30E-05,0.000588946,0.00405743,0.000593334,2
11604,yam,2019_W33,0.000364195,4.80E-05,0.000365704,0.002698277,0.000368815,1
11605,yam,2019_W33,8.16E-05,6.53E-06,8.20E-05,0.000989855,8.28E-05,1
11606,yam,2019_W33,0.001482187,7.81E-05,0.001483372,0.027915312,0.001485947,2
11607,yam,2019_W33,0.000588416,8.42E-06,0.000588747,0.040808665,0.000589522,2
11608,yam,2019_W33,0.000334676,1.47E-05,0.000335763,0.007476332,0.000338018,1
11609,yam,2019_W33,0.000127306,2.74E-06,0.000127775,0.005782264,0.00012875,1
11610,yam,2019_W33,0.001943151,0.000147168,0.001945036,0.025458678,0.001949049,3
11611,yam,2019_W33,0.000131617,1.31E-06,0.000132004,0.012978748,0.000132815,1
11612,yam,2019_W33,4.68E-07,1.34E-11,4.69E-07,0.015839664,4.73E-07,1
11613,yam,2019_W33,4.54E-07,1.46E-49,4.54E-07,1.29E+36,4.56E-07,1
11614,yam,2019_W33,0.000686299,2.57E-05,0.000687809,0.018084991,0.000690963,2
11615,yam,2019_W33,0.000514041,1.01E-05,0.000514868,0.02571618,0.000516628,2
11616,yam,2019_W33,0.002361955,0.000108033,0.002362716,0.051402136,0.002364562,3
11601,yam,2019_W34,0.000230502,2.49E-05,0.000231694,0.002073232,0.000234147,1
11602,yam,2019_W34,0.000382427,4.91E-05,0.000384379,0.002889381,0.000388389,1
11603,yam,2019_W34,0.000416225,5.31E-05,0.000418327,0.003169623,0.000422646,2
11604,yam,2019_W34,0.000251886,2.97E-05,0.000253305,0.002066067,0.000256227,1
11605,yam,2019_W34,5.32E-05,3.71E-06,5.35E-05,0.000734421,5.42E-05,1
11606,yam,2019_W34,0.001236282,5.46E-05,0.001237684,0.027756309,0.001240676,2
11607,yam,2019_W34,0.000506199,5.37E-06,0.000506598,0.047320121,0.0005075,2
11608,yam,2019_W34,0.000236604,8.78E-06,0.000237568,0.006214314,0.000239562,1
11609,yam,2019_W34,8.68E-05,1.52E-06,8.72E-05,0.00480524,8.80E-05,1
11610,yam,2019_W34,0.001590535,0.000104385,0.001592754,0.023988317,0.001597412,2
11611,yam,2019_W34,9.47E-05,7.26E-07,9.50E-05,0.012067744,9.57E-05,1
11612,yam,2019_W34,2.57E-07,4.64E-12,2.58E-07,0.013771853,2.60E-07,1
11613,yam,2019_W34,3.49E-07,2.56E-52,3.49E-07,4.32E+38,3.51E-07,1
11614,yam,2019_W34,0.00051552,1.61E-05,0.000516971,0.016201892,0.000519988,2
11615,yam,2019_W34,0.000402395,6.27E-06,0.000403221,0.0254162,0.000404964,2
11616,yam,2019_W34,0.002096177,7.88E-05,0.002097245,0.055433991,0.002099688,3
11601,yam,2019_W35,0.000161605,1.53E-05,0.000162701,0.001638639,0.000164958,1
11602,yam,2019_W35,0.000270031,3.08E-05,0.000271887,0.002271586,0.000275704,1
11603,yam,2019_W35,0.000295125,3.34E-05,0.000297125,0.002508776,0.000301237,1
11604,yam,2019_W35,0.00017415,1.81E-05,0.000175444,0.001602056,0.000178111,1
11605,yam,2019_W35,3.47E-05,2.09E-06,3.49E-05,0.000550453,3.55E-05,1
11606,yam,2019_W35,0.001030814,3.76E-05,0.001032404,0.027912499,0.001035757,2
11607,yam,2019_W35,0.000435318,3.38E-06,0.000435773,0.055510027,0.000436779,2
11608,yam,2019_W35,0.000167213,5.20E-06,0.000168054,0.00521218,0.000169791,1
11609,yam,2019_W35,5.92E-05,8.41E-07,5.95E-05,0.004023337,6.01E-05,1
11610,yam,2019_W35,0.001301452,7.31E-05,0.001303961,0.022869498,0.001309178,2
11611,yam,2019_W35,6.81E-05,4.00E-07,6.84E-05,0.011298544,6.90E-05,1
11612,yam,2019_W35,1.41E-07,1.60E-12,1.42E-07,0.01201011,1.43E-07,1
11613,yam,2019_W35,2.69E-07,4.21E-55,2.69E-07,1.54E+41,2.70E-07,1
11614,yam,2019_W35,0.000387102,1.00E-05,0.000388468,0.014650835,0.000391299,2
11615,yam,2019_W35,0.000314888,3.84E-06,0.000315692,0.025343108,0.000317378,1
11616,yam,2019_W35,0.001859656,5.67E-05,0.001861042,0.0605963,0.001864111,3
