CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
Cascade/Eastlake,rsva,2019_W06,0.099582486,0.040638004,0.099605752,0.243507126,0.099656367,5
Cedar Park/Meadowbrook,rsva,2019_W06,0.027360994,0.01107341,0.027384741,0.067225113,0.027433498,5
Central Area/Squire Park,rsva,2019_W06,0.017700863,0.006820022,0.017704502,0.045848297,0.017712518,4
Columbia City,rsva,2019_W06,0.005493093,0.001104502,0.005497519,0.027156539,0.005506734,4
Downtown Commercial Core,rsva,2019_W06,0.090982865,0.037538628,0.090995833,0.220162419,0.091025253,5
Duwamish/SODO,rsva,2019_W06,0.040869744,0.010752824,0.040870593,0.1551286,0.04087461,5
Fauntleroy/Seaview,rsva,2019_W06,0.011227069,0.002393588,0.01124848,0.052030987,0.011292261,4
First Hill,rsva,2019_W06,0.038436369,0.015647868,0.038429211,0.094431869,0.038416301,5
Fremont,rsva,2019_W06,0.016302903,0.005224376,0.016314005,0.050627973,0.01633695,4
Georgetown,rsva,2019_W06,0.000321481,9.28E-07,0.00032418,0.105663924,0.000329673,2
Green Lake,rsva,2019_W06,0.047350863,0.015031843,0.047383433,0.14842974,0.047450947,5
Greenwood/Phinney Ridge,rsva,2019_W06,0.014147421,0.003851572,0.014158884,0.051670447,0.014182847,4
Haller Lake,rsva,2019_W06,0.002221178,5.40E-05,0.002231609,0.088627541,0.002252698,3
High Point,rsva,2019_W06,0.030101821,0.007900195,0.030106275,0.114458686,0.030116924,5
Highland Park,rsva,2019_W06,3.92E-06,1.37E-32,3.92E-06,1.06E+21,3.93E-06,1
Interbay,rsva,2019_W06,0.031708627,0.012373575,0.031726262,0.080936015,0.031762876,5
Judkins Park,rsva,2019_W06,0.056170863,0.019589333,0.05615928,0.161092534,0.05613857,5
Laurelhurst/Sand Point,rsva,2019_W06,0.035394129,0.011722757,0.035409647,0.106496113,0.035442634,5
Licton Springs,rsva,2019_W06,0.000173039,2.02E-07,0.000175907,0.134186051,0.00018175,2
Madison Park,rsva,2019_W06,0.00074158,3.39E-06,0.000744671,0.157797292,0.00075102,3
Madrona/Leschi,rsva,2019_W06,0.040279057,0.012163872,0.040279525,0.133221632,0.040282506,5
Magnolia,rsva,2019_W06,0.00177903,5.14E-05,0.001788965,0.059527774,0.001809226,3
Miller Park,rsva,2019_W06,0.001680243,6.95E-05,0.001690369,0.039168106,0.001710832,3
Montlake/Portage Bay,rsva,2019_W06,0.020988394,0.006197629,0.020991782,0.07093355,0.020999723,4
Mt. Baker/North Rainier,rsva,2019_W06,0.011002271,0.001382897,0.011046752,0.085428448,0.011137384,4
NA,rsva,2019_W06,6.68E-06,6.72E-33,6.68E-06,6.27E+21,6.69E-06,1
North Beach/Blue Ridge,rsva,2019_W06,0.007348723,0.001132116,0.007354781,0.047399209,0.007367425,4
North Beacon Hill/Jefferson Park,rsva,2019_W06,0.083614996,0.031347778,0.083602345,0.223014235,0.083580445,5
North Capitol Hill,rsva,2019_W06,3.17E-06,1.77E-32,3.17E-06,5.37E+20,3.18E-06,1
North Delridge,rsva,2019_W06,0.015457254,0.002105526,0.015462893,0.113035171,0.015475578,4
Northgate/Maple Leaf,rsva,2019_W06,0.015339224,0.005904719,0.015350866,0.039645772,0.01537488,4
Olympic Hills/Victory Heights,rsva,2019_W06,0.01304946,0.00401312,0.013049346,0.042388511,0.013049793,4
Pioneer Square/International District,rsva,2019_W06,0.045148281,0.019495315,0.045156083,0.104375813,0.04517337,5
Queen Anne,rsva,2019_W06,0.019646719,0.00766483,0.019648773,0.050286041,0.019653684,4
Rainier Beach,rsva,2019_W06,0.011887243,0.00258273,0.011893211,0.054481496,0.011905973,4
Ravenna/Bryant,rsva,2019_W06,0.006993642,0.002119196,0.006991725,0.02308966,0.006988242,4
Riverview,rsva,2019_W06,0.013143192,0.001335728,0.013145251,0.128940992,0.013150726,4
Roxhill/Westwood,rsva,2019_W06,0.003835936,0.000205885,0.003839544,0.070898494,0.003847276,3
Seward Park,rsva,2019_W06,5.24E-05,6.63E-08,5.34E-05,0.036989384,5.56E-05,2
South Beacon Hill/NewHolly,rsva,2019_W06,0.000313549,5.89E-07,0.000315528,0.160166376,0.000319566,2
South Park,rsva,2019_W06,3.08E-06,1.83E-32,3.08E-06,4.90E+20,3.09E-06,1
Sunset Hill/Loyal Heights,rsva,2019_W06,0.022757852,0.007376649,0.022835546,0.068829906,0.022993541,4
University District,rsva,2019_W06,0.004057114,0.000532789,0.004078494,0.029946438,0.004121454,3
Wallingford,rsva,2019_W06,0.020744818,0.008536612,0.020752103,0.050272609,0.020767531,4
Wedgwood/View Ridge,rsva,2019_W06,0.024122095,0.008875715,0.024151327,0.065059311,0.024211073,4
West Seattle Junction/Genesee Hill,rsva,2019_W06,0.020287555,0.005627351,0.020313471,0.07253671,0.02036651,4
Whittier Heights,rsva,2019_W06,0.01011291,0.002680145,0.010122829,0.037904202,0.010143182,4
Alki/Admiral,rsva,2019_W07,0.00114222,2.90E-05,0.001153984,0.042288811,0.001178026,3
Arbor Heights,rsva,2019_W07,0.008683268,0.001317363,0.008695321,0.056692745,0.008720047,4
Ballard,rsva,2019_W07,0.04185619,0.015554007,0.041870624,0.112317495,0.041901266,5
Beacon Hill,rsva,2019_W07,0.001687478,3.91E-05,0.001696055,0.070515349,0.001713407,3
Belltown,rsva,2019_W07,0.028236038,0.009155188,0.028229107,0.087112298,0.028216563,5
Broadview/Bitter Lake,rsva,2019_W07,0.03076906,0.008520251,0.030771327,0.110938032,0.030777491,5
Capitol Hill,rsva,2019_W07,0.017944953,0.005003214,0.017945681,0.064272377,0.017948187,4
Cascade/Eastlake,rsva,2019_W07,0.19817154,0.088371038,0.198153087,0.444298653,0.19812291,5
Cedar Park/Meadowbrook,rsva,2019_W07,0.029485435,0.012032699,0.029520217,0.071722913,0.0295913,5
Central Area/Squire Park,rsva,2019_W07,0.01839076,0.007152157,0.018402518,0.047080711,0.018426871,4
Columbia City,rsva,2019_W07,0.008228699,0.001977591,0.00824016,0.033930303,0.008263532,4
Downtown Commercial Core,rsva,2019_W07,0.156426047,0.068421267,0.156402339,0.357653531,0.156360276,5
Duwamish/SODO,rsva,2019_W07,0.051844546,0.014685117,0.051855415,0.182605351,0.051879966,5
Fauntleroy/Seaview,rsva,2019_W07,0.010538963,0.002186457,0.010572591,0.049836664,0.010640941,4
First Hill,rsva,2019_W07,0.052969913,0.022539891,0.052958613,0.124531359,0.052937855,5
Fremont,rsva,2019_W07,0.024362982,0.008487517,0.024363943,0.069848814,0.02436692,4
Georgetown,rsva,2019_W07,0.000684172,4.82E-06,0.000688689,0.093148632,0.000697885,3
Green Lake,rsva,2019_W07,0.078385087,0.027507479,0.078386019,0.223134092,0.078391436,5
Greenwood/Phinney Ridge,rsva,2019_W07,0.025779057,0.008551076,0.025792734,0.077409008,0.025821464,4
Haller Lake,rsva,2019_W07,0.003984418,0.000179945,0.003995459,0.08661614,0.004017943,3
High Point,rsva,2019_W07,0.037593732,0.010564258,0.037607876,0.133343199,0.037638305,5
Highland Park,rsva,2019_W07,6.28E-06,3.38E-30,6.28E-06,1.10932E+19,6.29E-06,1
Interbay,rsva,2019_W07,0.054033987,0.022789176,0.054042906,0.12789742,0.054062764,5
Judkins Park,rsva,2019_W07,0.063898669,0.022755051,0.063885293,0.179471141,0.063861337,5
Laurelhurst/Sand Point,rsva,2019_W07,0.05893826,0.021823689,0.058967411,0.158590693,0.05902862,5
Licton Springs,rsva,2019_W07,0.000404142,1.26E-06,0.000409689,0.118998261,0.000420958,3
Madison Park,rsva,2019_W07,0.001329068,1.34E-05,0.001332827,0.12881511,0.001340603,3
Madrona/Leschi,rsva,2019_W07,0.044857127,0.014040288,0.044881656,0.142724925,0.04493307,5
Magnolia,rsva,2019_W07,0.003709531,0.000207901,0.003723728,0.06461791,0.003752727,3
Miller Park,rsva,2019_W07,0.003509527,0.000270268,0.003522668,0.044523885,0.003549291,3
Montlake/Portage Bay,rsva,2019_W07,0.034007749,0.011614974,0.034009925,0.099437795,0.034015864,5
Mt. Baker/North Rainier,rsva,2019_W07,0.026102718,0.005224519,0.026154326,0.128798338,0.026260105,4
NA,rsva,2019_W07,1.06E-05,1.70E-30,1.06E-05,6.32197E+19,1.07E-05,2
North Beach/Blue Ridge,rsva,2019_W07,0.011774057,0.002359617,0.011773815,0.058669079,0.011774121,4
North Beacon Hill/Jefferson Park,rsva,2019_W07,0.091439966,0.035136047,0.091466713,0.237372624,0.091524115,5
North Capitol Hill,rsva,2019_W07,5.09E-06,4.32E-30,5.09E-06,5.70809E+18,5.10E-06,1
North Delridge,rsva,2019_W07,0.026252378,0.004882506,0.026251942,0.140947446,0.026253022,4
Northgate/Maple Leaf,rsva,2019_W07,0.020319046,0.008195367,0.020337594,0.05008162,0.020375658,4
Olympic Hills/Victory Heights,rsva,2019_W07,0.016902156,0.005623326,0.016909684,0.050625999,0.016925593,4
Pioneer Square/International District,rsva,2019_W07,0.054018385,0.023826624,0.054034593,0.122171782,0.054069022,5
Queen Anne,rsva,2019_W07,0.033315675,0.014180387,0.033313585,0.078238113,0.033310603,5
Rainier Beach,rsva,2019_W07,0.020351496,0.005551793,0.020350294,0.074537917,0.020349036,4
Ravenna/Bryant,rsva,2019_W07,0.010190515,0.003457622,0.010188201,0.030041906,0.010184032,4
Riverview,rsva,2019_W07,0.020685844,0.00292732,0.020686595,0.145883856,0.020689903,4
Roxhill/Westwood,rsva,2019_W07,0.007185726,0.000654783,0.007189288,0.078464602,0.007197212,4
Seward Park,rsva,2019_W07,0.000137521,4.74E-07,0.000139808,0.036219559,0.000144485,2
South Beacon Hill/NewHolly,rsva,2019_W07,0.000605104,2.79E-06,0.000607962,0.127090427,0.000613811,3
South Park,rsva,2019_W07,4.95E-06,4.46E-30,4.94E-06,5.22539E+18,4.95E-06,1
Sunset Hill/Loyal Heights,rsva,2019_W07,0.059104321,0.024056731,0.059145558,0.14453132,0.059230689,5
University District,rsva,2019_W07,0.007824421,0.001525754,0.007841862,0.039569768,0.007877113,4
Wallingford,rsva,2019_W07,0.03458212,0.015177818,0.034578947,0.078774441,0.034573807,5
Wedgwood/View Ridge,rsva,2019_W07,0.023471664,0.008581447,0.023517129,0.063456536,0.023609819,4
West Seattle Junction/Genesee Hill,rsva,2019_W07,0.024115629,0.007028513,0.024159412,0.08182138,0.024248488,4
Whittier Heights,rsva,2019_W07,0.015379903,0.004627435,0.015389866,0.050876371,0.015410508,4
Alki/Admiral,rsva,2019_W08,0.002896999,0.000151073,0.002918947,0.053127663,0.002963695,3
Arbor Heights,rsva,2019_W08,0.018767176,0.00415661,0.018772395,0.084483964,0.018784031,4
Ballard,rsva,2019_W08,0.066677716,0.026512847,0.066679883,0.167516246,0.066686849,5
Beacon Hill,rsva,2019_W08,0.003353176,0.00014793,0.003362987,0.074555835,0.003382952,3
Belltown,rsva,2019_W08,0.04378491,0.01566774,0.043773515,0.122422021,0.043752551,5
Broadview/Bitter Lake,rsva,2019_W08,0.026851518,0.00689835,0.026864933,0.104097097,0.026893276,5
Capitol Hill,rsva,2019_W08,0.028819059,0.009185321,0.028833686,0.09007049,0.028864544,5
Cascade/Eastlake,rsva,2019_W08,0.330275688,0.153618003,0.330239768,0.710016719,0.330178471,5
Cedar Park/Meadowbrook,rsva,2019_W08,0.038721389,0.016263547,0.038752215,0.091711584,0.038815599,5
Central Area/Squire Park,rsva,2019_W08,0.021283703,0.008437304,0.021304374,0.053356101,0.021346786,4
Columbia City,rsva,2019_W08,0.013827383,0.003889936,0.013848049,0.048687976,0.013890102,4
Downtown Commercial Core,rsva,2019_W08,0.212110513,0.095448117,0.212084281,0.471343198,0.212038849,5
Duwamish/SODO,rsva,2019_W08,0.071304259,0.021607304,0.071321208,0.234733967,0.071358854,5
Fauntleroy/Seaview,rsva,2019_W08,0.011289224,0.00232249,0.011335852,0.053558217,0.011430526,4
First Hill,rsva,2019_W08,0.07056584,0.031103341,0.070555864,0.160101438,0.070538356,5
Fremont,rsva,2019_W08,0.037904234,0.014136486,0.037892887,0.101709186,0.037871705,5
Georgetown,rsva,2019_W08,0.001498156,2.35E-05,0.001505194,0.09262122,0.001519547,3
Green Lake,rsva,2019_W08,0.129186409,0.048928153,0.129155242,0.341246086,0.129098095,5
Greenwood/Phinney Ridge,rsva,2019_W08,0.047654492,0.018091844,0.047666783,0.125231789,0.047693369,5
Haller Lake,rsva,2019_W08,0.007310764,0.000551641,0.007319406,0.096017195,0.007337401,4
High Point,rsva,2019_W08,0.051131732,0.015360622,0.051154252,0.169599841,0.051202151,5
Highland Park,rsva,2019_W08,1.04E-05,6.14E-28,1.04E-05,1.67426E+17,1.04E-05,2
Interbay,rsva,2019_W08,0.094462346,0.042268082,0.094451641,0.211084827,0.094433423,5
Judkins Park,rsva,2019_W08,0.074004022,0.026955273,0.074001635,0.203020016,0.074000184,5
Laurelhurst/Sand Point,rsva,2019_W08,0.103426002,0.041772428,0.103464509,0.255335263,0.103545928,5
Licton Springs,rsva,2019_W08,0.000971689,7.49E-06,0.000982148,0.118197072,0.001003333,3
Madison Park,rsva,2019_W08,0.002446805,4.97E-05,0.002450419,0.118951511,0.002458045,3
Madrona/Leschi,rsva,2019_W08,0.056246562,0.01834903,0.056296644,0.171389314,0.056399904,5
Magnolia,rsva,2019_W08,0.007929597,0.000773617,0.007947084,0.080112122,0.007983003,4
Miller Park,rsva,2019_W08,0.007501794,0.000961217,0.007515314,0.057850573,0.007542962,4
Montlake/Portage Bay,rsva,2019_W08,0.05582658,0.021057369,0.055823205,0.147922111,0.055818763,5
Mt. Baker/North Rainier,rsva,2019_W08,0.062631022,0.017575116,0.062669756,0.222166229,0.062751268,5
NA,rsva,2019_W08,1.75E-05,3.13E-28,1.75E-05,9.31229E+17,1.75E-05,2
North Beach/Blue Ridge,rsva,2019_W08,0.018452071,0.004416,0.01844657,0.077127116,0.018436667,4
North Beacon Hill/Jefferson Park,rsva,2019_W08,0.11235769,0.044384935,0.112435085,0.283100418,0.11259501,5
North Capitol Hill,rsva,2019_W08,8.41E-06,7.77E-28,8.40E-06,8.7095E+16,8.41E-06,2
North Delridge,rsva,2019_W08,0.044198941,0.010258645,0.044189806,0.190391055,0.044174304,5
Northgate/Maple Leaf,rsva,2019_W08,0.032903106,0.014088909,0.032919067,0.076575405,0.03295234,5
Olympic Hills/Victory Heights,rsva,2019_W08,0.024183468,0.008645347,0.024199822,0.067330551,0.024233711,4
Pioneer Square/International District,rsva,2019_W08,0.074265391,0.033687445,0.074277925,0.163449176,0.074305616,5
Queen Anne,rsva,2019_W08,0.054939676,0.024781413,0.054931115,0.121815858,0.054915804,5
Rainier Beach,rsva,2019_W08,0.033275338,0.010543202,0.033268424,0.105029812,0.033256206,5
Ravenna/Bryant,rsva,2019_W08,0.015625534,0.005796347,0.015622909,0.042123224,0.015618323,4
Riverview,rsva,2019_W08,0.032507763,0.005908749,0.032507052,0.178586614,0.032508067,5
Roxhill/Westwood,rsva,2019_W08,0.013716196,0.001907757,0.013717153,0.098396951,0.013720275,4
Seward Park,rsva,2019_W08,0.000371455,3.22E-06,0.000376492,0.039633725,0.000386757,2
South Beacon Hill/NewHolly,rsva,2019_W08,0.001201166,1.24E-05,0.001204815,0.113633791,0.001212331,3
South Park,rsva,2019_W08,8.17E-06,8.02E-28,8.17E-06,7.98508E+16,8.18E-06,2
Sunset Hill/Loyal Heights,rsva,2019_W08,0.139856867,0.063893331,0.139847232,0.306031155,0.139832599,5
University District,rsva,2019_W08,0.01509439,0.003906596,0.015100649,0.058114008,0.015113962,4
Wallingford,rsva,2019_W08,0.054756587,0.025142314,0.054746171,0.119293065,0.054727074,5
Wedgwood/View Ridge,rsva,2019_W08,0.028290387,0.010560536,0.028344907,0.074916581,0.028456284,5
West Seattle Junction/Genesee Hill,rsva,2019_W08,0.033109183,0.010282538,0.033164936,0.105505224,0.033278454,5
Whittier Heights,rsva,2019_W08,0.025068555,0.008405994,0.025071981,0.074627467,0.025079953,4
Alki/Admiral,rsva,2019_W09,0.006960786,0.000665106,0.006995335,0.07071903,0.007065702,4
Arbor Heights,rsva,2019_W09,0.037391702,0.010729452,0.037385245,0.130283232,0.037374306,5
Ballard,rsva,2019_W09,0.100093476,0.041820044,0.100080522,0.239546753,0.100058302,5
Beacon Hill,rsva,2019_W09,0.006293114,0.000472477,0.006300926,0.083039159,0.00631716,4
Belltown,rsva,2019_W09,0.056730694,0.021228421,0.056718844,0.151645698,0.05669741,5
Broadview/Bitter Lake,rsva,2019_W09,0.022623145,0.005168844,0.022640949,0.098451062,0.022678043,4
Capitol Hill,rsva,2019_W09,0.046422401,0.016435153,0.046465891,0.130320287,0.046555494,5
Cascade/Eastlake,rsva,2019_W09,0.419733376,0.198122112,0.4196931,0.889091963,0.419625719,5
Cedar Park/Meadowbrook,rsva,2019_W09,0.053777544,0.023353762,0.053791545,0.123561959,0.05382161,5
Central Area/Squire Park,rsva,2019_W09,0.026947909,0.010993546,0.026971708,0.0656796,0.027020663,5
Columbia City,rsva,2019_W09,0.024073477,0.007763895,0.024098058,0.074144914,0.024148451,4
Downtown Commercial Core,rsva,2019_W09,0.223793091,0.100714374,0.223764082,0.497274745,0.223713468,5
Duwamish/SODO,rsva,2019_W09,0.096769143,0.031042844,0.096787444,0.301022832,0.096828975,5
Fauntleroy/Seaview,rsva,2019_W09,0.012890977,0.002680901,0.012947438,0.060416687,0.013062131,4
First Hill,rsva,2019_W09,0.083761422,0.037770347,0.083775656,0.185442875,0.08380712,5
Fremont,rsva,2019_W09,0.051462617,0.020033143,0.051447834,0.13229698,0.051420174,5
Georgetown,rsva,2019_W09,0.003110614,9.81E-05,0.003119677,0.096693651,0.003138265,3
Green Lake,rsva,2019_W09,0.180501749,0.071717622,0.180466802,0.454396723,0.180403789,5
Greenwood/Phinney Ridge,rsva,2019_W09,0.082508991,0.034150838,0.082510356,0.199163026,0.082516159,5
Haller Lake,rsva,2019_W09,0.012588305,0.001417726,0.01259077,0.111425505,0.01259684,4
High Point,rsva,2019_W09,0.068739662,0.021913599,0.068769894,0.214873079,0.068834088,5
Highland Park,rsva,2019_W09,1.62E-05,6.83E-26,1.62E-05,3.70624E+15,1.62E-05,2
Interbay,rsva,2019_W09,0.141461819,0.065504174,0.141440619,0.305536991,0.141402714,5
Judkins Park,rsva,2019_W09,0.084780262,0.031471649,0.084799734,0.227886972,0.084842588,5
Laurelhurst/Sand Point,rsva,2019_W09,0.171671343,0.073777449,0.171710197,0.398648396,0.171794385,5
Licton Springs,rsva,2019_W09,0.002217388,3.83E-05,0.002234699,0.122422512,0.002269706,3
Madison Park,rsva,2019_W09,0.004259671,0.00015631,0.004261647,0.115424484,0.004266189,3
Madrona/Leschi,rsva,2019_W09,0.074048047,0.025265606,0.074116154,0.215701139,0.074256525,5
Magnolia,rsva,2019_W09,0.015953842,0.002407509,0.015969512,0.10495972,0.01600228,4
Miller Park,rsva,2019_W09,0.015038219,0.002839761,0.015045734,0.079291325,0.015061818,4
Montlake/Portage Bay,rsva,2019_W09,0.08372307,0.033591783,0.083712945,0.208633459,0.083695915,5
Mt. Baker/North Rainier,rsva,2019_W09,0.136883894,0.047606677,0.136889739,0.393107327,0.136907935,5
NA,rsva,2019_W09,2.72E-05,3.48E-26,2.72E-05,2.04288E+16,2.72E-05,2
North Beach/Blue Ridge,rsva,2019_W09,0.025187948,0.006669166,0.025181684,0.095144432,0.025170536,4
North Beacon Hill/Jefferson Park,rsva,2019_W09,0.150348165,0.061388564,0.150460228,0.36640286,0.15069146,5
North Capitol Hill,rsva,2019_W09,1.32E-05,8.64E-26,1.32E-05,1.93756E+15,1.32E-05,2
North Delridge,rsva,2019_W09,0.066131306,0.017733269,0.066119817,0.246557097,0.066100545,5
Northgate/Maple Leaf,rsva,2019_W09,0.057309855,0.025926704,0.057310286,0.126583341,0.05731318,5
Olympic Hills/Victory Heights,rsva,2019_W09,0.035367601,0.013482509,0.035389325,0.092379347,0.035434407,5
Pioneer Square/International District,rsva,2019_W09,0.100101046,0.046555371,0.100110601,0.214967333,0.100133091,5
Queen Anne,rsva,2019_W09,0.076139671,0.035478876,0.076130181,0.163398528,0.076113623,5
Rainier Beach,rsva,2019_W09,0.047368064,0.01639239,0.04736067,0.136861546,0.047347988,5
Ravenna/Bryant,rsva,2019_W09,0.022647899,0.00898809,0.022648601,0.057008984,0.022650949,4
Riverview,rsva,2019_W09,0.048411242,0.010526111,0.048417652,0.222173787,0.048433677,5
Roxhill/Westwood,rsva,2019_W09,0.024384613,0.00464701,0.024381028,0.127864064,0.024375594,4
Seward Park,rsva,2019_W09,0.0009526,1.89E-05,0.000962491,0.045144323,0.000982589,3
South Beacon Hill/NewHolly,rsva,2019_W09,0.002259877,4.74E-05,0.002263431,0.106486646,0.002270888,3
South Park,rsva,2019_W09,1.28E-05,8.91E-26,1.28E-05,1.77768E+15,1.28E-05,2
Sunset Hill/Loyal Heights,rsva,2019_W09,0.251428406,0.120264395,0.251398182,0.525639226,0.251345387,5
University District,rsva,2019_W09,0.026147789,0.008074292,0.026142419,0.084681776,0.026132958,4
Wallingford,rsva,2019_W09,0.071093226,0.033439526,0.071083092,0.151160824,0.071065034,5
Wedgwood/View Ridge,rsva,2019_W09,0.038726544,0.015045135,0.038779782,0.098843083,0.038889029,5
West Seattle Junction/Genesee Hill,rsva,2019_W09,0.04830397,0.016069776,0.048352625,0.144240824,0.048452553,5
Whittier Heights,rsva,2019_W09,0.038744348,0.014071351,0.038737832,0.106679422,0.038726433,5
Alki/Admiral,rsva,2019_W10,0.014636214,0.002264462,0.014676573,0.093002355,0.014758946,4
Arbor Heights,rsva,2019_W10,0.061592839,0.020643602,0.061578308,0.183825985,0.061552033,5
Ballard,rsva,2019_W10,0.122477853,0.052601705,0.12246263,0.285152776,0.122436546,5
Beacon Hill,rsva,2019_W10,0.010289106,0.001166446,0.010291719,0.090447058,0.010297877,4
Belltown,rsva,2019_W10,0.055527534,0.020798395,0.055517613,0.148260542,0.055500038,5
Broadview/Bitter Lake,rsva,2019_W10,0.017126914,0.003262637,0.017141055,0.089357908,0.017170732,4
Capitol Hill,rsva,2019_W10,0.07260506,0.027977049,0.072671563,0.187304638,0.072808403,5
Cascade/Eastlake,rsva,2019_W10,0.370723318,0.173888444,0.370689563,0.790218516,0.370633876,5
Cedar Park/Meadowbrook,rsva,2019_W10,0.068054211,0.030225907,0.06804968,0.153167683,0.068042988,5
Central Area/Squire Park,rsva,2019_W10,0.034218331,0.014420997,0.034235313,0.080906376,0.034270768,5
Columbia City,rsva,2019_W10,0.039437237,0.014190795,0.039450256,0.109294904,0.039478101,5
Downtown Commercial Core,rsva,2019_W10,0.155669861,0.067585428,0.155666529,0.358323206,0.155665421,5
Duwamish/SODO,rsva,2019_W10,0.114706468,0.038375158,0.114733043,0.342080512,0.114791831,5
Fauntleroy/Seaview,rsva,2019_W10,0.014600713,0.003122925,0.014656166,0.06675,0.014768862,4
First Hill,rsva,2019_W10,0.096582831,0.044240464,0.096617299,0.210285972,0.096689821,5
Fremont,rsva,2019_W10,0.055261832,0.021860154,0.055247327,0.139784589,0.055220357,5
Georgetown,rsva,2019_W10,0.005667356,0.000320982,0.005676013,0.098947898,0.005694029,4
Green Lake,rsva,2019_W10,0.202198485,0.082062827,0.202176322,0.498096888,0.202139707,5
Greenwood/Phinney Ridge,rsva,2019_W10,0.12042447,0.052236918,0.120409323,0.277601736,0.120383224,5
Haller Lake,rsva,2019_W10,0.018680608,0.002795846,0.018677348,0.124717943,0.018672337,4
High Point,rsva,2019_W10,0.084863707,0.02837302,0.084893939,0.253070146,0.084958775,5
Highland Park,rsva,2019_W10,2.24E-05,3.82E-24,2.24E-05,1.26463E+14,2.24E-05,2
Interbay,rsva,2019_W10,0.15597346,0.073204623,0.155961919,0.332230878,0.155943825,5
Judkins Park,rsva,2019_W10,0.092558919,0.034892301,0.092597384,0.244746076,0.092678686,5
Laurelhurst/Sand Point,rsva,2019_W10,0.250910211,0.11213098,0.250919686,0.560917893,0.250947319,5
Licton Springs,rsva,2019_W10,0.004448516,0.000155092,0.00447118,0.123632127,0.004517055,3
Madison Park,rsva,2019_W10,0.006479371,0.000381547,0.006479255,0.10975411,0.006479804,4
Madrona/Leschi,rsva,2019_W10,0.09239184,0.032913628,0.092463382,0.25799699,0.092611396,5
Magnolia,rsva,2019_W10,0.02774114,0.005744414,0.027749759,0.133542125,0.027768951,5
Miller Park,rsva,2019_W10,0.025858173,0.006376603,0.025856312,0.104765224,0.025854135,4
Montlake/Portage Bay,rsva,2019_W10,0.100960229,0.041753462,0.100950203,0.24405929,0.100933913,5
Mt. Baker/North Rainier,rsva,2019_W10,0.23879146,0.09338125,0.238782593,0.610228949,0.238774556,5
NA,rsva,2019_W10,3.73E-05,1.91E-24,3.73E-05,7.02248E+14,3.74E-05,2
North Beach/Blue Ridge,rsva,2019_W10,0.027539163,0.007518379,0.027533626,0.100865866,0.027524037,5
North Beacon Hill/Jefferson Park,rsva,2019_W10,0.204244909,0.086465159,0.204340269,0.480834108,0.204539589,5
North Capitol Hill,rsva,2019_W10,1.82E-05,4.86E-24,1.82E-05,6.60079E+13,1.82E-05,2
North Delridge,rsva,2019_W10,0.08153219,0.023794854,0.081532671,0.279041023,0.081537939,5
Northgate/Maple Leaf,rsva,2019_W10,0.084234608,0.039514904,0.084228376,0.179513353,0.08421866,5
Olympic Hills/Victory Heights,rsva,2019_W10,0.049066574,0.019721985,0.049081465,0.121765689,0.049113284,5
Pioneer Square/International District,rsva,2019_W10,0.128834438,0.060994377,0.12882729,0.272025714,0.128817119,5
Queen Anne,rsva,2019_W10,0.083426143,0.039315085,0.083419814,0.176981598,0.083409814,5
Rainier Beach,rsva,2019_W10,0.056831578,0.020492388,0.056823419,0.157588904,0.056809531,5
Ravenna/Bryant,rsva,2019_W10,0.029051176,0.012096892,0.029060714,0.069584572,0.029081008,5
Riverview,rsva,2019_W10,0.064455961,0.015849682,0.064478734,0.261270054,0.064528204,5
Roxhill/Westwood,rsva,2019_W10,0.036805071,0.008700301,0.036799951,0.155610774,0.036791982,5
Seward Park,rsva,2019_W10,0.002148977,8.83E-05,0.002164606,0.050087838,0.002196315,3
South Beacon Hill/NewHolly,rsva,2019_W10,0.003728953,0.000141427,0.003731205,0.097689318,0.003736216,3
South Park,rsva,2019_W10,1.77E-05,5.01E-24,1.77E-05,6.05514E+13,1.77E-05,2
Sunset Hill/Loyal Heights,rsva,2019_W10,0.2876949,0.139361457,0.287668893,0.593814986,0.287625618,5
University District,rsva,2019_W10,0.035796292,0.012054887,0.035788292,0.10632064,0.035773884,5
Wallingford,rsva,2019_W10,0.072177395,0.034097894,0.072170643,0.152757099,0.072159411,5
Wedgwood/View Ridge,rsva,2019_W10,0.052524185,0.02133619,0.052567757,0.128602569,0.052657843,5
West Seattle Junction/Genesee Hill,rsva,2019_W10,0.067218128,0.023738362,0.067234964,0.18988946,0.067271825,5
Whittier Heights,rsva,2019_W10,0.050758087,0.019268386,0.050744297,0.133792833,0.050718688,5
Alki/Admiral,rsva,2019_W11,0.02640667,0.005820491,0.026439143,0.118820485,0.026506066,5
Arbor Heights,rsva,2019_W11,0.081312985,0.029567083,0.081292552,0.223724002,0.08125509,5
Ballard,rsva,2019_W11,0.124237309,0.053789047,0.124226162,0.286874736,0.124208308,5
Beacon Hill,rsva,2019_W11,0.01435635,0.002174077,0.014354256,0.094712755,0.014351226,4
Belltown,rsva,2019_W11,0.041902685,0.015064268,0.041907508,0.116371749,0.041918973,5
Broadview/Bitter Lake,rsva,2019_W11,0.011361783,0.001646988,0.011370995,0.07788807,0.011390598,4
