CRA_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
West Seattle Junction/Genesee Hill,rsva,2019_W25,5.56E-05,2.88E-08,5.70E-05,0.093606982,5.97E-05,2
Whittier Heights,rsva,2019_W25,0.002412158,0.000255091,0.002411014,0.022822536,0.002408953,3
Alki/Admiral,rsva,2019_W26,0.000164508,1.85E-07,0.000171456,0.116107928,0.000186117,2
Arbor Heights,rsva,2019_W26,0.000729249,8.84E-06,0.000742523,0.054203337,0.000769575,3
Ballard,rsva,2019_W26,0.000437343,4.68E-06,0.000440726,0.038946221,0.000447599,3
Beacon Hill,rsva,2019_W26,3.07E-05,8.30E-10,3.16E-05,0.947235743,3.36E-05,2
Belltown,rsva,2019_W26,1.09E-05,4.47E-10,1.08E-05,0.275660142,1.07E-05,2
Broadview/Bitter Lake,rsva,2019_W26,1.77E-08,6.09E-16,1.77E-08,0.489698532,1.79E-08,1
Capitol Hill,rsva,2019_W26,1.73E-05,8.93E-09,1.82E-05,0.024689436,2.03E-05,2
Cascade/Eastlake,rsva,2019_W26,0.003092043,0.000284543,0.003091198,0.033577911,0.003089827,3
Cedar Park/Meadowbrook,rsva,2019_W26,1.62E-06,1.13E-10,1.68E-06,0.019095289,1.80E-06,1
Central Area/Squire Park,rsva,2019_W26,6.58E-05,2.26E-07,6.68E-05,0.017658072,6.87E-05,2
Columbia City,rsva,2019_W26,0.00235027,0.000203152,0.002349474,0.027180316,0.002348123,3
Downtown Commercial Core,rsva,2019_W26,6.39E-10,1.93E-16,6.83E-10,0.001453961,7.80E-10,1
Duwamish/SODO,rsva,2019_W26,0.002579546,5.44E-05,0.002578183,0.122276239,0.00257587,3
Fauntleroy/Seaview,rsva,2019_W26,0.000212192,2.00E-07,0.000213992,0.21344195,0.00021757,2
First Hill,rsva,2019_W26,0.007275182,0.001807008,0.007272233,0.029318709,0.007266748,4
Fremont,rsva,2019_W26,0.010825763,0.002657348,0.010822445,0.044120627,0.010816436,4
Georgetown,rsva,2019_W26,0.000379069,4.51E-07,0.000384491,0.292536923,0.000395518,2
Green Lake,rsva,2019_W26,0.000203038,2.74E-07,0.000203932,0.145666748,0.000205788,2
Greenwood/Phinney Ridge,rsva,2019_W26,0.005169428,0.00094206,0.005167774,0.028371704,0.005164823,4
Haller Lake,rsva,2019_W26,1.18E-05,6.92E-11,1.22E-05,1.658766338,1.31E-05,2
High Point,rsva,2019_W26,0.00024067,3.05E-07,0.000245134,0.170308024,0.000254245,2
Highland Park,rsva,2019_W26,5.18E-07,1.04E-45,5.18E-07,2.36E+32,5.21E-07,1
Interbay,rsva,2019_W26,0.003147694,0.000547007,0.003151187,0.017971949,0.003158379,3
Judkins Park,rsva,2019_W26,0.000983314,1.44E-05,0.000993286,0.063170033,0.001013791,3
Laurelhurst/Sand Point,rsva,2019_W26,1.32E-07,1.79E-12,1.42E-07,0.006457105,1.64E-07,1
Licton Springs,rsva,2019_W26,0.000477748,5.85E-07,0.000487931,0.344469844,0.000508644,3
Madison Park,rsva,2019_W26,4.00E-05,3.89E-10,4.07E-05,3.682309704,4.21E-05,2
Madrona/Leschi,rsva,2019_W26,0.000218143,3.84E-07,0.000223801,0.106873519,0.000235509,2
Magnolia,rsva,2019_W26,0.000151937,8.90E-08,0.000156013,0.222297834,0.00016447,2
Miller Park,rsva,2019_W26,0.000872446,1.06E-05,0.000872399,0.071265798,0.000872481,3
Montlake/Portage Bay,rsva,2019_W26,3.31E-05,9.59E-09,3.31E-05,0.113084801,3.32E-05,2
Mt. Baker/North Rainier,rsva,2019_W26,4.29E-05,2.02E-08,4.50E-05,0.069238875,4.96E-05,2
NA,rsva,2019_W26,7.94E-07,2.05E-46,7.95E-07,2.83E+33,7.98E-07,1
North Beach/Blue Ridge,rsva,2019_W26,2.17E-07,1.47E-13,2.28E-07,0.242037158,2.51E-07,1
North Beacon Hill/Jefferson Park,rsva,2019_W26,0.008397873,0.001146038,0.00839549,0.061521973,0.008391422,4
North Capitol Hill,rsva,2019_W26,4.36E-07,1.94E-45,4.36E-07,8.98E+31,4.38E-07,1
North Delridge,rsva,2019_W26,7.35E-05,1.04E-08,7.51E-05,0.460093002,7.82E-05,2
Northgate/Maple Leaf,rsva,2019_W26,3.75E-06,2.19E-09,3.98E-06,0.004672674,4.46E-06,1
Olympic Hills/Victory Heights,rsva,2019_W26,1.05E-05,2.78E-09,1.09E-05,0.032553585,1.16E-05,2
Pioneer Square/International District,rsva,2019_W26,0.000212423,2.62E-06,0.000214844,0.016083025,0.000219785,2
Queen Anne,rsva,2019_W26,0.002028669,0.00036942,0.00203041,0.01106955,0.002034035,3
Rainier Beach,rsva,2019_W26,8.30E-06,3.61E-10,8.40E-06,0.176699078,8.60E-06,2
Ravenna/Bryant,rsva,2019_W26,4.71E-05,1.88E-07,4.87E-05,0.009789169,5.22E-05,2
Riverview,rsva,2019_W26,0.000232821,1.01E-07,0.000238596,0.463937388,0.000250452,2
Roxhill/Westwood,rsva,2019_W26,0.001425327,1.77E-05,0.001434037,0.11030568,0.0014518,3
Seward Park,rsva,2019_W26,0.001288925,2.90E-05,0.001298407,0.054757349,0.001317845,3
South Beacon Hill/NewHolly,rsva,2019_W26,8.55E-05,4.43E-09,8.68E-05,1.500360097,8.94E-05,2
South Park,rsva,2019_W26,4.26E-07,2.11E-45,4.26E-07,7.89E+31,4.28E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W26,0.005773158,0.001087203,0.005773559,0.03059755,0.005774782,4
University District,rsva,2019_W26,2.99E-07,9.73E-13,3.17E-07,0.066508659,3.55E-07,1
Wallingford,rsva,2019_W26,0.002654929,0.000510751,0.00265388,0.013809881,0.002651965,3
Wedgwood/View Ridge,rsva,2019_W26,7.16E-06,2.60E-09,7.68E-06,0.013386612,8.84E-06,2
West Seattle Junction/Genesee Hill,rsva,2019_W26,2.68E-05,4.46E-09,2.75E-05,0.13641064,2.91E-05,2
Whittier Heights,rsva,2019_W26,0.002291725,0.000215071,0.002291453,0.024383144,0.002291141,3
Alki/Admiral,rsva,2019_W27,8.24E-05,3.18E-08,8.64E-05,0.163337454,9.50E-05,2
Arbor Heights,rsva,2019_W27,0.000383438,1.99E-06,0.000392393,0.064809596,0.00041077,3
Ballard,rsva,2019_W27,0.000238507,1.10E-06,0.000241042,0.048467063,0.000246204,2
Beacon Hill,rsva,2019_W27,1.64E-05,1.26E-10,1.70E-05,1.741812887,1.82E-05,2
Belltown,rsva,2019_W27,5.63E-06,6.73E-11,5.58E-06,0.489714458,5.48E-06,1
Broadview/Bitter Lake,rsva,2019_W27,6.22E-09,4.63E-17,6.25E-09,0.794504408,6.32E-09,1
Capitol Hill,rsva,2019_W27,6.64E-06,1.07E-09,7.06E-06,0.029372818,7.98E-06,2
Cascade/Eastlake,rsva,2019_W27,0.002320845,0.000157515,0.002320057,0.034175658,0.002318751,3
Cedar Park/Meadowbrook,rsva,2019_W27,6.41E-07,1.26E-11,6.66E-07,0.02607981,7.19E-07,1
Central Area/Squire Park,rsva,2019_W27,3.30E-05,4.24E-08,3.36E-05,0.023128612,3.48E-05,2
Columbia City,rsva,2019_W27,0.00173869,0.000107782,0.001738108,0.028028053,0.001737148,3
Downtown Commercial Core,rsva,2019_W27,1.58E-10,1.07E-17,1.70E-10,0.00155123,1.96E-10,1
Duwamish/SODO,rsva,2019_W27,0.001755522,2.03E-05,0.00175463,0.151538639,0.001753172,3
Fauntleroy/Seaview,rsva,2019_W27,0.000126103,4.33E-08,0.00012753,0.341532877,0.000130376,2
First Hill,rsva,2019_W27,0.006471115,0.00148269,0.006468334,0.028271834,0.006463153,4
Fremont,rsva,2019_W27,0.007432527,0.001518796,0.00743464,0.036260642,0.007439331,4
Georgetown,rsva,2019_W27,0.000236094,1.08E-07,0.000240323,0.465024369,0.000248966,2
Green Lake,rsva,2019_W27,0.000107901,5.23E-08,0.000108542,0.213826817,0.000109871,2
Greenwood/Phinney Ridge,rsva,2019_W27,0.005825103,0.001100673,0.005822894,0.030845429,0.005818866,4
Haller Lake,rsva,2019_W27,5.90E-06,9.01E-12,6.13E-06,3.090764391,6.60E-06,1
High Point,rsva,2019_W27,0.000126001,5.63E-08,0.000128858,0.247197036,0.000134723,2
Highland Park,rsva,2019_W27,3.42E-07,1.77E-48,3.42E-07,6.03E+34,3.44E-07,1
Interbay,rsva,2019_W27,0.002791099,0.000442018,0.002793012,0.017526782,0.002797041,3
Judkins Park,rsva,2019_W27,0.000542703,3.57E-06,0.000549907,0.076320616,0.000564777,3
Laurelhurst/Sand Point,rsva,2019_W27,3.92E-08,1.37E-13,4.25E-08,0.007177555,4.99E-08,1
Licton Springs,rsva,2019_W27,0.000292611,1.36E-07,0.000300247,0.540554674,0.000315886,2
Madison Park,rsva,2019_W27,2.31E-05,6.24E-11,2.36E-05,7.496348959,2.45E-05,2
Madrona/Leschi,rsva,2019_W27,0.000107729,6.71E-08,0.000111065,0.145053704,0.000118019,2
Magnolia,rsva,2019_W27,8.03E-05,1.58E-08,8.29E-05,0.341510193,8.82E-05,2
Miller Park,rsva,2019_W27,0.000574161,3.49E-06,0.000574373,0.093844092,0.000574934,3
Montlake/Portage Bay,rsva,2019_W27,1.67E-05,1.55E-09,1.68E-05,0.177994013,1.68E-05,2
Mt. Baker/North Rainier,rsva,2019_W27,1.70E-05,2.49E-09,1.80E-05,0.085206306,2.00E-05,2
NA,rsva,2019_W27,5.21E-07,3.17E-49,5.22E-07,7.81E+35,5.25E-07,1
North Beach/Blue Ridge,rsva,2019_W27,8.50E-08,1.35E-14,8.96E-08,0.392216562,9.97E-08,1
North Beacon Hill/Jefferson Park,rsva,2019_W27,0.006059002,0.000634759,0.00605718,0.05781224,0.006054114,4
North Capitol Hill,rsva,2019_W27,2.88E-07,3.41E-48,2.89E-07,2.22E+34,2.90E-07,1
North Delridge,rsva,2019_W27,3.70E-05,1.58E-09,3.79E-05,0.745354888,3.97E-05,2
Northgate/Maple Leaf,rsva,2019_W27,1.31E-06,2.37E-10,1.40E-06,0.005056206,1.59E-06,1
Olympic Hills/Victory Heights,rsva,2019_W27,4.54E-06,3.66E-10,4.73E-06,0.04496846,5.12E-06,1
Pioneer Square/International District,rsva,2019_W27,0.000105899,5.49E-07,0.000107485,0.018696664,0.000110734,2
Queen Anne,rsva,2019_W27,0.002233918,0.000407651,0.002233931,0.01222184,0.002234119,3
Rainier Beach,rsva,2019_W27,3.89E-06,4.80E-11,3.94E-06,0.28860983,4.06E-06,1
Ravenna/Bryant,rsva,2019_W27,2.05E-05,2.97E-08,2.13E-05,0.011292989,2.30E-05,2
Riverview,rsva,2019_W27,0.000122823,1.75E-08,0.000126436,0.726063823,0.000133903,2
Roxhill/Westwood,rsva,2019_W27,0.000867255,5.03E-06,0.000874862,0.141593768,0.000890379,3
Seward Park,rsva,2019_W27,0.000819502,9.54E-06,0.000827942,0.06624665,0.000845285,3
South Beacon Hill/NewHolly,rsva,2019_W27,5.25E-05,8.47E-10,5.34E-05,2.900399041,5.54E-05,2
South Park,rsva,2019_W27,2.82E-07,3.72E-48,2.82E-07,1.95E+34,2.84E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W27,0.004424808,0.000717912,0.004423409,0.027274467,0.004420961,3
University District,rsva,2019_W27,1.15E-07,9.20E-14,1.22E-07,0.099707537,1.38E-07,1
Wallingford,rsva,2019_W27,0.001926627,0.000302693,0.00192611,0.012260035,0.001925223,3
Wedgwood/View Ridge,rsva,2019_W27,2.67E-06,2.94E-10,2.89E-06,0.015737806,3.38E-06,1
West Seattle Junction/Genesee Hill,rsva,2019_W27,1.25E-05,6.28E-10,1.29E-05,0.206470101,1.38E-05,2
Whittier Heights,rsva,2019_W27,0.002017824,0.000161304,0.002018173,0.02515938,0.00201909,3
Alki/Admiral,rsva,2019_W28,4.04E-05,4.98E-09,4.26E-05,0.241279072,4.74E-05,2
Arbor Heights,rsva,2019_W28,0.000196963,4.00E-07,0.000202584,0.082519383,0.000214205,2
Ballard,rsva,2019_W28,0.000127069,2.32E-07,0.000128806,0.064165926,0.000132355,2
Beacon Hill,rsva,2019_W28,8.61E-06,1.77E-11,8.96E-06,3.326549866,9.68E-06,2
Belltown,rsva,2019_W28,2.84E-06,9.31E-12,2.81E-06,0.90392539,2.75E-06,1
Broadview/Bitter Lake,rsva,2019_W28,2.14E-09,3.28E-18,2.15E-09,1.323051386,2.18E-09,1
Capitol Hill,rsva,2019_W28,2.50E-06,1.17E-10,2.67E-06,0.036455275,3.06E-06,1
Cascade/Eastlake,rsva,2019_W28,0.001673898,7.70E-05,0.001673334,0.036346144,0.001672425,3
Cedar Park/Meadowbrook,rsva,2019_W28,2.47E-07,1.29E-12,2.58E-07,0.036946886,2.81E-07,1
Central Area/Squire Park,rsva,2019_W28,1.61E-05,7.20E-09,1.65E-05,0.031962549,1.72E-05,2
Columbia City,rsva,2019_W28,0.001238446,5.06E-05,0.001237978,0.030272749,0.001237207,3
Downtown Commercial Core,rsva,2019_W28,3.83E-11,5.57E-19,4.13E-11,0.001700994,4.81E-11,1
Duwamish/SODO,rsva,2019_W28,0.001163855,6.75E-06,0.001163429,0.200079717,0.001162827,3
Fauntleroy/Seaview,rsva,2019_W28,7.32E-05,8.53E-09,7.43E-05,0.57472284,7.64E-05,2
First Hill,rsva,2019_W28,0.005286831,0.00107415,0.005284765,0.026039409,0.005280977,4
Fremont,rsva,2019_W28,0.004756701,0.000737466,0.004765502,0.030312988,0.004783438,4
Georgetown,rsva,2019_W28,0.000143686,2.33E-08,0.000146797,0.779383256,0.000153186,2
Green Lake,rsva,2019_W28,5.61E-05,9.05E-09,5.65E-05,0.329935901,5.74E-05,2
Greenwood/Phinney Ridge,rsva,2019_W28,0.006535636,0.001276672,0.006532991,0.03348243,0.006528132,4
Haller Lake,rsva,2019_W28,2.88E-06,1.08E-12,3.00E-06,5.957694044,3.26E-06,1
High Point,rsva,2019_W28,6.45E-05,9.43E-09,6.62E-05,0.377038516,6.98E-05,2
Highland Park,rsva,2019_W28,2.21E-07,2.71E-51,2.21E-07,1.62E+37,2.22E-07,1
Interbay,rsva,2019_W28,0.002524928,0.000360426,0.002525304,0.017641434,0.002526261,3
Judkins Park,rsva,2019_W28,0.000292529,7.90E-07,0.000297355,0.098339767,0.000307357,2
Laurelhurst/Sand Point,rsva,2019_W28,1.14E-08,9.69E-15,1.25E-08,0.008242394,1.48E-08,1
Licton Springs,rsva,2019_W28,0.000175128,2.87E-08,0.000180547,0.894281932,0.000191726,2
Madison Park,rsva,2019_W28,1.30E-05,9.24E-12,1.33E-05,15.83257214,1.40E-05,2
Madrona/Leschi,rsva,2019_W28,5.20E-05,1.07E-08,5.39E-05,0.207032131,5.78E-05,2
Magnolia,rsva,2019_W28,4.15E-05,2.55E-09,4.30E-05,0.54975491,4.62E-05,2
Miller Park,rsva,2019_W28,0.000368626,1.02E-06,0.000368975,0.131553641,0.000369781,2
Montlake/Portage Bay,rsva,2019_W28,8.27E-06,2.29E-10,8.28E-06,0.29249788,8.32E-06,2
Mt. Baker/North Rainier,rsva,2019_W28,6.59E-06,2.81E-10,7.01E-06,0.109380597,7.92E-06,1
NA,rsva,2019_W28,3.35E-07,4.44E-52,3.35E-07,2.28E+38,3.37E-07,1
North Beach/Blue Ridge,rsva,2019_W28,3.25E-08,1.15E-15,3.45E-08,0.654457743,3.87E-08,1
North Beacon Hill/Jefferson Park,rsva,2019_W28,0.004174205,0.000308185,0.004172676,0.056516859,0.004170081,3
North Capitol Hill,rsva,2019_W28,1.86E-07,5.43E-51,1.87E-07,5.80E+36,1.88E-07,1
North Delridge,rsva,2019_W28,1.82E-05,2.22E-10,1.87E-05,1.257983514,1.97E-05,2
Northgate/Maple Leaf,rsva,2019_W28,4.48E-07,2.35E-11,4.81E-07,0.00570518,5.56E-07,1
Olympic Hills/Victory Heights,rsva,2019_W28,1.92E-06,4.42E-11,2.01E-06,0.064714401,2.20E-06,1
Pioneer Square/International District,rsva,2019_W28,5.16E-05,1.03E-07,5.25E-05,0.023121882,5.45E-05,2
Queen Anne,rsva,2019_W28,0.00245812,0.000448651,0.00245692,0.013483004,0.002454694,3
Rainier Beach,rsva,2019_W28,1.78E-06,5.86E-12,1.81E-06,0.489186775,1.87E-06,1
Ravenna/Bryant,rsva,2019_W28,8.68E-06,4.25E-09,9.08E-06,0.013733475,9.94E-06,2
Riverview,rsva,2019_W28,6.33E-05,2.77E-09,6.55E-05,1.18918683,7.00E-05,2
Roxhill/Westwood,rsva,2019_W28,0.000515124,1.28E-06,0.000521126,0.193726141,0.000533394,3
Seward Park,rsva,2019_W28,0.000507975,2.78E-06,0.000514812,0.08569387,0.000528909,3
South Beacon Hill/NewHolly,rsva,2019_W28,3.15E-05,1.48E-10,3.21E-05,5.846413229,3.35E-05,2
South Park,rsva,2019_W28,1.82E-07,5.95E-51,1.82E-07,5.06E+36,1.84E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W28,0.003166534,0.00040714,0.003165727,0.02461552,0.003164371,3
University District,rsva,2019_W28,4.29E-08,8.06E-15,4.59E-08,0.154211473,5.26E-08,1
Wallingford,rsva,2019_W28,0.001317087,0.000154974,0.00131757,0.011148119,0.001318639,3
Wedgwood/View Ridge,rsva,2019_W28,9.76E-07,3.05E-11,1.06E-06,0.019276113,1.27E-06,1
West Seattle Junction/Genesee Hill,rsva,2019_W28,5.71E-06,8.12E-11,5.93E-06,0.325406252,6.37E-06,1
Whittier Heights,rsva,2019_W28,0.001680267,0.000107732,0.00168064,0.026108603,0.001681582,3
Alki/Admiral,rsva,2019_W29,1.93E-05,7.14E-10,2.05E-05,0.373251014,2.31E-05,2
Arbor Heights,rsva,2019_W29,9.90E-05,7.27E-08,0.000102331,0.111470925,0.000109276,2
Ballard,rsva,2019_W29,6.62E-05,4.41E-08,6.74E-05,0.090077034,6.96E-05,2
Beacon Hill,rsva,2019_W29,4.42E-06,2.29E-12,4.62E-06,6.589598911,5.03E-06,1
Belltown,rsva,2019_W29,1.40E-06,1.19E-12,1.38E-06,1.731196032,1.35E-06,1
Broadview/Bitter Lake,rsva,2019_W29,7.22E-10,2.17E-19,7.27E-10,2.261062476,7.37E-10,1
Capitol Hill,rsva,2019_W29,9.19E-07,1.18E-11,9.91E-07,0.047101848,1.15E-06,1
Cascade/Eastlake,rsva,2019_W29,0.001169063,3.32E-05,0.001168937,0.041093441,0.001168853,3
Cedar Park/Meadowbrook,rsva,2019_W29,9.34E-08,1.22E-13,9.79E-08,0.05422268,1.08E-07,1
Central Area/Squire Park,rsva,2019_W29,7.73E-06,1.12E-09,7.92E-06,0.046455024,8.32E-06,2
Columbia City,rsva,2019_W29,0.000855309,2.10E-05,0.000854981,0.034791601,0.000854458,3
Downtown Commercial Core,rsva,2019_W29,9.06E-12,2.69E-20,9.83E-12,0.001916568,1.16E-11,1
Duwamish/SODO,rsva,2019_W29,0.00075364,2.00E-06,0.000753579,0.282025118,0.000753643,3
Fauntleroy/Seaview,rsva,2019_W29,4.16E-05,1.53E-09,4.24E-05,1.014968404,4.38E-05,2
First Hill,rsva,2019_W29,0.003943334,0.000668246,0.00394187,0.023279662,0.003939234,3
Fremont,rsva,2019_W29,0.002901582,0.000306687,0.002914703,0.026714578,0.002941255,3
Georgetown,rsva,2019_W29,8.56E-05,4.58E-09,8.77E-05,1.374687778,9.22E-05,2
Green Lake,rsva,2019_W29,2.85E-05,1.43E-09,2.88E-05,0.533768871,2.93E-05,2
Greenwood/Phinney Ridge,rsva,2019_W29,0.007187079,0.001434406,0.007184292,0.036034931,0.007179191,4
Haller Lake,rsva,2019_W29,1.37E-06,1.21E-13,1.44E-06,11.86872344,1.58E-06,1
High Point,rsva,2019_W29,3.23E-05,1.45E-09,3.33E-05,0.602732791,3.54E-05,2
Highland Park,rsva,2019_W29,1.39E-07,3.82E-54,1.40E-07,4.56E+39,1.41E-07,1
Interbay,rsva,2019_W29,0.002287991,0.000286005,0.002287531,0.018288924,0.002286815,3
Judkins Park,rsva,2019_W29,0.000154257,1.57E-07,0.000157302,0.134708247,0.000163642,2
Laurelhurst/Sand Point,rsva,2019_W29,3.25E-09,6.37E-16,3.57E-09,0.009770565,4.31E-09,1
Licton Springs,rsva,2019_W29,0.000102564,5.50E-09,0.000106235,1.5567365,0.000113865,2
Madison Park,rsva,2019_W29,7.19E-06,1.26E-12,7.39E-06,34.65322983,7.80E-06,1
Madrona/Leschi,rsva,2019_W29,2.46E-05,1.55E-09,2.56E-05,0.309842636,2.77E-05,2
Magnolia,rsva,2019_W29,2.10E-05,3.78E-10,2.19E-05,0.925202158,2.37E-05,2
Miller Park,rsva,2019_W29,0.000231364,2.68E-07,0.000231749,0.196317255,0.000232601,2
Montlake/Portage Bay,rsva,2019_W29,4.00E-06,3.11E-11,4.01E-06,0.500851317,4.03E-06,1
Mt. Baker/North Rainier,rsva,2019_W29,2.50E-06,2.92E-11,2.68E-06,0.146165795,3.06E-06,1
NA,rsva,2019_W29,2.10E-07,5.70E-55,2.10E-07,6.96E+40,2.12E-07,1
North Beach/Blue Ridge,rsva,2019_W29,1.22E-08,9.14E-17,1.30E-08,1.123953989,1.47E-08,1
North Beacon Hill/Jefferson Park,rsva,2019_W29,0.002775239,0.000130947,0.002774489,0.058738524,0.002773342,3
North Capitol Hill,rsva,2019_W29,1.18E-07,7.93E-54,1.18E-07,1.58E+39,1.19E-07,1
North Delridge,rsva,2019_W29,8.74E-06,2.86E-11,9.02E-06,2.208106557,9.60E-06,2
Northgate/Maple Leaf,rsva,2019_W29,1.50E-07,2.15E-12,1.62E-07,0.006698926,1.90E-07,1
Olympic Hills/Victory Heights,rsva,2019_W29,7.96E-07,4.92E-12,8.37E-07,0.096843563,9.24E-07,1
Pioneer Square/International District,rsva,2019_W29,2.46E-05,1.75E-08,2.51E-05,0.030296245,2.63E-05,2
Queen Anne,rsva,2019_W29,0.002604422,0.000467615,0.002603046,0.014525144,0.002600475,3
Rainier Beach,rsva,2019_W29,7.99E-07,6.62E-13,8.13E-07,0.859309893,8.43E-07,1
Ravenna/Bryant,rsva,2019_W29,3.60E-06,5.56E-10,3.79E-06,0.017543689,4.20E-06,1
Riverview,rsva,2019_W29,3.20E-05,4.02E-10,3.32E-05,2.033953148,3.58E-05,2
Roxhill/Westwood,rsva,2019_W29,0.000299238,2.91E-07,0.000303625,0.281979589,0.000312621,2
Seward Park,rsva,2019_W29,0.000307712,7.25E-07,0.000312862,0.118488003,0.000323523,2
South Beacon Hill/NewHolly,rsva,2019_W29,1.85E-05,2.39E-11,1.89E-05,12.27211115,1.99E-05,2
South Park,rsva,2019_W29,1.15E-07,8.74E-54,1.16E-07,1.37E+39,1.16E-07,1
Sunset Hill/Loyal Heights,rsva,2019_W29,0.002157193,0.000198664,0.00215882,0.02327177,0.002162191,3
University District,rsva,2019_W29,1.57E-08,6.57E-16,1.69E-08,0.245899174,1.96E-08,1
Wallingford,rsva,2019_W29,0.000862234,6.87E-05,0.000863725,0.010694155,0.000866775,3
Wedgwood/View Ridge,rsva,2019_W29,3.49E-07,2.92E-12,3.83E-07,0.024550549,4.63E-07,1
West Seattle Junction/Genesee Hill,rsva,2019_W29,2.56E-06,9.66E-12,2.66E-06,0.533083419,2.89E-06,1
Whittier Heights,rsva,2019_W29,0.001339258,6.36E-05,0.001339348,0.028096381,0.001339703,3
Alki/Admiral,rsva,2019_W30,9.06E-06,9.40E-11,9.68E-06,0.601673186,1.10E-05,2
Arbor Heights,rsva,2019_W30,4.86E-05,1.20E-08,5.05E-05,0.158748311,5.45E-05,2
Ballard,rsva,2019_W30,3.37E-05,7.59E-09,3.44E-05,0.133278334,3.58E-05,2
Beacon Hill,rsva,2019_W30,2.21E-06,2.73E-13,2.32E-06,13.48786852,2.56E-06,1
Belltown,rsva,2019_W30,6.75E-07,1.40E-13,6.66E-07,3.427021792,6.49E-07,1
Broadview/Bitter Lake,rsva,2019_W30,2.38E-10,1.34E-20,2.40E-10,3.954819262,2.43E-10,1
Capitol Hill,rsva,2019_W30,3.31E-07,1.10E-12,3.59E-07,0.063078375,4.23E-07,1
Cascade/Eastlake,rsva,2019_W30,0.000792757,1.25E-05,0.000793119,0.049773803,0.000793964,3
Cedar Park/Meadowbrook,rsva,2019_W30,3.45E-08,1.07E-14,3.63E-08,0.082130254,4.03E-08,1
Central Area/Squire Park,rsva,2019_W30,3.62E-06,1.58E-10,3.72E-06,0.070620784,3.93E-06,1
Columbia City,rsva,2019_W30,0.000574006,7.67E-06,0.000573857,0.042825259,0.000573663,3
Downtown Commercial Core,rsva,2019_W30,2.10E-12,1.22E-21,2.29E-12,0.002212704,2.72E-12,1
Duwamish/SODO,rsva,2019_W30,0.000476317,5.32E-07,0.000476484,0.423202794,0.000476953,3
Fauntleroy/Seaview,rsva,2019_W30,2.31E-05,2.51E-10,2.36E-05,1.872232521,2.46E-05,2
First Hill,rsva,2019_W30,0.002756313,0.000357594,0.002755646,0.021233831,0.002754548,3
Fremont,rsva,2019_W30,0.001705093,0.000109709,0.001718964,0.025269596,0.001747073,3
Georgetown,rsva,2019_W30,4.98E-05,8.22E-10,5.12E-05,2.539759834,5.43E-05,2
Green Lake,rsva,2019_W30,1.42E-05,2.07E-10,1.43E-05,0.900887025,1.46E-05,2
Greenwood/Phinney Ridge,rsva,2019_W30,0.007521259,0.001495067,0.007518818,0.037849411,0.007514442,4
Haller Lake,rsva,2019_W30,6.41E-07,1.25E-14,6.75E-07,24.35254863,7.46E-07,1
High Point,rsva,2019_W30,1.58E-05,2.03E-10,1.64E-05,1.00482172,1.75E-05,2
Highland Park,rsva,2019_W30,8.60E-08,4.97E-57,8.62E-08,1.32E+42,8.69E-08,1
Interbay,rsva,2019_W30,0.002021668,0.00021004,0.002021275,0.019439445,0.002020686,3
Judkins Park,rsva,2019_W30,7.95E-05,2.83E-08,8.13E-05,0.194972526,8.51E-05,2
Laurelhurst/Sand Point,rsva,2019_W30,9.04E-10,3.89E-17,1.00E-09,0.011916602,1.23E-09,1
Licton Springs,rsva,2019_W30,5.87E-05,9.62E-10,6.11E-05,2.837879069,6.61E-05,2
Madison Park,rsva,2019_W30,3.88E-06,1.60E-13,4.00E-06,78.31373483,4.25E-06,1
Madrona/Leschi,rsva,2019_W30,1.13E-05,2.06E-10,1.19E-05,0.483716926,1.30E-05,2
Magnolia,rsva,2019_W30,1.04E-05,5.15E-11,1.09E-05,1.620198912,1.19E-05,2
Miller Park,rsva,2019_W30,0.000141808,6.34E-08,0.000142162,0.310603913,0.000142931,2
Montlake/Portage Bay,rsva,2019_W30,1.89E-06,3.90E-12,1.90E-06,0.889768636,1.91E-06,1
Mt. Baker/North Rainier,rsva,2019_W30,9.27E-07,2.79E-12,9.99E-07,0.202439429,1.16E-06,1
NA,rsva,2019_W30,1.29E-07,6.74E-58,1.29E-07,2.20E+43,1.30E-07,1
North Beach/Blue Ridge,rsva,2019_W30,4.46E-09,6.76E-18,4.77E-09,1.980737539,5.46E-09,1
North Beacon Hill/Jefferson Park,rsva,2019_W30,0.001788422,4.86E-05,0.001788691,0.065540845,0.001789477,3
North Capitol Hill,rsva,2019_W30,7.30E-08,1.07E-56,7.31E-08,4.43E+41,7.38E-08,1
North Delridge,rsva,2019_W30,4.11E-06,3.41E-12,4.25E-06,4.014186271,4.56E-06,1
Northgate/Maple Leaf,rsva,2019_W30,4.89E-08,1.81E-13,5.34E-08,0.008149993,6.34E-08,1
Olympic Hills/Victory Heights,rsva,2019_W30,3.22E-07,5.06E-13,3.40E-07,0.150071894,3.79E-07,1
Pioneer Square/International District,rsva,2019_W30,1.15E-05,2.70E-09,1.18E-05,0.041789785,1.24E-05,2
