NEIGHBORHOOD_DISTRICT_NAME,pathogen,epi_week,latent_field_mean,latent_field_0_025quant,latent_field_0_5quant,latent_field_0_975quant,latent_field_mode,latent_field_quintile
East,yam,2019_W33,5.60E-06,5.50E-11,5.60E-06,0.563791896,5.61E-06,1
Greater Duwamish,yam,2019_W33,3.14E-06,2.73E-11,3.14E-06,0.35670808,3.14E-06,1
Lake Union,yam,2019_W33,1.04E-06,9.81E-12,1.04E-06,0.108616,1.04E-06,1
Magnolia/Queen Anne,yam,2019_W33,2.61E-05,2.69E-10,2.61E-05,2.507641451,2.61E-05,2
NA,yam,2019_W33,2.07E-08,4.43E-55,2.07E-08,8.67E+38,2.09E-08,1
North,yam,2019_W33,8.22E-06,8.79E-11,8.22E-06,0.760251327,8.23E-06,1
Northeast,yam,2019_W33,1.89E-05,2.02E-10,1.89E-05,1.754990876,1.89E-05,2
Northwest,yam,2019_W33,6.38E-06,4.72E-11,6.38E-06,0.852155559,6.39E-06,1
Southeast,yam,2019_W33,3.63E-05,3.79E-10,3.63E-05,3.438820518,3.63E-05,2
Southwest,yam,2019_W33,7.66E-07,5.83E-12,7.66E-07,0.099291498,7.67E-07,1
Ballard,yam,2019_W34,3.61E-05,3.71E-10,3.61E-05,3.476516813,3.61E-05,2
Central,yam,2019_W34,1.48E-06,1.40E-11,1.48E-06,0.154575883,1.48E-06,1
Delridge Neighborhoods,yam,2019_W34,9.68E-09,2.60E-15,9.71E-09,0.03501777,9.77E-09,1
Downtown,yam,2019_W34,3.06E-06,2.99E-11,3.07E-06,0.310762164,3.07E-06,1
East,yam,2019_W34,3.79E-06,3.61E-11,3.80E-06,0.39425001,3.80E-06,1
Greater Duwamish,yam,2019_W34,2.12E-06,1.76E-11,2.12E-06,0.252010872,2.12E-06,1
Lake Union,yam,2019_W34,6.43E-07,5.86E-12,6.43E-07,0.06967449,6.44E-07,1
Magnolia/Queen Anne,yam,2019_W34,1.99E-05,1.99E-10,1.99E-05,1.961989319,1.99E-05,2
NA,yam,2019_W34,1.56E-08,4.95E-58,1.56E-08,4.35E+41,1.57E-08,1
North,yam,2019_W34,5.60E-06,5.85E-11,5.60E-06,0.530357131,5.61E-06,1
Northeast,yam,2019_W34,1.39E-05,1.45E-10,1.39E-05,1.321789904,1.39E-05,2
Northwest,yam,2019_W34,4.80E-06,3.32E-11,4.80E-06,0.685657474,4.81E-06,1
Southeast,yam,2019_W34,2.85E-05,2.91E-10,2.85E-05,2.774534937,2.86E-05,2
Southwest,yam,2019_W34,4.71E-07,3.39E-12,4.72E-07,0.064557129,4.73E-07,1
Ballard,yam,2019_W35,2.92E-05,2.91E-10,2.92E-05,2.891402747,2.92E-05,2
Central,yam,2019_W35,9.53E-07,8.69E-12,9.53E-07,0.10305016,9.55E-07,1
Delridge Neighborhoods,yam,2019_W35,5.46E-09,1.08E-15,5.48E-09,0.026764441,5.52E-09,1
Downtown,yam,2019_W35,2.04E-06,1.92E-11,2.04E-06,0.214284267,2.05E-06,1
East,yam,2019_W35,2.57E-06,2.36E-11,2.57E-06,0.276861972,2.57E-06,1
Greater Duwamish,yam,2019_W35,1.43E-06,1.13E-11,1.43E-06,0.178908589,1.43E-06,1
Lake Union,yam,2019_W35,3.98E-07,3.48E-12,3.98E-07,0.044888309,3.99E-07,1
Magnolia/Queen Anne,yam,2019_W35,1.51E-05,1.47E-10,1.51E-05,1.54132236,1.52E-05,2
NA,yam,2019_W35,1.17E-08,5.19E-61,1.17E-08,2.33E+44,1.18E-08,1
North,yam,2019_W35,3.81E-06,3.87E-11,3.82E-06,0.371401707,3.82E-06,1
Northeast,yam,2019_W35,1.02E-05,1.04E-10,1.02E-05,0.999355551,1.02E-05,2
Northwest,yam,2019_W35,3.61E-06,2.32E-11,3.61E-06,0.555243012,3.61E-06,1
Southeast,yam,2019_W35,2.25E-05,2.22E-10,2.25E-05,2.247553008,2.25E-05,2
Southwest,yam,2019_W35,2.90E-07,1.96E-12,2.90E-07,0.042187044,2.91E-07,1
